avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.7004783017653118,0.7004783017653118,0.0,0.0,0.7004783017653118,0.7796409937669808,0.0,0,0.0,0.0,
0.7399995216346493,0.7595319722961836,0.7541334402383306,0.7377975727508942,0.6673406600355595,0.7796409937669808,0.0,1,-0.012288714444642683,-0.028940868988926505,-0.012288714444642683
0.7640187882206054,0.7792085054583158,0.7453152503029469,0.779316627535482,0.7285586102386575,0.7796409937669808,0.0,2,-0.033460766846703814,-0.0002162441543325603,-0.033460766846703814
0.7623115344641135,0.7796409937669808,0.7385348331292945,0.7796409937669807,0.7296648826513664,0.7875709797773957,0.007929986010414836,3,-0.0411061606376864,0.0,-0.0411061606376864
0.7716252912092675,0.7809626581020499,0.7665123034005227,0.7730576502826825,0.7625600845562767,0.7875709797773957,0.0,4,-0.014009799923170689,-0.010548336489505622,-0.014009799923170689
0.772131666581105,0.7845852874602081,0.7884879736605346,0.7798881871442175,0.6671294213321598,0.8157922605110662,0.028221280733670584,5,0.0031356978592967317,-0.007021960465643702,0.0031356978592967317
0.7771790382755593,0.7922745265663408,0.7800473402561948,0.7842877488445552,0.7099483134761072,0.8157922605110662,0.0,6,-0.0075236395212008806,-0.010338551116258218,-0.0075236395212008806
0.7878266119784407,0.8016816201442309,0.797087866773333,0.7968721833350227,0.6961505458358547,0.8157922605110662,0.0,7,0.00010979341804707844,-0.01421653038709846,0.00010979341804707844
0.8064925752441104,0.8157922605110662,0.8157922605110662,0.8157958112633189,0.7227812048324944,0.8158348695380978,4.2609027031570434e-05,8,0.0,3.5507522526308697e-06,0.0
0.8051754848138669,0.8157993620155715,0.8158017291837399,0.8109863744541107,0.7288054387398608,0.8158348695380978,0.0,9,4.734336336841159e-06,-0.004816538313713527,4.734336336841159e-06
0.7993045953473108,0.8158206665290874,0.8036022332372024,0.8110041282153736,0.7065814078418317,0.8158348695380978,0.0,10,-0.012213698955548,-0.0048271905704714195,-0.012213698955548
