generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,11,offspring,design_param,collar.f_bezier_y.v,0.55,0.19663048625680407,0.7431162598109794
1,12,offspring,design_param,left.sleeve.length.v,0.3,0.43494148590669635,0.754697845609628
1,13,offspring,design_param,flare-skirt.length.v,0.2,0.04726863834028372,0.7538389104330231
1,14,offspring,design_param,collar.fc_angle.v,95,78,0.6484987244894752
1,17,offspring,design_param,left.sleeve.cuff.skirt_flare.v,1.2,1.538964111062549,0.754697845609628
1,18,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
1,19,mutant,design_param,collar.bc_depth.v,0,0.3300348601297196,0.6690425637651967
1,20,mutant,design_param,left.sleeve.connect_ruffle.v,1,1.7780117226811072,0.7538389104330231
1,21,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.38893856410106614,0.7783435288409855
1,22,mutant,design_param,skirt.flare.v,0,4,0.7538389104330231
1,24,mutant,design_param,left.sleeve.armhole_shape.range.2,ArmholeCurve,,0.7783435288409855
1,24,mutant,design_param,left.sleeve.armhole_shape.v,ArmholeCurve,ArmholeSquare,0.7783435288409855
1,25,mutant,design_param,sleeve.cuff.skirt_flare.v,1.2,1.3533932173713237,0.7411111516141675
1,26,mutant,design_param,collar.component.depth.v,7,5,0.754697845609628
2,3,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
2,5,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.38893856410106614,0.7783435288409855
2,8,offspring,design_param,levels-skirt.num_levels.v,1,4,0.7796409937669808
2,9,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.18035936458219293,0.7796409937669808
2,10,offspring,design_param,left.sleeve.length.v,0.3,0.6289842772885127,0.7796409937669808
2,11,offspring,design_param,left.sleeve.length.v,0.3,1.0887716759926367,0.7796409937669808
2,11,offspring,design_param,collar.component.depth.v,7,8,0.7796409937669808
2,12,offspring,design_param,left.sleeve.cuff.top_ruffle.v,1,1.273970676849685,0.7796409937669808
2,13,offspring,design_param,skirt.length.v,0.2,0.800572437175648,0.7783435288409855
2,14,offspring,design_param,pants.cuff.skirt_fraction.v,0.5,0.6368759351934747,0.7783435288409855
2,15,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.38893856410106614,0.7783435288409855
2,15,offspring,design_param,sleeve.cuff.skirt_flare.v,1.2,1.2972864744443064,0.7783435288409855
2,16,offspring,design_param,collar.component.depth.v,7,8,0.7796409937669808
2,16,offspring,design_param,left.collar.fc_angle.v,95,84,0.7796409937669808
2,17,offspring,design_param,pants.cuff.top_ruffle.v,1.0,1.510186218825873,0.7796409937669808
2,18,mutant,design_param,sleeve.sleeve_angle.v,10,36,0.7783435288409855
2,18,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.38893856410106614,0.7783435288409855
2,21,mutant,design_param,flare-skirt.skirt-many-panels.n_panels.v,4,6,0.7783435288409855
2,22,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.38893856410106614,0.7783435288409855
2,23,mutant,design_param,collar.component.depth.v,7,8,0.659600879121292
2,23,mutant,design_param,collar.bc_angle.v,95,71,0.659600879121292
3,3,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
3,8,offspring,design_param,sleeve.cuff.skirt_flare.v,1.2,1.205085362885687,0.7796409937669808
3,9,offspring,design_param,pants.length.v,0.3,0.4392090632202262,0.7796409937669808
3,10,offspring,design_param,skirt.ruffle.v,1.3,1.1252220666353532,0.7796409937669808
3,11,offspring,design_param,pencil-skirt.back_slit.v,0,0.36300212297525297,0.7796409937669808
3,12,offspring,design_param,flare-skirt.asymm.front_length.v,0.5,0.3465287544885337,0.7796409937669808
3,13,offspring,design_param,pencil-skirt.length.v,0.4,0.8424823889611543,0.7796409937669808
3,14,offspring,design_param,flare-skirt.cut.width.v,0.1,0.06095916144296565,0.7796409937669808
3,17,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.6616252066632452,0.7796409937669808
3,18,mutant,design_param,collar.f_bezier_x.v,0.3,0.6976470778013116,0.6767193731347462
3,19,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
3,20,mutant,design_param,sleeve.length.v,0.3,0.29848581984686456,0.7796409937669808
3,23,mutant,design_param,flare-skirt.skirt-many-panels.n_panels.v,4,14,0.7796409937669808
3,24,mutant,design_param,collar.component.depth.v,7,8,0.659600879121292
3,24,mutant,design_param,collar.bc_angle.v,95,84,0.659600879121292
3,25,mutant,design_param,collar.width.v,0.2,-0.29740459231236704,0.6326472833057267
3,26,mutant,design_param,meta.bottom.v,,PencilSkirt,0.7796409937669808
4,4,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
4,7,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.100861047482882,0.7796409937669808
4,7,offspring,design_param,collar.component.depth.v,7,8,0.7796409937669808
4,8,offspring,design_param,collar.component.hood_length.v,1,1.1122259678159985,0.7796409937669808
4,9,offspring,design_param,pants.cuff.type.v,,CuffBandSkirt,0.7796409937669808
4,9,offspring,design_param,collar.component.depth.v,7,8,0.7796409937669808
4,10,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.335970631162952,0.7796409937669808
4,11,offspring,design_param,flare-skirt.length.v,0.2,-0.1310883215467295,0.7796409937669808
4,12,offspring,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,SquareNeckHalf,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.6927108859449875
4,12,offspring,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.6927108859449875
4,13,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
4,14,offspring,design_param,pencil-skirt.length.v,0.4,0.39048930837466833,0.7796409937669808
4,15,offspring,design_param,collar.component.depth.v,7,8,0.7796409937669808
4,15,offspring,design_param,sleeve.cuff.skirt_flare.v,1.2,1.0221015357944538,0.7796409937669808
4,16,offspring,design_param,left.collar.bc_angle.v,95,80,0.7796409937669808
4,17,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.056226196402449025,0.7796409937669808
4,18,mutant,design_param,pants.flare.v,1.0,0.5549311193924531,0.7796409937669808
4,22,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
4,22,mutant,design_param,collar.component.lapel_standing.v,False,True,0.7796409937669808
4,23,mutant,design_param,skirt.bottom_cut.v,0,0.8653862143439031,0.7796409937669808
4,24,mutant,design_param,flare-skirt.asymm.front_length.v,0.5,0.5173573810290133,0.7796409937669808
4,24,mutant,design_param,collar.component.depth.v,7,8,0.7796409937669808
4,26,mutant,design_param,sleeve.armhole_shape.range.2,ArmholeCurve,,0.6535527944584446
4,26,mutant,design_param,sleeve.armhole_shape.v,ArmholeCurve,ArmholeAngle,0.6535527944584446
5,1,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
5,8,offspring,,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
5,9,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.0102230705230308,0.7796409937669808
5,10,offspring,design_param,left.sleeve.cuff.top_ruffle.v,1,1.448431931624205,0.7875709797773957
5,11,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
5,11,offspring,design_param,skirt.flare.v,0,3,0.7875709797773957
5,12,offspring,design_param,left.collar.fc_angle.v,95,79,0.7796409937669808
5,14,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
5,14,offspring,design_param,pencil-skirt.rise.v,1,0.75140132671021,0.7875709797773957
5,17,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
5,19,mutant,design_param,sleeve.cuff.top_ruffle.v,1,2.23445822003486,0.7875709797773957
5,21,mutant,design_param,pencil-skirt.front_slit.v,0,0.004702476303723691,0.7875709797773957
5,21,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
5,22,mutant,design_param,flare-skirt.suns.v,0.75,0.4601583202629025,0.7796409937669808
5,23,mutant,design_param,left.collar.width.v,0.2,0.4214622321698962,0.7875709797773957
5,24,mutant,design_param,sleeve.standing_shoulder_len.v,5.0,7.2329991340287885,0.7796409937669808
5,25,mutant,design_param,left.sleeve.armhole_shape.range.2,ArmholeCurve,,0.7855167978951003
5,25,mutant,design_param,left.sleeve.armhole_shape.v,ArmholeCurve,ArmholeAngle,0.7855167978951003
5,26,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.8157922605110662
6,0,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.8157922605110662
6,2,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
6,5,offspring,,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
6,7,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.8157922605110662
6,8,offspring,design_param,pencil-skirt.back_slit.v,0,0.08383915056138365,0.7875709797773957
6,9,offspring,design_param,left.collar.width.v,0.2,0.5744172080733074,0.7875709797773957
6,11,offspring,design_param,shirt.width.v,1.05,1.2388534525954071,0.758079018800567
6,12,offspring,design_param,left.collar.fc_angle.v,95,89,0.7875709797773957
6,13,offspring,design_param,flare-skirt.skirt-many-panels.n_panels.v,4,15,0.7875709797773957
6,14,offspring,design_param,collar.fc_angle.v,95,81,0.7212216080927962
6,14,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7212216080927962
6,16,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.8157922605110662
6,17,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
6,18,mutant,design_param,sleeve.cuff.skirt_flare.v,1.2,1.0515148319100984,0.7875709797773957
6,18,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.260723129173168,0.7875709797773957
6,20,mutant,design_param,left.sleeve.length.v,0.3,0.9796336571726183,0.7875709797773957
