avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.7099897759155355,0.7099897759155355,0.0,0.0,0.7099897759155355,0.7913003988532715,0.0,0,0.0,0.0,
0.7313190334021037,0.763807650044122,0.7611125175054624,0.6976596849713479,0.7115987415310148,0.7913003988532715,0.0,1,0.0,-0.0723894024434102,0.0
0.7363581015560376,0.7743962896204858,0.7751723617639712,0.6929330520495137,0.7175391428294389,0.7913003988532715,0.0,2,0.0,-0.08876158943985213,0.0
0.7401248107518121,0.7848965606106678,0.7848965606106679,0.6847431415520783,0.7377927382564712,0.7913003988532715,0.0,3,0.0,-0.10495629774054231,0.0
0.738639869269168,0.7913003988532715,0.7913003988532716,0.6782076775054121,0.717065988403678,0.7913003988532715,0.0,4,0.0,-0.1130927213478596,0.0
0.7365518863486804,0.7913003988532715,0.7913003988532716,0.6782374889775188,0.6960669133103741,0.7913003988532715,0.0,5,0.0,-0.11306290987575274,0.0
0.7409425948035303,0.7913003988532715,0.7913003988532716,0.6855795488911122,0.7106057582044999,0.7913003988532715,0.0,6,0.0,-0.10572084996215947,0.0
0.7387146316534654,0.7913003988532715,0.7913003988532716,0.68371487119909,0.6957848374719403,0.7913003988532715,0.0,7,0.0,-0.10758552765418161,0.0
0.7421705047476183,0.7913003988532715,0.7913003988532716,0.6878294491532183,0.7138852565969556,0.7913003988532715,0.0,8,0.0,-0.10347094970005326,0.0
0.744772239448359,0.7913003988532715,0.7913003988532716,0.6893788956422938,0.7337048176480595,0.7913003988532715,0.0,9,0.0,-0.1019215032109777,0.0
0.736342280916546,0.7913003988532715,0.7913003988532716,0.6808274312544635,0.683611089881251,0.7913003988532715,0.0,10,0.0,-0.11047296759880813,0.0
