generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,10,offspring,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7133040790749859
1,10,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,TrapezoidNeckHalf,0.7133040790749859
1,13,offspring,design_param,collar.fc_depth.v,0.4,1.1570331002109953,0.6466530460178749
1,17,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.3048000256095843,0.7113616693443899
1,22,mutant,design_param,left.sleeve.sleeveless.v,True,False,0.7251224821164622
1,22,mutant,design_param,left.sleeve.sleeveless.range.0,True,False,0.7251224821164622
1,22,mutant,design_param,left.sleeve.sleeveless.range.1,False,,0.7251224821164622
1,23,mutant,design_param,collar.f_bezier_x.v,0.3,0.43769900817455304,0.7451609889355906
1,24,mutant,design_param,collar.f_bezier_y.v,0.55,0.3482462898812387,0.7013226528457379
1,25,mutant,design_param,collar.b_bezier_x.v,0.15,0.21886155616802083,0.6886491886981856
2,4,mutant,design_param,collar.f_bezier_x.v,0.3,0.43769900817455304,0.7451609889355906
2,6,offspring,design_param,shirt.strapless.v,False,True,0.6989272617931698
2,6,offspring,design_param,shirt.strapless.range.1,False,,0.6989272617931698
2,7,offspring,design_param,collar.bc_angle.v,95,87,0.6941585765747337
2,8,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7508423864847341
2,15,offspring,design_param,collar.f_bezier_x.v,0.3,0.43769900817455304,0.7203617910416962
2,15,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.2748625502383202,0.7203617910416962
2,16,offspring,design_param,shirt.length.v,1.2,3.1160251309005265,0.6551731109201004
2,17,offspring,design_param,collar.f_bezier_x.v,0.3,0.43769900817455304,0.7044700614215459
2,18,mutant,design_param,meta.upper.range.1,Shirt,,0.7508423864847341
2,18,mutant,design_param,meta.upper.range.0,FittedShirt,Shirt,0.7508423864847341
2,18,mutant,design_param,meta.upper.v,FittedShirt,,0.7508423864847341
2,19,mutant,design_param,left.collar.bc_angle.v,95,93,0.7508423864847341
2,20,mutant,design_param,left.collar.width.v,0.2,0.8900824144080148,0.7699072013058896
2,22,mutant,design_param,collar.f_bezier_x.v,0.3,0.43769900817455304,0.7451609889355906
2,24,mutant,design_param,collar.bc_angle.v,95,74,0.7032567029312468
2,25,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.6584302727651736,0.7392064893360841
2,26,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.4997274621480455,0.7699072013058896
3,3,mutant,design_param,left.collar.width.v,0.2,0.8900824144080148,0.7699072013058896
3,5,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.4997274621480455,0.7699072013058896
3,9,offspring,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7133040790749859
3,9,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,CircleArcNeckHalf,0.7133040790749859
3,10,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.08811093026476219,0.67602802829126
3,11,offspring,design_param,collar.b_flip_curve.range.1,False,,0.6941585765747337
3,11,offspring,design_param,collar.b_flip_curve.v,False,True,0.6941585765747337
3,12,offspring,design_param,left.collar.bc_angle.v,95,101,0.7133543267739384
3,13,offspring,design_param,collar.f_bezier_y.v,0.55,0.7079422359166705,0.6275234262575327
3,13,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4997274621480455,0.6275234262575327
3,14,offspring,design_param,meta.wb.range.0,StraightWB,FittedWB,0.7133543267739384
3,14,offspring,design_param,meta.wb.v,StraightWB,,0.7133543267739384
3,14,offspring,design_param,meta.wb.range.1,FittedWB,,0.7133543267739384
3,15,offspring,design_param,left.collar.fc_angle.v,95,87,0.7133543267739384
3,16,offspring,design_param,collar.b_collar.range.2,VNeckHalf,SquareNeckHalf,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.range.6,Bezier2NeckHalf,,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.v,CircleNeckHalf,SquareNeckHalf,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.range.1,CurvyNeckHalf,VNeckHalf,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.6102383970692549
3,16,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4997274621480455,0.6102383970692549
3,16,offspring,design_param,collar.b_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.6102383970692549
3,17,offspring,design_param,left.collar.width.v,0.2,0.8900824144080148,0.67602802829126
3,17,offspring,design_param,sleeve.sleeveless.range.1,False,,0.67602802829126
3,17,offspring,design_param,sleeve.sleeveless.v,True,False,0.67602802829126
3,17,offspring,design_param,sleeve.sleeveless.range.0,True,False,0.67602802829126
3,19,mutant,design_param,left.collar.fc_angle.v,95,73,0.7699072013058896
3,20,mutant,design_param,collar.b_bezier_x.v,0.15,0.3490660914142022,0.7032567029312468
