generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,10,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7487289815931256
1,10,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7487289815931256
1,10,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7487289815931256
1,13,offspring,design_param,shirt.flare.v,1.0,0.7132972782480929,0.67672729714333
1,14,offspring,design_param,left.shirt.flare.v,1.0,0.9625549736474264,0.7027368414306683
1,17,offspring,design_param,pants.flare.v,1.0,0.9484544170480497,0.7441697448086162
1,18,mutant,design_param,left.collar.width.v,0.2,0.5998251984477404,0.7367446006392022
1,23,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.4395533457108079,0.7441697448086162
1,24,mutant,design_param,collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.v,CircleNeckHalf,TrapezoidNeckHalf,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.range.6,Bezier2NeckHalf,,0.7019289741274785
1,24,mutant,design_param,collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7019289741274785
1,26,mutant,design_param,collar.f_bezier_y.v,0.55,0.7660566744921321,0.6795281149595533
2,8,offspring,design_param,collar.bc_angle.v,95,110,0.7048055074231439
2,9,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
2,9,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
2,9,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
2,11,offspring,design_param,collar.fc_angle.v,95,103,0.6764082672160986
2,14,offspring,design_param,collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.v,CircleNeckHalf,SquareNeckHalf,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.range.6,Bezier2NeckHalf,,0.7246437530883227
2,14,offspring,design_param,collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7246437530883227
2,15,offspring,design_param,left.shirt.flare.v,1.0,1.4779001462664496,0.7305121942740447
2,20,mutant,design_param,left.collar.width.v,0.2,0.6184668511830015,0.7878406393027495
2,22,mutant,design_param,collar.b_bezier_x.v,0.15,0.8158799134656566,0.7542809417859652
2,23,mutant,design_param,collar.b_bezier_y.v,0.1,0.9281928804974445,0.7048055074231439
3,5,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
3,5,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
3,5,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
3,7,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6475142743555791,0.7881660716801161
3,9,offspring,design_param,collar.fc_angle.v,95,86,0.6764082672160986
3,10,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
3,10,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
3,10,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
3,10,offspring,design_param,left.sleeve.end_width.v,1.0,1.8488214749948795,0.7881660716801161
3,14,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.7881660716801161
3,14,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.7881660716801161
3,15,offspring,design_param,left.shirt.width.v,1.05,1.1876555991718387,0.7305121942740447
3,18,mutant,design_param,collar.bc_depth.v,0,0.7096617644414456,0.6552452625930086
3,19,mutant,design_param,collar.bc_angle.v,95,105,0.7048055074231439
3,21,mutant,design_param,shirt.flare.v,1.0,1.4280964531480902,0.6994569411333641
3,22,mutant,design_param,meta.bottom.v,,PencilSkirt,0.7881660716801161
3,25,mutant,design_param,meta.bottom.v,,SkirtLevels,0.7881660716801161
4,5,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
4,5,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
4,5,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
4,7,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
4,7,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
4,7,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
4,8,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
4,8,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
4,8,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
4,11,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
4,11,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
4,11,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
4,11,offspring,design_param,left.collar.bc_angle.v,95,97,0.7881660716801161
4,12,offspring,design_param,left.shirt.flare.v,1.0,1.1019686447737118,0.7305121942740447
4,13,offspring,design_param,left.collar.bc_angle.v,95,101,0.7881660716801161
4,14,offspring,design_param,left.collar.fc_angle.v,95,79,0.7881660716801161
4,15,offspring,design_param,left.collar.fc_angle.v,95,93,0.7881660716801161
4,16,offspring,design_param,shirt.width.v,1.05,1.049460245932162,0.6994569411333641
4,17,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
4,17,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
4,17,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
4,17,offspring,design_param,left.collar.width.v,0.2,0.5611505571749876,0.7881660716801161
4,18,mutant,design_param,collar.f_bezier_x.v,0.3,0.6466030325260929,0.6764082672160986
4,19,mutant,design_param,left.collar.f_bezier_x.v,0.3,0.7268902726596387,0.7881660716801161
4,22,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.9287690092420133,0.7881660716801161
4,23,mutant,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
4,23,mutant,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
4,23,mutant,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
4,23,mutant,design_param,left.sleeve.end_width.v,1.0,1.8475024040584955,0.7881660716801161
4,24,mutant,design_param,meta.wb.v,,StraightWB,0.7881660716801161
4,25,mutant,design_param,collar.bc_angle.v,95,73,0.7048055074231439
4,26,mutant,design_param,shirt.flare.v,1.0,0.7428165474588119,0.6994569411333641
5,5,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
5,5,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7881660716801161
5,5,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7881660716801161
5,8,offspring,design_param,collar.f_bezier_x.v,0.3,0.5792697012839633,0.6764082672160986
5,14,offspring,design_param,collar.fc_angle.v,95,83,0.6764082672160986
5,15,offspring,design_param,left.shirt.flare.v,1.0,0.7407107825176827,0.7305121942740447
5,17,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7881660716801161
