Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.5292004973108625,0.4672803659724418,0.8,0.0,0.0,-0.0003667978740548361,1.6653345369377348e-16
2,0.5292004973108625,0.4672803659724417,1.0,0.0,0.0,-0.0068983839435389546,0.0
3,0.5292004973108625,0.4674774450654978,0.8,0.0,0.2,-0.0032044094637919684,0.0
4,0.6203536565459242,0.4676593768351718,0.8,0.09115315923506173,0.2,-0.003934921649431222,0.15317945961805057
5,0.6203536565459242,0.4673619101458438,1.0,0.0,0.0,-0.0374545789762763,0.0
6,0.6203536565459242,0.4680538023241982,1.0,0.0,0.0,-0.009667337293878697,0.0
7,0.6203536565459242,0.46761399962603595,1.0,0.0,0.0,-0.03151549731993473,0.0
8,0.6203536565459242,0.4677201686706042,0.8,0.0,0.2,-0.010051976460423684,0.0
9,0.6203536565459242,0.46849360502236054,0.8,0.0,0.2,-0.019754980183136837,0.0021990134908115855
10,0.6203536565459242,0.4730760718053615,0.8,0.0,0.2,-0.025442632610866055,0.03743453396794885
11,0.6203536565459242,0.4764584086875101,0.8,0.0,0.0,-0.04216290780638258,0.09196499879612013
12,0.6203536565459242,0.46782633771517246,1.0,0.0,0.2,-0.03643530231058817,0.0
13,0.6203536565459242,0.4940283114119136,0.8,0.0,0.2,-0.02178995958723523,0.0
14,0.6203536565459242,0.4954268490744478,0.8,0.0,0.0,-0.04134837527234094,0.0
15,0.6203536565459242,0.4823052552602397,0.8,0.0,0.2,-0.06177348777862716,0.0
