generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain,mut_gain_scramble,mut_gain_rotate
1,0.6583215862358165,0.7001829884616019,0.6533183805783324,0.6666536292763034,0.6482344805751329,0.7181552617527391,0.0,-0.05024684258331981,-0.035784423512585525,-0.04701897789086251,-0.018932591945170052
