avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.660391818641867,0.660391818641867,0.0,0.0,0.660391818641867,0.7500044951079509,0.0,0,0.0,0.0,
0.683019031373871,0.7362367615131536,0.7080688167704581,0.6593800413978417,0.5959901748096604,0.7500044951079509,0.0,1,-0.027630625575740426,-0.08536642990428762,-0.027630625575740426
0.6789193719718957,0.7441739807691533,0.7061530900164967,0.6486929256027523,0.5876147857201516,0.7500044951079509,0.0,2,-0.03749892999024803,-0.09637302532788489,-0.03749892999024803
0.7041797834910619,0.7455313658220778,0.711691849813808,0.6794250967746639,0.6979591667263835,0.7705637375336334,0.020559242425682522,3,-0.03293915838953158,-0.06745143194905528,-0.03293915838953158
0.7187270313928908,0.7571473533579551,0.7085940472713025,0.725582349154546,0.6448640687809046,0.7705637375336334,0.0,4,-0.05294766882325349,-0.04293014921357676,-0.05294766882325349
0.7317403714276648,0.7701175365258246,0.7420498945842273,0.7300388885242773,0.6342999110940605,0.7705637375336334,0.0,5,-0.028513842949406093,-0.040524849009356045,-0.028513842949406093
0.7305118680494688,0.7705637375336334,0.7445078049334211,0.7310150506319024,0.6110729003941975,0.7705637375336334,0.0,6,-0.026055932600212398,-0.03954868690173108,-0.026055932600212398
0.740607004094526,0.7705637375336334,0.7276578754310538,0.7538004153262764,0.6755628857675592,0.7705637375336334,0.0,7,-0.04290586210257969,-0.01676332220735699,-0.04290586210257969
0.7434687489693754,0.7705637375336334,0.7445582610699317,0.7358382388460977,0.7165322760323011,0.7705637375336334,0.0,8,-0.026005476463701722,-0.034725498687535716,-0.026005476463701722
0.7301863422557717,0.7705637375336334,0.7420472244801637,0.7358822573157876,0.5910652447868067,0.7705637375336334,0.0,9,-0.028516513053469656,-0.03468148021784565,-0.028516513053469656
0.7493930834822815,0.7705637375336334,0.7532039625535742,0.7577529452851764,0.6621796909541189,0.7705637375336334,0.0,10,-0.017359774980059153,-0.012810792248456817,-0.017359774980059153
