generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,6,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.8065269157963926,0.738939124142661
1,9,offspring,design_param,collar.fc_angle.v,95,108,0.6076082893460176
1,11,offspring,design_param,left.collar.bc_angle.v,95,90,0.706770064211752
1,12,offspring,design_param,collar.f_bezier_x.v,0.3,0.7324872354202746,0.6861302794947911
1,14,offspring,design_param,collar.fc_depth.v,0.4,0.7041654176177801,0.683573525658445
1,16,offspring,design_param,collar.bc_depth.v,0,0.09703083632030873,0.6894740015139554
1,17,offspring,design_param,collar.bc_angle.v,95,98,0.6994533790374946
1,18,mutant,design_param,collar.b_bezier_y.v,0.1,0.49004276443936057,0.6860373970556563
1,21,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.5691612909783723,0.7104893369012735
1,23,mutant,design_param,collar.f_bezier_y.v,0.55,0.38285309910034654,0.6386982767994238
1,25,mutant,design_param,collar.b_flip_curve.range.1,False,,0.7735893253123858
1,25,mutant,design_param,collar.b_flip_curve.v,False,True,0.7735893253123858
1,26,mutant,design_param,shirt.width.v,1.05,1.2939187214008485,0.7252998352685265
2,0,mutant,design_param,collar.b_flip_curve.range.1,False,,0.7735893253123858
2,0,mutant,design_param,collar.b_flip_curve.v,False,True,0.7735893253123858
2,7,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.6925220358182124,0.6778894919253127
2,9,offspring,design_param,left.collar.fc_angle.v,95,86,0.706770064211752
2,13,offspring,design_param,left.collar.bc_angle.v,95,74,0.706770064211752
2,15,offspring,design_param,shirt.flare.v,1.0,0.9327354341159491,0.6600616785993472
2,16,offspring,design_param,collar.b_flip_curve.range.1,False,,0.6276762122376065
2,16,offspring,design_param,collar.b_flip_curve.v,False,True,0.6276762122376065
2,16,offspring,design_param,collar.bc_depth.v,0,0.6797291176928804,0.6276762122376065
2,17,offspring,design_param,collar.b_flip_curve.range.1,False,,0.6795563993708055
2,17,offspring,design_param,waistband.width.v,0.2,0.8648708638344698,0.6795563993708055
2,17,offspring,design_param,collar.b_flip_curve.v,False,True,0.6795563993708055
2,18,mutant,design_param,shirt.strapless.v,False,True,0.5968609860918198
2,18,mutant,design_param,shirt.strapless.range.1,False,,0.5968609860918198
2,19,mutant,design_param,left.collar.fc_angle.v,95,78,0.7610143084127257
2,20,mutant,design_param,left.shirt.width.v,1.05,1.1848538720756787,0.6482067014354386
2,21,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.7320075618263938,0.749362206872122
2,22,mutant,design_param,collar.b_flip_curve.range.1,False,,0.60408838571309
2,22,mutant,design_param,collar.b_flip_curve.v,False,True,0.60408838571309
2,23,mutant,design_param,left.collar.bc_angle.v,95,81,0.768611942029466
2,24,mutant,design_param,shirt.width.v,1.05,1.0771436747207068,0.7252998352685265
2,25,mutant,design_param,left.collar.fc_angle.v,95,75,0.768611942029466
2,26,mutant,design_param,left.collar.b_collar.v,CircleNeckHalf,CurvyNeckHalf,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.6,Bezier2NeckHalf,,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.2,VNeckHalf,SquareNeckHalf,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.1,CurvyNeckHalf,VNeckHalf,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.715719204145153
2,26,mutant,design_param,left.collar.b_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.715719204145153
3,0,mutant,design_param,collar.b_flip_curve.range.1,False,,0.7735893253123858
3,0,mutant,design_param,collar.b_flip_curve.v,False,True,0.7735893253123858
3,3,mutant,design_param,left.collar.bc_angle.v,95,81,0.768611942029466
3,4,mutant,design_param,left.collar.fc_angle.v,95,75,0.768611942029466
3,6,offspring,,left.collar.bc_angle.v,95,81,0.6919439335499137
3,7,offspring,design_param,left.collar.fc_angle.v,95,75,0.6969376596573574
3,8,offspring,design_param,left.collar.fc_angle.v,95,85,0.6986321040348938
3,9,offspring,design_param,left.collar.fc_angle.v,95,75,0.7532858962096247
