avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.6694268013313377,0.6694268013313377,0.0,0.0,0.6694268013313377,0.768611942029466,0.0,0,0.0,0.0,
0.7081499590972768,0.7479399827957774,0.7143852379802558,0.6837501278894272,0.7074633998827373,0.7735893253123858,0.004977383282919745,1,-0.026440469703221052,-0.07577410237330336,-0.026440469703221052
0.7081378780967102,0.7640243279104477,0.7041972791108675,0.6910230761707763,0.6766459831304991,0.7735893253123858,0.0,2,-0.055896276478747765,-0.07827108540990706,-0.055896276478747765
0.7067344249982346,0.7686823485260157,0.7096133584649523,0.6882354594587685,0.6481976397003839,0.7735893253123858,0.0,3,-0.06035088992589979,-0.08371817948571354,-0.06035088992589979
0.7034410139936148,0.7712852995614788,0.658809931473085,0.7058057759813811,0.6921866424684097,0.7735893253123858,0.0,4,-0.11213729149804728,-0.06663153645555125,-0.11213729149804728
0.7106053458301261,0.7726219783274852,0.7138047248626734,0.6943853070358373,0.6364474193168244,0.7735893253123858,0.0,5,-0.05892473646313415,-0.0788522557365846,-0.05892473646313415
0.7067231027570404,0.7735893253123858,0.6985396893135173,0.707371836331986,0.5949459636771364,0.7735893253123858,0.0,6,-0.07504963599886846,-0.06621748898039988,-0.07504963599886846
0.7160454893696075,0.7735893253123858,0.7384365802382027,0.684877860323351,0.6584550610632913,0.7735893253123858,0.0,7,-0.035152745074183325,-0.08871146498903493,-0.035152745074183325
0.7204999153065458,0.7735893253123858,0.7179097804098158,0.7250188777717438,0.6040156501242621,0.7735893253123858,0.0,8,-0.05567954490257005,-0.04857044754064196,-0.05567954490257005
0.7097519569983165,0.7735893253123858,0.7074109722072424,0.6955621398581494,0.6442987867766837,0.7735893253123858,0.0,9,-0.06617835310514343,-0.07802718545423624,-0.06617835310514343
0.7066191321742574,0.7735893253123858,0.6798703847331643,0.7066033886724288,0.6529879622285936,0.7735893253123858,0.0,10,-0.09371894057922146,-0.06698593663995717,-0.09371894057922146
