generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,6,offspring,design_param,collar.bc_depth.v,0,0.36194212021712735,0.7291731638610521
1,7,offspring,design_param,pants.cuff.skirt_fraction.v,0.5,0.6885535429530101,0.7934229232392355
1,8,offspring,design_param,flare-skirt.rise.v,1,0.6810186129728049,0.7489117057028783
1,11,offspring,design_param,sleeve.cuff.skirt_flare.v,1.2,1.969370911181131,0.7489117057028783
1,12,offspring,design_param,sleeve.cuff.skirt_ruffle.v,1.0,1.3048209202384444,0.7652324923011815
1,13,offspring,design_param,left.sleeve.cuff.skirt_flare.v,1.2,1.1288319731611156,0.7717741068825953
1,16,offspring,design_param,collar.component.lapel_standing.v,False,True,0.7549704662850873
1,18,mutant,design_param,godet-skirt.insert_w.v,15,21,0.7717741068825953
1,20,mutant,design_param,collar.component.lapel_standing.v,False,True,0.7934229232392355
1,22,mutant,design_param,pants.cuff.cuff_len.v,0.1,0.36374890151027683,0.7717741068825953
1,23,mutant,design_param,pants.width.v,1.0,1.358456125490655,0.7489117057028783
1,24,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
1,25,mutant,design_param,flare-skirt.skirt-many-panels.panel_curve.v,0,0.25,0.7549704662850873
2,1,offspring,design_param,pants.cuff.skirt_fraction.v,0.5,0.6885535429530101,0.7934229232392355
2,4,mutant,design_param,collar.component.lapel_standing.v,False,True,0.7934229232392355
2,5,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
2,7,offspring,,collar.component.lapel_standing.v,False,True,0.7934229232392355
2,9,offspring,design_param,godet-skirt.cuts_distance.v,5,9,0.7934229232392355
2,10,offspring,design_param,skirt.rise.v,1,0.7958187276169715,0.7934229232392355
2,11,offspring,design_param,left.sleeve.cuff.type.v,,CuffBand,0.7934229232392355
2,11,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
2,12,offspring,design_param,pants.cuff.skirt_fraction.v,0.5,0.6885535429530101,0.7934229232392355
2,14,offspring,design_param,collar.b_bezier_y.v,0.1,0.7404873530125629,0.70278925051236
2,15,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
2,15,offspring,design_param,levels-skirt.base.v,PencilSkirt,SkirtCircle,0.7934229232392355
2,16,offspring,design_param,left.sleeve.length.v,0.3,0.8474001335534872,0.7934229232392355
2,16,offspring,design_param,pants.cuff.skirt_fraction.v,0.5,0.6885535429530101,0.7934229232392355
2,17,offspring,design_param,skirt.length.v,0.2,0.2052270018827692,0.7934229232392355
2,17,offspring,design_param,pants.cuff.skirt_fraction.v,0.5,0.6885535429530101,0.7934229232392355
2,18,mutant,design_param,pants.cuff.skirt_fraction.v,0.5,0.6885535429530101,0.70278925051236
2,19,mutant,design_param,pants.flare.v,1.0,0.739539401417313,0.7934229232392355
2,20,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
2,21,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
2,21,mutant,design_param,pants.cuff.cuff_len.v,0.1,0.7232653163207361,0.7934229232392355
2,22,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7205538346110412
2,23,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.5280923141882268,0.7934229232392355
2,23,mutant,design_param,flare-skirt.cut.add.range.1,False,,0.7934229232392355
2,23,mutant,design_param,flare-skirt.cut.add.v,False,True,0.7934229232392355
2,24,mutant,design_param,godet-skirt.cuts_distance.v,5,10,0.7934229232392355
