generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,27,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
2,3,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
2,10,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.7766199623457097
2,19,mutant,inversion,left.shirt.flare.v,1.0,0.7397859038742788,0.702965631632072
3,1,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.7766199623457097
3,6,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
3,11,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.6776282760815564
3,17,offspring,design_param,skirt.rise.v,1,0.9616487647686454,0.6797075522734619
3,20,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.7315362802719647
3,22,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.8042888542202346
3,26,mutant,design_param,left.collar.f_bezier_x.v,0.3,0.6966432966895091,0.7362988492033887
3,26,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
3,27,mutant,design_param,levels-skirt.base.v,PencilSkirt,Skirt2,0.7032633541749614
4,0,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.8042888542202346
4,2,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.7766199623457097
4,7,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
4,8,mutant,design_param,left.collar.f_bezier_x.v,0.3,0.6966432966895091,0.7362988492033887
4,8,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
4,10,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.6978860438309215
4,16,offspring,design_param,shirt.width.v,1.05,1.2770126773952142,0.6799448787585184
4,17,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.7217613356050543
4,19,mutant,scramble,left.shirt.flare.v,1.0,0.7397859038742788,0.7055144969152222
4,21,mutant,design_param,godet-skirt.base.v,PencilSkirt,Skirt2,0.7071200472165194
4,21,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7071200472165194
4,22,mutant,design_param,collar.f_collar.v,CircleNeckHalf,CircleArcNeckHalf,0.6999076989064822
4,23,mutant,design_param,flare-skirt.cut.place.v,-0.5,0.9608488754280495,0.7096155868026351
4,23,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7096155868026351
4,24,mutant,design_param,left.shirt.flare.v,1.0,0.7758474554131761,0.7426583762449589
5,0,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.8042888542202346
5,2,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.7766199623457097
5,4,mutant,design_param,left.shirt.flare.v,1.0,0.7758474554131761,0.7426583762449589
5,8,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
5,9,mutant,design_param,left.collar.f_bezier_x.v,0.3,0.6966432966895091,0.7362988492033887
5,9,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7362988492033887
5,10,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.6977466407620623
5,14,offspring,,left.collar.f_bezier_x.v,0.3,0.6966432966895091,0.6466996755845302
5,14,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.6466996755845302
5,17,offspring,design_param,left.shirt.width.v,1.05,1.1497405099379805,0.6466996755845302
5,17,offspring,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.6466996755845302
5,18,offspring,design_param,flare-skirt.suns.v,0.75,0.613588568435223,0.6731484591491969
5,19,mutant,inversion,left.shirt.flare.v,1.0,0.7397859038742788,0.7055144969152222
5,23,mutant,design_param,left.shirt.flare.v,1.0,0.7397859038742788,0.7096155868026351
5,24,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.498188958658281,0.7013765647430427
5,24,mutant,design_param,left.shirt.flare.v,1.0,0.7758474554131761,0.7013765647430427
6,0,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.8042888542202346
6,3,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.7766199623457097
6,5,mutant,design_param,left.shirt.flare.v,1.0,0.7758474554131761,0.7426583762449589
6,13,offspring,,left.shirt.flare.v,1.0,0.7397859038742788,0.6563853825829282
6,14,offspring,inversion,left.shirt.flare.v,1.0,0.7397859038742788,0.6850036718779923
6,16,offspring,design_param,left.shirt.flare.v,1.0,0.7758474554131761,0.6966120251319743
6,18,offspring,design_param,levels-skirt.base_length_frac.v,0.5,0.24299708883183135,0.6972978130571219
6,23,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.7688193376989247
6,25,mutant,design_param,left.shirt.flare.v,1.0,1.3048632208790316,0.7255413853738382
7,1,mutant,swap,left.shirt.flare.v,1.0,0.7397859038742788,0.8042888542202346
