generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,7,offspring,design_param,collar.bc_angle.v,95,77,0.7332506547927335
1,9,offspring,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
1,10,offspring,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,Bezier2NeckHalf,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7570210428968681
1,10,offspring,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7570210428968681
1,11,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.7713043374994137
1,13,offspring,design_param,collar.fc_angle.v,95,71,0.7267342292047608
1,14,offspring,design_param,left.collar.bc_angle.v,95,97,0.7475280653890761
1,16,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
1,17,offspring,design_param,left.collar.f_bezier_x.v,0.3,0.19610844911545317,0.7475280653890761
1,18,mutant,design_param,collar.f_bezier_y.v,0.55,0.1809757155004686,0.7280650817739515
1,20,mutant,design_param,collar.bc_depth.v,0,0.2775286779230326,0.6850513721780728
1,24,mutant,design_param,collar.fc_angle.v,95,72,0.7610894866380942
1,25,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.1412240527073107,0.7610841205488136
2,1,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
2,2,offspring,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
2,4,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.7713043374994137
2,6,offspring,,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.7713043374994137
2,8,offspring,design_param,collar.width.v,0.2,0.648821367697284,0.7373948687332225
2,9,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.730535049978249
2,10,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.7723454538534199
2,11,offspring,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
2,12,offspring,design_param,shirt.flare.v,1.0,1.246636779436196,0.7723454538534199
2,13,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.6306364939130306,0.7713043374994137
2,14,offspring,design_param,meta.wb.v,,StraightWB,0.7514907292547722
2,15,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.7021101268014346
2,15,offspring,design_param,left.shirt.flare.v,1.0,1.4856015477831246,0.7021101268014346
2,17,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.4730739813667269,0.721828243886227
2,22,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
2,23,mutant,design_param,left.collar.fc_angle.v,95,105,0.7771997788567946
2,23,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
2,24,mutant,design_param,meta.wb.v,,StraightWB,0.7111060644610447
3,1,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
3,3,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
3,4,mutant,design_param,left.collar.fc_angle.v,95,105,0.7771997788567946
3,4,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
3,5,offspring,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
3,6,offspring,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
3,6,offspring,design_param,collar.b_bezier_x.v,0.15,0.30024375496403855,0.7723454538534199
3,7,offspring,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
3,8,offspring,design_param,collar.fc_depth.v,0.4,1.1669607431375717,0.7053458083983531
3,10,offspring,design_param,left.collar.fc_angle.v,95,105,0.7514907292547722
3,10,offspring,design_param,meta.wb.v,,StraightWB,0.7514907292547722
3,11,offspring,design_param,left.collar.fc_angle.v,95,105,0.7771997788567946
3,11,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
3,12,offspring,design_param,shirt.flare.v,1.0,1.3635709749263287,0.7111060644610447
3,12,offspring,design_param,left.collar.fc_angle.v,95,105,0.7111060644610447
3,12,offspring,design_param,meta.wb.v,,StraightWB,0.7111060644610447
3,13,offspring,design_param,collar.f_flip_curve.v,False,True,0.6361819465424956
3,13,offspring,design_param,collar.f_flip_curve.range.1,False,,0.6361819465424956
3,13,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
3,14,offspring,design_param,collar.fc_angle.v,95,78,0.6361819465424956
3,14,offspring,design_param,left.collar.fc_angle.v,95,105,0.6361819465424956
3,14,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
3,15,offspring,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,CurvyNeckHalf,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.6361290246458562
3,15,offspring,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.6361290246458562
3,15,offspring,design_param,meta.wb.v,,StraightWB,0.6361290246458562
3,16,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
3,17,offspring,design_param,left.collar.fc_angle.v,95,105,0.7110914152266965
3,17,offspring,design_param,meta.wb.v,,StraightWB,0.7110914152266965
3,20,mutant,design_param,left.shirt.flare.v,1.0,1.3634040143469472,0.7110914152266965
3,20,mutant,design_param,meta.wb.v,,StraightWB,0.7110914152266965
3,21,mutant,design_param,meta.wb.v,,StraightWB,0.6361819465424956
3,23,mutant,design_param,shirt.width.v,1.05,1.246533614550389,0.7723454538534199
3,23,mutant,design_param,collar.f_bezier_y.v,0.55,0.5851806000740951,0.7723454538534199
3,24,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
3,25,mutant,design_param,left.collar.fc_angle.v,95,105,0.7514907292547722
3,25,mutant,design_param,meta.wb.v,,StraightWB,0.7514907292547722
4,2,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
4,4,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
4,5,mutant,design_param,left.collar.fc_angle.v,95,105,0.7771997788567946
4,5,mutant,design_param,meta.wb.v,,StraightWB,0.7771997788567946
4,6,offspring,,left.collar.fc_angle.v,95,105,0.7771997788567946
4,6,offspring,,meta.wb.v,,StraightWB,0.7771997788567946
4,10,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
4,11,offspring,design_param,collar.f_bezier_y.v,0.55,0.4273961385503624,0.6361819465424956
4,11,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
4,12,offspring,design_param,left.collar.fc_angle.v,95,105,0.7110914152266965
4,12,offspring,design_param,meta.wb.v,,StraightWB,0.7110914152266965
4,13,offspring,design_param,collar.fc_angle.v,95,92,0.6361819465424956
4,13,offspring,design_param,left.collar.fc_angle.v,95,105,0.6361819465424956
4,13,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
4,14,offspring,design_param,collar.component.style.v,,Turtle,0.7776941559075198
4,15,offspring,design_param,meta.wb.v,,StraightWB,0.7771997788567946
4,16,offspring,design_param,collar.f_bezier_y.v,0.55,0.6086816895672097,0.6361819465424956
4,16,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
4,17,offspring,design_param,left.collar.fc_angle.v,95,105,0.6361819465424956
4,17,offspring,design_param,collar.f_bezier_y.v,0.55,0.7475627182383339,0.6361819465424956
4,17,offspring,design_param,meta.wb.v,,StraightWB,0.6361819465424956
4,19,mutant,design_param,left.sleeve.sleeveless.range.0,True,False,0.7771997788567946
4,19,mutant,design_param,left.sleeve.sleeveless.v,True,False,0.7771997788567946
4,19,mutant,design_param,left.sleeve.sleeveless.range.1,False,,0.7771997788567946
4,21,mutant,design_param,meta.wb.v,,StraightWB,0.6361819465424956
4,23,mutant,design_param,left.collar.b_bezier_x.v,0.15,0.7460532926102614,0.7771997788567946
