generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain
1,0.657376843601713,0.6929506742919226,0.6534241957472453,0.0,0.0,0.7197208674712238,0.0,-0.04896809907195954,0.0
