avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.6924221285466945,0.6924221285466945,0.0,0.0,0.6924221285466945,0.785672278186966,0.0,0,0.0,0.0,,,,,,,
0.7218784308047965,0.7600275732399104,0.7175032601137661,0.7451490927464101,0.6648337971191002,0.785672278186966,0.0,1,-0.04188542204630093,-0.01704267024324029,0.0,,-0.07413960028625854,-0.06965208207609375,-0.07825105593616244,-0.033173941035029575,-0.05632399980817682
0.7401282524951329,0.7694419120700867,0.7400647581574844,0.7506672141353661,0.7003391256175946,0.785672278186966,0.0,2,-0.033097483902252776,-0.019330391719344565,-0.046264129352999506,-0.0787877330866723,,-0.015571430106883518,-0.018041156921092927,-0.05056301527487428,-0.022000341870271
0.71754739714059,0.780238168440498,0.7175348971273866,0.7050704541353299,0.6673460688591456,0.785672278186966,0.0,3,-0.06155981881865128,-0.07718412685217976,-0.02359692512374184,,-0.08063650808621436,-0.1726922379127479,-0.06588600548852941,0.00029089724667608063,-0.06237012092455338
0.7468639882621775,0.7819411415714639,0.7285878981933093,0.7780863122521529,0.6988406010317831,0.785672278186966,0.0,4,-0.053082750936245496,-0.0067315416349489786,-0.05209611742307292,-0.05872405875419795,-0.06230503212136368,,,-0.050930485407979176,-0.036082313842185854
0.741290882568463,0.7856722781869659,0.7414682550673646,0.7589355874104892,0.6790874096090319,0.8002549111256662,0.014582632938700102,5,-0.04420402311960146,-0.026736690776476814,-0.06597692001270716,,,-0.040764643043017044,-0.05314599379365731,-0.0258209306401459,-0.04791776659332497
0.7430848846814467,0.7871305414808358,0.7329516207303569,0.7647059573577619,0.6875514191568314,0.8002549111256662,0.0,6,-0.054178920750479184,-0.02534111071081414,-0.023951579241189236,,-0.06776292692171637,-0.07550510534394417,-0.005261311010862801,-0.06329178406814268,
0.73673859146252,0.7885888047747059,0.741003311494161,0.753357746944405,0.6640045026368079,0.8110146181696197,0.01075970704395357,7,-0.05196028316215514,-0.03814758441804099,0.0,-0.044620312380895644,,-0.0935620087765062,0.01075970704395357,-0.033436939398844456,
0.742520521233454,0.7925813020668413,0.7473954122496698,0.7553066618228486,0.6747987087944569,0.8110146181696197,0.0,8,-0.04119339252503619,-0.04057345942120757,0.0,,-0.06407625121133749,-0.0549548042508069,-0.0014279696324689395,-0.036122531160755554,
0.7439904848474534,0.7950513978038031,0.7452820860953311,0.7284631406899089,0.7071653148007706,0.8110146181696197,0.0,9,-0.0472992159715103,-0.07495554428763977,-0.01179846256187092,-0.016069853271241774,-0.09623671523111899,,,-0.042330478275511896,-0.11441539220711738
0.7486495890339356,0.7975856318020684,0.7593156333216817,0.7659790704313146,0.6717180205806766,0.8110146181696197,0.0,10,-0.042827897364835686,-0.03806915439985098,0.0,,,-0.05371737543035223,,-0.04514822875976678,-0.04138570355846627
0.7463661390821743,0.8051817338825075,0.7496150316580606,0.7613643927800894,0.6693033980080394,0.8110146181696197,0.0,11,-0.05804339787576568,-0.048472465685215335,0.0,-0.08366205183962472,-0.10981030302381511,-0.06284887667574852,,-0.04498208677234977,-0.05422541016113591
0.7537620056476052,0.8105050769945017,0.7445144418438949,0.7781885247498315,0.6818399790021923,0.8110146181696197,0.0,12,-0.0662965983258854,-0.032724304419868566,-0.0376966698563701,-0.046406892571509574,,-0.12182646740959246,-0.055630559588317974,-0.0745342357120411,
0.7407312078653671,0.8109769674310037,0.7184953698309335,0.7483290508257865,0.6851234433737436,0.8110146181696197,0.0,13,-0.09248159760006998,-0.06268556734383314,0.0,,-0.16147306226380798,-0.1362831399203085,-0.14479435096868937,-0.13858022882234122,-0.06031061423452211
0.7583536201282796,0.8110146181696198,0.7679055910790513,0.7803474421376582,0.6741468291267884,0.8110146181696202,4.440892098500626e-16,14,-0.04310902709056833,-0.030667176031961486,-0.03596318810379173,,,,0.0,-0.051239486295636794,-0.05518043350075863
0.7486103736869648,0.8110146181696198,0.748149361263831,0.7677814572939472,0.6674960580204614,0.8110146181696202,0.0,15,-0.06286525690578885,-0.043233160875672624,0.0,-0.06311495343034013,,,-0.0621368581911029,-0.09353649026401045,-0.12991720233511594
