avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.696153727697973,0.696153727697973,0.0,0.0,0.696153727697973,0.8126499969525345,0.0,0,0.0,0.0,
0.7404610746767059,0.7737711487539757,0.7731319526356689,0.7017857304880177,0.7305296694000258,0.8126499969525345,0.0,1,0.0,-0.08787885454296712,0.0
0.7594656390056802,0.7944390256088756,0.7910692831517733,0.7323136008702708,0.7033160859026495,0.8348802366574873,0.02223023970495286,2,0.0,-0.06363103728782156,0.0
0.7644478021161133,0.8166579193541702,0.8128519185864079,0.7268113405951969,0.6653610643127822,0.8348802366574873,0.0,3,0.0,-0.09570702113602216,0.0
0.7772406396323784,0.8169608018049805,0.8153219452202917,0.7355861831725843,0.7501742243626124,0.8348802366574873,0.0,4,0.0,-0.08353002105861929,0.0
0.7905309234368911,0.8280759216574571,0.8258078166574471,0.7638640482645288,0.7162777480235402,0.8348802366574873,0.0,5,0.0,-0.07101618839295826,0.0
0.7872887548496359,0.8348802366574873,0.8348802366574873,0.7627078440616816,0.6476549889621986,0.8348802366574873,0.0,6,0.0,-0.07217239259580582,0.0
0.794874187336253,0.8348802366574873,0.8348802366574873,0.7712244509002525,0.6894428864740844,0.8348802366574873,0.0,7,0.0,-0.0636557857572348,0.0
0.7982144195362635,0.8348802366574873,0.8348802366574873,0.778276183732821,0.6946382771439157,0.8348802366574873,0.0,8,0.0,-0.056604052924666186,0.0
0.7902027508124704,0.8348802366574873,0.8348802366574873,0.7507876404784887,0.7244757629233143,0.8348802366574873,0.0,9,0.0,-0.08409259617899885,0.0
0.7942272203077443,0.8348802366574873,0.8348802366574873,0.7689924991665903,0.6919010231236457,0.8348802366574873,0.0,10,0.0,-0.06588773749089698,0.0
