Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.5587156365031745,0.4761531756254827,0.6,0.0,0.4,0.0029753192108761374,3.279598847621967e-05
2,0.589558664791395,0.48523596000505614,0.8,0.030843028288220498,0.3333333333333333,0.0030886183817060136,-1.1102230246251565e-16
3,0.6414301414554779,0.498110577461283,0.2,0.05187147666408298,0.26666666666666666,-0.00038143623676755166,0.04569856653466838
4,0.6414301414554779,0.4895505495824077,1.0,0.0,0.13333333333333333,-0.02430346359974205,-0.025710910356800593
5,0.6414301414554779,0.48167291949546065,0.8,0.0,0.26666666666666666,-0.020790760332867583,0.007300582061008309
6,0.6414301414554779,0.4747039496059201,0.8,0.0,0.26666666666666666,-0.00876979413344779,-0.020666186464415648
7,0.6414301414554779,0.48796761233518937,0.8,0.0,0.26666666666666666,-0.019098268550694665,-6.548562424679716e-05
8,0.6414301414554779,0.49057748438837634,0.6,0.0,0.3333333333333333,-0.0011273447113262724,0.01613448255682176
9,0.6414301414554779,0.48031859739485233,0.8,0.0,0.0,-0.029026146346309175,-0.09104098551377615
10,0.6414301414554779,0.4878790150977435,1.0,0.0,0.26666666666666666,-0.002064411911340769,0.0
