generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
4,8,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.3653346034097593,0.7393252096981733
4,8,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,9,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,10,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,11,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,11,offspring,design_param,collar.f_bezier_y.v,0.55,0.6516190305761727,0.7393252096981733
4,12,offspring,design_param,pants.length.v,0.406,0.7051773668890731,0.7393252096981733
4,12,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,13,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
4,13,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
4,13,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,14,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
4,14,offspring,design_param,collar.f_bezier_x.v,0.827,0.896857003020473,0.7393252096981733
4,14,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
4,14,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,15,offspring,design_param,left.sleeve.sleeve_angle.v,21,11,0.7393252096981733
4,15,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,16,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6962548003198518
4,16,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6962548003198518
4,17,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,17,mutant,design_param,left.sleeve.standing_shoulder_len.v,5.42,9.675788901109382,0.7393252096981733
4,18,mutant,design_param,sleeve.sleeve_angle.v,21,49,0.5944868269707536
4,18,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.5944868269707536
4,19,mutant,design_param,collar.fc_angle.v,93,102,0.7393252096981733
4,19,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,20,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,21,mutant,design_param,left.sleeve.length.v,0.831,0.5414980016949269,0.7393252096981733
4,21,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,22,mutant,design_param,waistband.width.v,0.2,0.17671691943868878,0.723606852797938
4,22,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.723606852797938
4,23,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,23,mutant,design_param,left.collar.bc_angle.v,79,99,0.7393252096981733
4,24,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
4,25,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6420078979311041
4,25,mutant,design_param,sleeve.length.v,0.831,0.7075934116308011,0.6420078979311041
4,25,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.6420078979311041
4,25,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6420078979311041
5,0,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,1,offspring,,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,2,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
5,2,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,3,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,4,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,5,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
5,5,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
5,5,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,6,offspring,,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,7,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6503172603824736
5,7,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6503172603824736
5,8,offspring,design_param,left.collar.fc_angle.v,93,91,0.6503172603824736
5,8,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6503172603824736
5,9,offspring,design_param,collar.fc_depth.v,0.475,0.36381204226123853,0.6590420400473455
5,10,offspring,design_param,pants.flare.v,1.03,0.9315594320539964,0.6503172603824736
5,10,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6503172603824736
5,11,offspring,design_param,collar.f_bezier_x.v,0.827,0.7448249857015864,0.7393252096981733
5,11,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,12,offspring,design_param,sleeve.sleeve_angle.v,21,28,0.6417018038163492
5,12,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6417018038163492
5,13,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,14,offspring,design_param,pants.length.v,0.406,0.41187720211521894,0.7393252096981733
5,14,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,15,offspring,design_param,collar.bc_angle.v,79,108,0.6662417594088715
5,15,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6662417594088715
5,16,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6778111337506761
5,17,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,17,mutant,design_param,left.sleeve.connect_ruffle.v,1.46,1.411904729645113,0.7393252096981733
5,18,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
5,18,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
5,18,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,18,mutant,design_param,left.sleeve.standing_shoulder_len.v,5.42,5.522081392334557,0.7393252096981733
5,19,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,20,mutant,design_param,pants.length.v,0.406,0.3772615124144053,0.7393252096981733
5,20,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,21,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6962548003198518
5,21,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6962548003198518
5,22,mutant,design_param,sleeve.end_width.v,1.0,1.6586284035868744,0.6848817505821723
5,22,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6848817505821723
5,23,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
5,23,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
5,23,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
5,23,mutant,design_param,left.sleeve.connect_ruffle.v,1.46,1.863951752593538,0.7393252096981733
5,24,mutant,design_param,collar.bc_angle.v,79,107,0.6662417594088715
5,24,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6662417594088715
5,25,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6962548003198518
6,0,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,1,offspring,,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,2,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
6,2,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,3,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,4,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,5,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
6,5,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
6,5,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,6,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,7,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,8,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,8,offspring,design_param,left.sleeve.smoothing_coeff.v,0.25,0.29998005374964465,0.7393252096981733
6,9,offspring,design_param,left.sleeve.armhole_shape.v,ArmholeCurve,ArmholeAngle,0.7393252096981733
6,9,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,10,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6147547202840999
6,10,offspring,design_param,pants.length.v,0.406,0.7878051242894837,0.6147547202840999
6,10,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.6147547202840999
6,10,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6147547202840999
6,11,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6780083744053124
6,12,offspring,design_param,left.collar.f_bezier_x.v,0.827,0.3256284220328319,0.7393252096981733
6,12,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,13,offspring,design_param,meta.bottom.v,,SkirtManyPanels,0.7393252096981733
6,13,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,14,offspring,design_param,left.collar.fc_angle.v,93,94,0.7393252096981733
6,14,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,15,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6780083744053124
6,15,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.6780083744053124
6,15,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6780083744053124
6,16,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6780083744053124
6,17,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6962548003198518
6,18,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,19,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
6,19,mutant,design_param,left.sleeve.length.v,0.831,0.47969778883926084,0.7393252096981733
6,19,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,20,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,20,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.8523856045231052,0.7393252096981733
6,21,mutant,design_param,collar.fc_angle.v,93,86,0.7393252096981733
6,21,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
6,22,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7217052444650159
6,23,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7118403387172046
6,23,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7118403387172046
6,23,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7118403387172046
6,24,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6662417594088715
6,25,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6608902480353599
6,26,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6167728431736518
6,26,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6167728431736518
7,0,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,1,offspring,,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,2,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,2,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,3,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,4,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,5,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,5,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
7,5,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,6,offspring,,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,6,offspring,,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
7,6,offspring,,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,7,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,7,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,7,offspring,design_param,meta.upper.v,FittedShirt,,0.7393252096981733
7,8,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,8,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
7,8,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,8,offspring,design_param,meta.wb.v,FittedWB,,0.7393252096981733
7,9,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.637952976402189
7,10,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6876958960546417
7,10,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6876958960546417
7,10,offspring,design_param,shirt.flare.v,1.0,1.3416655456127413,0.6876958960546417
7,11,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,11,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
7,11,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,11,offspring,design_param,collar.f_collar.v,CircleNeckHalf,SquareNeckHalf,0.7393252096981733
7,12,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.1333175567287421,0.7393252096981733
7,12,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,13,offspring,design_param,left.sleeve.sleeve_angle.v,21,16,0.7393252096981733
7,13,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,14,offspring,design_param,left.collar.width.v,0.213,0.16170227631811074,0.7393252096981733
7,14,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,15,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7118403387172046
7,16,offspring,design_param,collar.bc_angle.v,79,80,0.6662417594088715
7,16,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6662417594088715
7,17,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.6962548003198518
7,17,offspring,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.6962548003198518
7,17,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6962548003198518
7,18,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,18,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
7,18,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,18,mutant,design_param,pants.rise.v,0.974,0.9149864914156082,0.7393252096981733
7,19,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,19,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.461351326863844,0.7393252096981733
7,19,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,19,mutant,design_param,collar.f_collar.v,CircleNeckHalf,VNeckHalf,0.7393252096981733
7,20,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,20,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,21,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,21,mutant,design_param,collar.f_bezier_y.v,0.55,0.10342967334250006,0.7393252096981733
7,22,mutant,design_param,collar.fc_angle.v,93,96,0.7393252096981733
7,22,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,23,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
7,23,mutant,design_param,left.sleeve.cuff.top_ruffle.v,2.52,1.8592019907154151,0.7393252096981733
7,23,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
7,24,mutant,design_param,sleeve.length.v,0.831,0.5121661332025561,0.6763017989960014
7,24,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6763017989960014
7,25,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7118403387172046
7,26,mutant,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.6662417594088715
8,0,offspring,design_param,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
8,1,offspring,,collar.fc_depth.v,0.475,0.31214344635660257,0.7393252096981733
8,2,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7393252096981733
