avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_inversion
0.7005833677180476,0.7448362412942335,0.68844117004853,0.7111526758130879,0.6626220524397697,0.772549215695011,0.0,1,-0.051000179772418885,-0.04201930821801476,-0.051000179772418885
0.7139141798849877,0.7630412268521392,0.7067459589694401,0.7245235850732791,0.6510223958268625,0.7762891288238601,0.003739913128849137,2,-0.055751418907453366,-0.041029039862734935,-0.055751418907453366
0.7293921253623565,0.7699170416505174,0.7198245135465065,0.7421107369091053,0.6762632101506034,0.8233706167758845,0.04708148795202438,3,-0.048589445425321835,-0.03200724515801008,-0.048589445425321835
0.7500145131374376,0.7866172191321097,0.7363073100370037,0.7700635566027035,0.6880444456834388,0.8233706167758845,0.0,4,-0.05949825850604958,-0.019591581465390657,-0.05949825850604958
0.7588791928708248,0.8118879980221658,0.7481381389978806,0.7868809397915291,0.6368276155284441,0.8495404022934544,0.026169785517569877,5,-0.06035849520950069,-0.0331343980882875,-0.06035849520950069
