Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.490873718435924,0.39126588921323774,0.0,0.0,0.058823529411764705,-0.015633189543271926,0.011092995668764705
2,0.490873718435924,0.40594662556783945,0.0,0.0,0.29411764705882354,0.011104602854436478,0.1723388542858802
3,0.490873718435924,0.39022669204768207,0.0,0.0,0.11764705882352941,-0.032590305028955026,0.07992464466535515
4,0.490873718435924,0.3844024328263504,0.0,0.0,0.058823529411764705,-0.010155703936491615,0.0
5,0.5028705047371029,0.41416153817800994,0.0,0.011996786301178952,0.23529411764705882,0.015458414807944017,-0.012787658214165748
6,0.5028705047371029,0.42393794364000303,0.0,0.0,0.29411764705882354,-0.001564757193807279,0.00314700170475272
7,0.5052789378054708,0.4428287338929742,0.0,0.00240843306836791,0.23529411764705882,0.0037611138593713345,0.049785963647249576
8,0.5216506690822407,0.4561152987862116,0.0,0.01637173127676983,0.17647058823529413,0.0029067178597609222,-0.0035237595459847726
9,0.5216506690822407,0.46956249654340765,0.0,0.0,0.23529411764705882,0.002443426947422451,-0.019628459668611264
10,0.5293903506686357,0.4617191225432913,0.0,0.007739681586395042,0.4117647058823529,-0.009108516984513924,-0.01244941704762384
11,0.5324739799130371,0.4858420545833312,0.0,0.00308362924440142,0.17647058823529413,0.011059578182269658,-0.0008753992275524203
12,0.5324739799130371,0.4828547586248003,0.0,0.0,0.11764705882352941,-0.010773748529364547,0.0
13,0.5335558913725976,0.4734170609148961,0.0,0.0010819114595604917,0.11764705882352941,-0.014545953138450212,-0.003785591107934305
14,0.5335558913725976,0.48732004744859625,0.0,0.0,0.11764705882352941,0.009166595426711976,-0.016171404753048707
15,0.5335558913725976,0.49769629455998876,0.0,0.0,0.058823529411764705,0.0010234212659044567,0.00377323240873767
16,0.5335558913725976,0.4870060097933141,0.0,0.0,0.058823529411764705,-0.014195727692474664,0.0
17,0.5335558913725976,0.4864489680500102,0.0,0.0,0.11764705882352941,-0.001263172838174179,0.005185464011974135
18,0.5368488231691024,0.49786340526236755,0.0,0.0032929317965048055,0.4117647058823529,0.0020558490902759323,0.009111818541998495
19,0.5368488231691024,0.4775890447455999,0.0,0.0,0.11764705882352941,-0.014190972958938106,-0.053492957167910776
20,0.5368488231691024,0.49393344739743966,0.0,0.0,0.058823529411764705,-0.0016563017170174786,-0.022975069473063825
21,0.5398419382976773,0.49620268170268955,0.0,0.002993115128574919,0.29411764705882354,0.006884585299219435,0.0
22,0.5398419382976773,0.5009709109381096,0.0,0.0,0.29411764705882354,0.00883576774055024,-0.015241559716135333
23,0.5518208382666752,0.5104249283530548,0.0,0.011978899968997814,0.35294117647058826,-0.004873121858304584,-0.007051210131969854
24,0.5518208382666752,0.5190352732391146,0.0,0.0,0.11764705882352941,0.0018705583785840261,0.0
25,0.5518208382666752,0.5272816199236495,0.0,0.0,0.29411764705882354,0.0066933018442620895,0.001538809438908939
26,0.5518208382666752,0.5252380370666191,0.0,0.0,0.23529411764705882,-0.0033203649086157453,-0.009818820928141014
