Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.5945142163439395,0.48810580824179034,0.3333333333333333,0.021560005905343016,0.6470588235294118,0.019302320668153922,0.005355983931026431
2,0.5945142163439395,0.48228767901834985,1.0,0.0,0.17647058823529413,-0.015975017827191667,-0.0636285280995986
3,0.6166955610459567,0.4851319414618831,0.3333333333333333,0.02218134470201716,0.23529411764705882,-0.007839140041252458,0.004451538437518221
4,0.6166955610459567,0.48304331731286465,1.0,0.0,0.35294117647058826,-0.010159458936125014,0.00013689868984591755
5,0.6166955610459567,0.4783474981175435,1.0,0.0,0.35294117647058826,-0.017267792413967392,0.015749133151189185
6,0.6166955610459567,0.48039914219730034,0.6666666666666666,0.0,0.23529411764705882,-0.013682519387368964,0.0002732060116460988
7,0.6166955610459567,0.4885204978731495,1.0,0.0,0.17647058823529413,-0.01653558290498776,0.016324406871974173
8,0.6166955610459567,0.49901577388319396,1.0,0.0,0.11764705882352941,-0.008194626108617724,-0.0008094641996554408
9,0.6166955610459567,0.48307998435109617,1.0,0.0,0.11764705882352941,-0.020948878916031262,-0.01811914162342415
10,0.6166955610459567,0.481459351006248,1.0,0.0,0.29411764705882354,0.0031154745132031436,-0.06642508118390675
