generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,9,offspring,design_param,flare-skirt.cut.add.range.1,False,,0.7268236702259162
1,9,offspring,design_param,flare-skirt.cut.add.v,False,True,0.7268236702259162
1,10,offspring,design_param,sleeve.cuff.top_ruffle.v,1,2.2193066540431876,0.7662325213770724
1,11,offspring,design_param,sleeve.sleeve_angle.v,10,15,0.7067011777097042
1,15,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.7230037677257711,0.6049384046279757
1,18,mutant,design_param,flare-skirt.skirt-many-panels.n_panels.v,4,13,0.7560871624189651
1,19,mutant,design_param,meta.upper.range.1,Shirt,,0.7648289264220344
1,19,mutant,design_param,meta.upper.v,FittedShirt,Shirt,0.7648289264220344
1,19,mutant,design_param,meta.upper.range.0,FittedShirt,Shirt,0.7648289264220344
1,20,mutant,design_param,flare-skirt.cut.depth.v,0.5,0.9451934129058928,0.7609830962091081
1,22,mutant,design_param,left.sleeve.end_width.v,1.0,0.9609601519549336,0.7560871624189651
1,24,mutant,design_param,godet-skirt.insert_w.v,15,50,0.7648289264220344
1,25,mutant,design_param,sleeve.standing_shoulder_len.v,5.0,7.744732984094764,0.7609830962091081
2,2,offspring,design_param,sleeve.cuff.top_ruffle.v,1,2.2193066540431876,0.7662325213770724
2,4,mutant,design_param,meta.upper.range.1,Shirt,,0.7648289264220344
2,4,mutant,design_param,meta.upper.v,FittedShirt,Shirt,0.7648289264220344
2,4,mutant,design_param,meta.upper.range.0,FittedShirt,Shirt,0.7648289264220344
2,5,mutant,design_param,godet-skirt.insert_w.v,15,50,0.7648289264220344
2,8,offspring,design_param,godet-skirt.insert_w.v,15,50,0.6783378102798121
2,10,offspring,design_param,left.sleeve.cuff.skirt_ruffle.v,1.0,1.1957378851379858,0.7632571401526468
2,11,offspring,design_param,sleeve.cuff.top_ruffle.v,1,2.2193066540431876,0.7662325213770724
2,12,offspring,design_param,godet-skirt.insert_w.v,15,50,0.6788426717398331
2,13,offspring,design_param,sleeve.cuff.skirt_fraction.v,0.5,0.8646235238639881,0.6664237325417527
2,14,offspring,design_param,sleeve.cuff.type.v,,CuffBandSkirt,0.7662325213770724
2,14,offspring,design_param,sleeve.cuff.top_ruffle.v,1,2.2193066540431876,0.7662325213770724
2,15,offspring,design_param,left.sleeve.cuff.type.v,,CuffBand,0.7179466587746074
2,16,offspring,design_param,left.sleeve.connecting_width.v,0.2,1.4508576325223264,0.7337780267753008
2,16,offspring,design_param,sleeve.cuff.top_ruffle.v,1,2.2193066540431876,0.7337780267753008
2,17,offspring,design_param,sleeve.cuff.top_ruffle.v,1,2.2193066540431876,0.7431004258144888
2,17,offspring,design_param,collar.fc_depth.v,0.4,0.8176373619803863,0.7431004258144888
