Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.5384038883546532,0.40479800211311906,0.6666666666666666,0.0,0.24705882352941178,-0.0021474284476255697,0.014205937527241657
2,0.5384038883546532,0.4148672375134101,0.4666666666666667,0.0,0.24705882352941178,-0.0067960974263706385,-0.01913025105926832
3,0.5595036446623788,0.43698798200845546,0.7333333333333333,0.021099756307725537,0.27058823529411763,0.0035140035639607764,0.0021742739364814965
4,0.5595036446623788,0.4449767941518749,0.6,0.0,0.3176470588235294,-0.005704127407336632,-0.012040072783055772
5,0.5634377468935642,0.45439490463177584,0.5333333333333333,0.003934102231185399,0.2823529411764706,0.004676228890692634,-0.0014390597990259657
6,0.5634377468935642,0.4798862634689278,0.4666666666666667,0.0,0.3058823529411765,0.005776738576431577,0.004320622734821811
7,0.5634377468935642,0.4880619020231146,0.6,0.0,0.21176470588235294,-0.002003111078944136,-0.00897767704423332
8,0.59776598193371,0.4929324149588875,0.6666666666666666,0.034328235040145816,0.17647058823529413,-0.005596194826692654,-0.02417726640176092
9,0.59776598193371,0.5093959095474901,0.6,0.0,0.18823529411764706,0.0075578518129695346,-0.008544603080043164
10,0.5993508852147934,0.5120407942388527,0.4,0.0015849032810834052,0.2235294117647059,-0.005849402532057789,-0.001319837234368615
11,0.5993508852147934,0.5198916429177377,0.8666666666666667,0.0,0.18823529411764706,-0.0015081248421022822,-0.010239843832659976
12,0.6299003517374178,0.5224370993859457,0.8666666666666667,0.030549466522624358,0.1411764705882353,-0.0070872800571051345,-0.003661152221075366
13,0.6299003517374178,0.5255188161540868,0.8,0.0,0.15294117647058825,-0.005471706289065246,0.009801988618907631
14,0.6299003517374178,0.534984797565607,0.7333333333333333,0.0,0.21176470588235294,0.005232262078515364,-0.008646788820029104
15,0.6299003517374178,0.5421347391784676,0.9333333333333333,0.0,0.15294117647058825,-0.004813245458399272,-0.00981640350548263
16,0.6299003517374178,0.5466585269030325,0.7333333333333333,0.0,0.21176470588235294,-0.006220651755118029,-0.012742842429036982
17,0.6299003517374178,0.5514185147449514,0.7333333333333333,0.0,0.2,-0.005244803048734284,-0.004329068319285216
18,0.6299003517374178,0.5563116085281352,0.6666666666666666,0.0,0.11764705882352941,-0.00453882289616096,-0.007178207091708489
19,0.6299003517374178,0.5560284882162856,0.8,0.0,0.16470588235294117,-0.005624213856339924,-0.011263385189601719
20,0.6306647665650476,0.5572075170352871,0.8666666666666667,0.0007644148276297891,0.10588235294117647,-0.003909258146334675,-0.013101199472656
21,0.6306647665650476,0.557180449668122,0.6666666666666666,0.0,0.1411764705882353,-0.005789453550738503,-0.015602373513214765
22,0.6306647665650476,0.5637329901569436,0.7333333333333333,0.0,0.2,-0.0021169981805302307,-0.006896912758335455
23,0.6306647665650476,0.5657365668145666,0.8666666666666667,0.0,0.17647058823529413,-0.005387514099710882,-0.011980031152041687
24,0.6306647665650476,0.5648983552560126,1.0,0.0,0.11764705882352941,-0.007970341150785841,-0.006028355045539014
25,0.6306647665650476,0.5675731034663134,0.9333333333333333,0.0,0.12941176470588237,-0.004747338452517467,-0.017854498026464927
26,0.6306647665650476,0.5706619806875978,0.8,0.0,0.17647058823529413,-0.0034911518853447845,-0.011266456742820652
27,0.6308956686471509,0.5715602538979907,0.8666666666666667,0.00023090208210330143,0.12941176470588237,-0.005751717872457647,-0.021961843456132234
28,0.6328503299132348,0.5717381585221025,0.8,0.0019546612660839013,0.15294117647058825,-0.005226242009829046,-0.0035643753719829087
29,0.6328503299132348,0.5716065488883508,0.9333333333333333,0.0,0.09411764705882353,-0.0065980400290543174,-0.010080128251572864
30,0.6328503299132348,0.5719897622770929,1.0,0.0,0.21176470588235294,-0.003843798723291257,-0.020681690042665624
31,0.6328503299132348,0.5744430678171905,0.8666666666666667,0.0,0.11764705882352941,-0.007079474885003525,-0.009936021955187755
32,0.6328503299132348,0.5721448841399861,0.8666666666666667,0.0,0.16470588235294117,-0.004955704125367273,-0.010134765628178041
33,0.6328503299132348,0.5719285956855086,1.0,0.0,0.12941176470588237,-0.008141259273695942,-0.011271907059538353
34,0.636364778824571,0.5713635016171859,0.8,0.003514448911336232,0.2,-0.004453569634159735,-0.016134581037359996
35,0.636364778824571,0.579736757768517,0.8,0.0,0.21176470588235294,-0.00014740242557360485,-0.013896575324524065
36,0.636364778824571,0.5835438748368977,0.8,0.0,0.11764705882352941,-0.0055329423329936135,-0.010992949839957676
37,0.636364778824571,0.5854379259930873,0.9333333333333333,0.0,0.15294117647058825,-0.0064065241249440675,-0.02019394787659262
38,0.636364778824571,0.5857365112739716,1.0,0.0,0.18823529411764706,-0.004087549673012052,-0.012854703288028235
39,0.6370174642773044,0.5861046660889732,0.9333333333333333,0.000652685452733448,0.16470588235294117,-0.0057252882575573845,-0.0028805105226287456
40,0.6458769471574032,0.5902832369924874,0.8666666666666667,0.008859482880098746,0.07058823529411765,-0.005623708003474933,-0.01009791379367242
41,0.6458769471574032,0.5852326494526036,0.8666666666666667,0.0,0.11764705882352941,-0.012024297175736146,-0.009316309897261713
42,0.6458769471574032,0.5892655572155062,0.8666666666666667,0.0,0.21176470588235294,-0.003288822613325274,-0.012807495780955273
43,0.6458769471574032,0.5949186149753644,0.8666666666666667,0.0,0.2235294117647059,0.0004752125753710959,-0.0175958871273314
44,0.6458769471574032,0.5933933007488905,0.7333333333333333,0.0,0.15294117647058825,-0.003742274994017997,-0.018993477880253677
45,0.6458769471574032,0.5905681134218825,0.8666666666666667,0.0,0.07058823529411765,-0.006873807640416083,-0.0033805980004615816
46,0.6458769471574032,0.5911339858448691,0.9333333333333333,0.0,0.1411764705882353,-0.005016987542004707,-0.00748778949227577
47,0.6458769471574032,0.5920158109769886,0.8666666666666667,0.0,0.11764705882352941,-0.006052287669162959,-0.015119264690464521
48,0.6458769471574032,0.5891184216629588,0.9333333333333333,0.0,0.11764705882352941,-0.004308149979396086,-0.004079214884251599
49,0.6458769471574032,0.5951017026618177,0.8,0.0,0.17647058823529413,-0.0025906389138083442,-0.020724832913415314
50,0.6489788362059417,0.5951951084463037,0.8,0.0031018890485384754,0.09411764705882353,-0.007110404675748967,-0.012888390476846867
51,0.6564139638755537,0.5932658484891803,0.6666666666666666,0.007435127669612074,0.15294117647058825,-0.005909622023724521,-0.010372151897036917
52,0.6564139638755537,0.5935243608385949,0.8666666666666667,0.0,0.09411764705882353,-0.00748192216716075,-0.012116339789551303
53,0.6564139638755537,0.5926654402214977,0.9333333333333333,0.0,0.1411764705882353,-0.006203452623457218,-0.015002805096677166
54,0.6564139638755537,0.5918592304062835,1.0,0.0,0.2,-0.006772827640167264,-0.013639121822240622
55,0.6564139638755537,0.5940690173564659,0.8666666666666667,0.0,0.1411764705882353,-0.003977581696223415,-0.01394418221778937
56,0.6564139638755537,0.5944032456350706,1.0,0.0,0.16470588235294117,-0.004913424119689564,-0.01962586172207552
57,0.6564139638755537,0.5931426606102964,0.9333333333333333,0.0,0.07058823529411765,-0.009702939056450347,-0.014298813345804559
58,0.6564139638755538,0.5943311476728458,0.6,1.1102230246251565e-16,0.08235294117647059,-0.007450267288292827,-0.013055979462575053
59,0.6564139638755538,0.5945725811904455,0.8666666666666667,0.0,0.10588235294117647,-0.005352950130821788,-0.01639835839136692
60,0.6564139638755538,0.5927604106790721,1.0,0.0,0.10588235294117647,-0.0058739952784834,-0.01577062508684752
61,0.6564139638755538,0.595819063562561,0.9333333333333333,0.0,0.12941176470588237,-0.005977482392646562,-0.010170538014886613
62,0.6564139638755538,0.6002260956040941,0.9333333333333333,0.0,0.16470588235294117,-0.004473341503870984,-0.01648085421805082
63,0.656413963875554,0.5946518541654151,0.8666666666666667,1.1102230246251565e-16,0.11764705882352941,-0.008910499684774259,-0.012140391335875864
64,0.656413963875554,0.5956332548160674,1.0,0.0,0.08235294117647059,-0.0033477825812995832,-0.0034476534042304774
65,0.656413963875554,0.595553102780212,1.0,0.0,0.17647058823529413,-0.004323161733511783,-0.019834758398258892
66,0.656413963875554,0.5992363199267504,0.8666666666666667,0.0,0.11764705882352941,-0.0029181508707319583,-0.013187641561341251
67,0.656413963875554,0.6010950465645722,0.9333333333333333,0.0,0.1411764705882353,-0.006805052877700719,-0.01238198671095895
68,0.656413963875554,0.603521734082431,0.8,0.0,0.16470588235294117,-0.003268004800863719,-0.017561412300791904
69,0.662103079589991,0.6091226481716532,0.6666666666666666,0.005689115714437087,0.12941176470588237,-0.002005675859473108,-0.02317426974478349
70,0.662103079589991,0.6054719279429045,0.8666666666666667,0.0,0.12941176470588237,-0.008197581180818063,-0.007868267805346156
71,0.662103079589991,0.6095640822500692,0.9333333333333333,0.0,0.08235294117647059,-0.0025235878585058735,-0.02650037717576456
72,0.662103079589991,0.6083456377448881,0.9333333333333333,0.0,0.07058823529411765,-0.007863067349556267,-0.01728791333800149
73,0.662103079589991,0.6078410067785729,0.8,0.0,0.09411764705882353,-0.004673169370545831,-0.027461409908667595
74,0.662103079589991,0.6027717745000475,0.9333333333333333,0.0,0.08235294117647059,-0.008905386582225271,-0.018706878695461462
75,0.662103079589991,0.6056735712865676,0.9333333333333333,0.0,0.16470588235294117,-0.0058364695320775395,0.00882537828868385
76,0.662103079589991,0.6102875156779403,0.8666666666666667,0.0,0.16470588235294117,-0.004095119148485435,-0.02554464799177498
77,0.662103079589991,0.6115816171652283,0.7333333333333333,0.0,0.15294117647058825,-0.0034994323295347704,-0.028186807692204347
78,0.662103079589991,0.6086349179830326,0.9333333333333333,0.0,0.07058823529411765,-0.008671220713187811,-0.017784243304895406
79,0.662103079589991,0.6054281232013791,1.0,0.0,0.12941176470588237,-0.006217893505061222,-0.014931835052284495
80,0.662103079589991,0.6041259548075628,1.0,0.0,0.09411764705882353,-0.006346010981795996,-0.012945543491069023
81,0.662103079589991,0.6038246068678297,0.8666666666666667,0.0,0.16470588235294117,-0.003975351454634291,-0.013501748075376388
82,0.662103079589991,0.6017685374040809,1.0,0.0,0.11764705882352941,-0.006896855355454582,-0.007698090187383392
83,0.662103079589991,0.6015494694246724,0.8666666666666667,0.0,0.18823529411764706,-0.003081437065915051,0.002598014784500613
84,0.662103079589991,0.5999252435082875,1.0,0.0,0.07058823529411765,-0.008550080263630718,-0.013381013264544241
85,0.662103079589991,0.5992989186107638,1.0,0.0,0.047058823529411764,-0.004882553328077232,-0.013141218835227302
86,0.662103079589991,0.6022967145553999,0.9333333333333333,0.0,0.18823529411764706,-0.0043277902035126405,-0.008218505692194622
87,0.662103079589991,0.605678587523116,1.0,0.0,0.11764705882352941,-0.003392230707490205,-0.022701822667907837
88,0.662103079589991,0.6016904025459432,0.9333333333333333,0.0,0.11764705882352941,-0.007991481370636617,-0.019265755741176487
89,0.662103079589991,0.6043547360762146,1.0,0.0,0.16470588235294117,-0.0057612462912860814,-0.007627566481817685
90,0.662103079589991,0.5997008939965313,1.0,0.0,0.08235294117647059,-0.009143704252729817,-0.01827012446758722
91,0.663531195046392,0.6044578854021984,0.8666666666666667,0.0014281154564009801,0.18823529411764706,-0.003308585963273513,-0.006722429502908689
92,0.663531195046392,0.6051355166301869,0.9333333333333333,0.0,0.11764705882352941,-0.005581316790754625,-0.023051989397025623
93,0.663531195046392,0.6034680702403746,0.8666666666666667,0.0,0.09411764705882353,-0.006178573970658348,-0.020017897754940974
94,0.663531195046392,0.6051681887820265,0.8666666666666667,0.0,0.18823529411764706,-0.0036351122497174032,-0.017840147964409074
95,0.663531195046392,0.6002638104919299,0.9333333333333333,0.0,0.10588235294117647,-0.007824446105552173,-0.014007067501654893
96,0.663531195046392,0.6035051274357182,0.9333333333333333,0.0,0.1411764705882353,-0.006937747805703253,-0.016372945324349963
97,0.663531195046392,0.5996454998496875,1.0,0.0,0.12941176470588237,-0.004022351231784715,-0.025373583353385257
98,0.663531195046392,0.6005993473540512,0.9333333333333333,0.0,0.11764705882352941,-0.004659831164151755,-0.016128301025622793
99,0.663531195046392,0.6014565437098436,0.9333333333333333,0.0,0.12941176470588237,-0.007121512256241949,-0.02183343647024405
100,0.663531195046392,0.5987785279427847,0.9333333333333333,0.0,0.12941176470588237,-0.009575805351116929,-0.003948312940880628
101,0.663531195046392,0.5952717782091829,1.0,0.0,0.15294117647058825,-0.007208894196292206,-0.008015168958845931
102,0.663531195046392,0.5972749490920736,0.9333333333333333,0.0,0.12941176470588237,-0.005516938385189263,-0.009361335538402595
103,0.663531195046392,0.5978230340975136,1.0,0.0,0.12941176470588237,-0.005024381957937121,-0.013794763080468722
104,0.663531195046392,0.6032144489917757,0.9333333333333333,0.0,0.1411764705882353,-0.0038830303269200314,-0.004090639806132731
105,0.6654578413152223,0.6085080044880179,0.8666666666666667,0.0019266462688303232,0.17647058823529413,-0.004505375396034817,-0.009414654871163487
106,0.6654578413152223,0.6118934786546393,1.0,0.0,0.11764705882352941,-0.0049797862626438415,-0.01259142307921456
107,0.6654578413152223,0.6064534076601422,0.9333333333333333,0.0,0.11764705882352941,-0.008984477716786544,-0.01762901843363344
108,0.6654578413152223,0.6041159380583319,0.9333333333333333,0.0,0.10588235294117647,-0.004346296783614203,-0.008755371640039034
109,0.6654578413152223,0.6031790131984266,1.0,0.0,0.09411764705882353,-0.00849705324948921,-0.01705712940042699
110,0.6654578413152223,0.6011924841038065,1.0,0.0,0.10588235294117647,-0.005504666942758425,-0.011726108198614674
111,0.6654578413152223,0.6024408884243558,0.9333333333333333,0.0,0.07058823529411765,-0.004570203091807862,-0.01399234433433956
112,0.6654578413152223,0.6025724861414268,1.0,0.0,0.1411764705882353,-0.005163182422994295,-0.008192835339256126
113,0.6654578413152223,0.5991418390942518,1.0,0.0,0.03529411764705882,-0.008908258090746426,-0.015201092732253875
114,0.6654578413152223,0.5963712350055557,0.8666666666666667,0.0,0.1411764705882353,-0.00654839506885114,-0.014371798792735868
115,0.6654578413152223,0.5993073385338585,0.9333333333333333,0.0,0.09411764705882353,-0.005108444587635632,-0.02164463840164756
116,0.6654578413152223,0.5965307482202574,1.0,0.0,0.08235294117647059,-0.008964323766387255,-0.021337031476817297
117,0.6654578413152223,0.5952546895897693,1.0,0.0,0.08235294117647059,-0.008074284946633573,-0.01623347546638297
118,0.6654578413152223,0.5923620393219989,1.0,0.0,0.10588235294117647,-0.0076555035432114334,-0.014067014275520501
