generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,9,offspring,design_param,left.sleeve.cuff.skirt_fraction.v,0.5,0.8778289653104943,0.6382190044519434
1,11,offspring,design_param,sleeve.standing_shoulder_len.v,5.42,8.490194098418117,0.6197069550889257
1,12,offspring,design_param,sleeve.armhole_shape.v,ArmholeCurve,ArmholeAngle,0.6657467815261525
1,13,offspring,design_param,collar.fc_angle.v,93,105,0.6845824593851108
1,14,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.29066277963324594,0.6657123397850573
1,22,mutant,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.3979661017511655,0.7036887158344679
1,24,mutant,design_param,left.sleeve.connect_ruffle.v,1.46,1.8279802010354889,0.6874158026729362
1,25,mutant,design_param,sleeve.connect_ruffle.v,1.46,1.7925779267567012,0.6403199211526086
2,5,mutant,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.3979661017511655,0.7036887158344679
2,7,offspring,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.3979661017511655,0.6695257345259672
2,9,offspring,design_param,left.sleeve.connect_ruffle.v,1.46,1.2406005866935463,0.6872663246578907
2,10,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,CuffBand,0.6308989511448361
2,11,offspring,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.9771879455187393,0.6882115073166347
2,12,offspring,design_param,left.sleeve.length.v,0.831,0.10438177570135351,0.7190807501751538
2,15,offspring,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.3979661017511655,0.6523505060623128
2,16,offspring,design_param,shirt.flare.v,1.0,1.5047263572840586,0.65501139665552
2,17,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.7335971597892167
2,18,mutant,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.3979661017511655,0.7120392249509128
2,19,mutant,design_param,left.collar.bc_angle.v,79,78,0.7335971597892167
2,20,mutant,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.7335971597892167
2,21,mutant,design_param,meta.wb.v,FittedWB,StraightWB,0.7302003349672319
2,25,mutant,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.3979661017511655,0.646071018574262
3,1,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.7335971597892167
3,2,mutant,design_param,left.collar.bc_angle.v,79,78,0.7335971597892167
3,3,mutant,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.7335971597892167
3,5,mutant,design_param,meta.wb.v,FittedWB,StraightWB,0.7302003349672319
3,7,offspring,,left.sleeve.cuff.type.v,CuffBandSkirt,,0.6412400328720379
3,9,offspring,design_param,left.collar.bc_angle.v,79,78,0.6691040985740183
3,9,offspring,design_param,meta.upper.v,FittedShirt,Shirt,0.6691040985740183
3,10,offspring,design_param,left.shirt.flare.v,1.0,0.7158648706450947,0.6796749253458351
3,10,offspring,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.6796749253458351
3,11,offspring,design_param,meta.bottom.v,,GodetSkirt,0.6000445649969726
3,12,offspring,design_param,collar.bc_angle.v,79,86,0.6164707643940962
3,12,offspring,design_param,meta.wb.v,FittedWB,StraightWB,0.6164707643940962
3,13,offspring,design_param,waistband.width.v,0.2,0.13894008968812366,0.6796819599678713
3,14,offspring,design_param,left.collar.bc_angle.v,79,78,0.6242952817884171
3,14,offspring,design_param,sleeve.sleeve_angle.v,21,49,0.6242952817884171
3,16,offspring,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.6955040044666061
3,16,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.7743290786374498,0.6955040044666061
3,17,offspring,design_param,left.collar.bc_angle.v,79,78,0.6105248274352029
3,17,offspring,design_param,pants.length.v,0.406,0.6723457230780573,0.6105248274352029
3,18,mutant,design_param,left.collar.bc_angle.v,79,78,0.7292727343458956
3,18,mutant,design_param,sleeve.cuff.type.v,CuffBandSkirt,CuffSkirt,0.7292727343458956
3,19,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.7335971597892167
3,19,mutant,design_param,pants.rise.v,0.974,0.8630929023169163,0.7335971597892167
3,20,mutant,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.7335971597892167
3,21,mutant,design_param,left.collar.bc_angle.v,79,78,0.7335971597892167
3,22,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.7335971597892167
3,22,mutant,design_param,left.sleeve.cuff.skirt_flare.v,1.56,1.7784994665556932,0.7335971597892167
3,25,mutant,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.6279198121361406
3,26,mutant,design_param,meta.wb.v,FittedWB,StraightWB,0.7302003349672319
3,26,mutant,design_param,pants.rise.v,0.974,0.901331254532945,0.7302003349672319
4,1,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.7335971597892167
4,2,mutant,design_param,left.collar.bc_angle.v,79,78,0.7335971597892167
4,3,mutant,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.7335971597892167
4,4,mutant,design_param,left.sleeve.cuff.type.v,CuffBandSkirt,,0.7335971597892167
4,4,mutant,design_param,pants.rise.v,0.974,0.8630929023169163,0.7335971597892167
4,5,mutant,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.7335971597892167
4,7,offspring,design_param,left.collar.bc_angle.v,79,78,0.6796749253458351
4,8,offspring,design_param,left.collar.bc_angle.v,79,78,0.6691040985740183
4,8,offspring,design_param,pants.rise.v,0.974,0.8594299617952064,0.6691040985740183
4,9,offspring,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.6547887368171588
4,9,offspring,design_param,sleeve.smoothing_coeff.v,0.25,0.25937613448650804,0.6547887368171588
4,10,offspring,design_param,left.collar.f_bezier_x.v,0.827,0.9341916216498988,0.6691040985740183
4,11,offspring,design_param,meta.wb.v,FittedWB,,0.6691040985740183
