avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.6672815400234596,0.6672815400234596,0.0,0.0,0.6672815400234596,0.7302003349672319,0.0,0,0.0,0.0,
0.6717289923371712,0.7084907800964141,0.6804188531698268,0.650535042047014,0.6598082557588986,0.7335971597892167,0.0033968248219847785,1,-0.023738629812336584,-0.07061406808590058,-0.023738629812336584
0.690678288193199,0.7168464666625295,0.710582958022676,0.670834527215368,0.6513883786848226,0.7335971597892167,0.0,2,-0.013815146491828812,-0.05782858074307013,-0.013815146491828812
0.6835649215014011,0.7324648848485551,0.7113139672427828,0.6484327606565544,0.6430465009623351,0.7335971597892167,0.0,3,-0.021905767566213194,-0.08516439913266216,-0.021905767566213194
0.6991057919387814,0.7335971597892167,0.7043614585550496,0.6817157342521597,0.6839162871355945,0.7335971597892167,0.0,4,-0.02923570123416709,-0.05188142553705701,-0.02923570123416709
0.7003661904568513,0.7335971597892167,0.7057998051447979,0.6849599430338067,0.6792283974204594,0.7335971597892167,0.0,5,-0.027797354644418768,-0.04863721675540999,-0.027797354644418768
0.694318918498076,0.7335971597892167,0.7096276432527712,0.6721119986493442,0.663766849298201,0.7335971597892167,0.0,6,-0.02396951653644548,-0.0614851611398724,-0.02396951653644548
0.6952178406258905,0.7335971597892167,0.7140839871180097,0.6696292384852741,0.6642151713853489,0.7335971597892167,0.0,7,-0.019513172671207016,-0.06396792130394276,-0.019513172671207016
0.6874290692470143,0.7335971597892167,0.6937929512059148,0.6650440898138403,0.6506178403964896,0.7335971597892167,0.0,8,-0.0398042085833019,-0.06855306997537639,-0.0398042085833019
0.6912036598618279,0.7335971597892167,0.7071940132147503,0.673287197021629,0.6301114513090806,0.7335971597892167,0.0,9,-0.026403146574466407,-0.060309962767587794,-0.026403146574466407
0.6922639852586951,0.7335971597892167,0.7042140421138887,0.6652753781154634,0.6817018942049994,0.7335971597892167,0.0,10,-0.029383117675327974,-0.06832178167375329,-0.029383117675327974
