generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,7,offspring,design_param,skirt.flare.v,0,1,0.7279699616910349
1,8,offspring,design_param,pencil-skirt.flare.v,1.0,1.0267643644096776,0.7495919586845827
1,9,offspring,design_param,levels-skirt.rise.v,1,0.9230709845414391,0.7363898750315016
1,10,offspring,design_param,left.collar.f_bezier_x.v,0.677,0.8037366785547941,0.6871272098815691
1,12,offspring,design_param,levels-skirt.level.v,Skirt2,SkirtCircle,0.6835590997172614
1,13,offspring,design_param,meta.upper.v,Shirt,FittedShirt,0.7131376185915248
1,14,offspring,design_param,levels-skirt.base_length_frac.v,0.793,0.7327110992729875,0.7397307860384391
1,16,offspring,design_param,left.collar.fc_angle.v,102,76,0.7144222449086169
1,21,mutant,design_param,left.shirt.flare.v,0.976,0.7215257219948685,0.7328797672151511
1,22,mutant,design_param,shirt.flare.v,0.976,1.2141028674553223,0.7378007044845644
1,23,mutant,design_param,godet-skirt.insert_depth.v,25,16,0.732054166113451
1,24,mutant,design_param,waistband.width.v,0.2,0.35690952129146347,0.7253112812616881
2,4,offspring,design_param,pencil-skirt.flare.v,1.0,1.0267643644096776,0.7495919586845827
2,7,offspring,design_param,flare-skirt.rise.v,1,0.5746434880748843,0.6612774978265353
2,8,offspring,design_param,skirt.rise.v,0.531,0.5667743640460634,0.7221112164948683
2,10,offspring,design_param,flare-skirt.cut.depth.v,0.0559,0.5994593408129361,0.6882592354083852
2,12,offspring,design_param,pencil-skirt.flare.v,1.0,1.0267643644096776,0.6985101633803186
2,13,offspring,design_param,skirt.rise.v,0.531,0.6439481131292782,0.7133172349097979
2,14,offspring,design_param,skirt.flare.v,0,20,0.6990413445613193
2,16,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,SquareNeckHalf,0.6639260465492846
2,17,offspring,design_param,skirt.length.v,0.426,0.038470222845171154,0.7120958900262561
2,18,mutant,design_param,skirt.length.v,0.426,0.4710298889867917,0.7220747571606378
2,21,mutant,design_param,left.collar.f_collar.v,CircleNeckHalf,Bezier2NeckHalf,0.7318769709984132
2,21,mutant,design_param,pencil-skirt.flare.v,1.0,1.0267643644096776,0.7318769709984132
2,23,mutant,design_param,left.collar.width.v,-0.415,0.5983440110238015,0.7548655192402156
2,25,mutant,design_param,collar.f_collar.v,CircleNeckHalf,CurvyNeckHalf,0.7318747301828599
2,25,mutant,design_param,pencil-skirt.flare.v,1.0,1.0267643644096776,0.7318747301828599
2,26,mutant,design_param,collar.f_bezier_y.v,0.778,0.8638849779189202,0.6649179350189451
3,6,offspring,design_param,godet-skirt.num_inserts.v,8,10,0.7475602711777355
3,7,offspring,design_param,shirt.flare.v,0.976,1.3436210093273848,0.6976741559192635
3,10,offspring,design_param,flare-skirt.cut.place.v,0.765,-0.979300845697824,0.6822732484166552
3,12,offspring,design_param,levels-skirt.base.v,AsymmSkirtCircle,SkirtCircle,0.7289826632635845
3,17,offspring,design_param,collar.f_bezier_y.v,0.778,0.26569544231909054,0.77080452346528
3,19,mutant,design_param,levels-skirt.level_ruffle.v,1.18,1.2562059498177978,0.7220747571606378
3,23,mutant,design_param,godet-skirt.cuts_distance.v,1,10,0.7680472962842597
3,24,mutant,design_param,collar.f_collar.v,CircleNeckHalf,CurvyNeckHalf,0.7680115267038283
4,1,offspring,design_param,collar.f_bezier_y.v,0.778,0.26569544231909054,0.77080452346528
4,4,mutant,design_param,godet-skirt.cuts_distance.v,1,10,0.7680472962842597
4,6,offspring,,collar.f_bezier_y.v,0.778,0.26569544231909054,0.7373985865200168
4,7,offspring,,godet-skirt.cuts_distance.v,1,10,0.7081180005892903
4,8,offspring,design_param,godet-skirt.cuts_distance.v,1,4,0.7184787154668043
4,9,offspring,design_param,left.collar.width.v,-0.415,0.448061350699162,0.7426093862569776
4,10,offspring,design_param,skirt.rise.v,0.531,0.9495884976824776,0.7047226240893079
4,12,offspring,design_param,collar.fc_depth.v,0.4,0.5558144308562724,0.7375739206966504
