generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,7,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
1,12,offspring,design_param,collar.b_bezier_x.v,0.15,0.3839523473602048,0.7222736272632416
1,14,offspring,design_param,collar.b_bezier_y.v,0.1,0.2607233562082951,0.6324152145894807
1,15,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.7554273947118256,0.7114199190250304
1,16,offspring,design_param,collar.fc_angle.v,95,110,0.6121668874749021
1,17,offspring,design_param,sleeve.sleeveless.v,True,False,0.7268967852142431
1,18,mutant,design_param,collar.fc_depth.v,0.4,0.9603498262544166,0.657528074755188
1,21,mutant,design_param,shirt.width.v,1.05,1.0297661339185131,0.6694289430470993
1,22,mutant,design_param,left.shirt.width.v,1.05,1.2737909088035024,0.6994719294636829
1,23,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,1,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
2,2,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,3,offspring,design_param,sleeve.sleeveless.v,True,False,0.7268967852142431
2,4,offspring,design_param,collar.b_bezier_x.v,0.15,0.3839523473602048,0.7222736272632416
2,5,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.7554273947118256,0.7114199190250304
2,6,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.8261746621614552,0.7222736272632416
2,6,offspring,design_param,collar.b_bezier_x.v,0.15,0.3839523473602048,0.7222736272632416
2,7,offspring,design_param,meta.upper.v,FittedShirt,Shirt,0.7708342075080626
2,7,offspring,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,8,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
2,10,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.7554273947118256,0.6529727542873496
2,11,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
2,11,offspring,design_param,left.collar.width.v,0.2,0.6582381436331826,0.7708342075080626
2,12,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.7554273947118256,0.6943786916728095
2,13,offspring,design_param,left.collar.b_bezier_y.v,0.1,0.7554273947118256,0.7708342075080626
2,14,offspring,design_param,left.collar.width.v,0.2,0.29338585769520586,0.7708342075080626
2,14,offspring,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,15,offspring,design_param,sleeve.sleeveless.v,True,False,0.6163367385700405
2,15,offspring,design_param,collar.fc_depth.v,0.4,0.5505987778449817,0.6163367385700405
2,16,offspring,design_param,sleeve.sleeveless.v,True,False,0.6742612727009066
2,16,offspring,design_param,sleeve.standing_shoulder_len.v,5.0,8.180266219865505,0.6742612727009066
2,17,offspring,design_param,sleeve.sleeveless.v,True,False,0.7306514385595348
2,18,mutant,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
2,18,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,19,mutant,design_param,collar.bc_depth.v,0,0.23807247882342852,0.6828660147067982
2,21,mutant,design_param,left.collar.bc_angle.v,95,100,0.692533216713211
2,22,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7061137913430066
2,23,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7061137913430066
2,24,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,25,mutant,design_param,sleeve.sleeveless.v,True,False,0.7708342075080626
2,25,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
2,26,mutant,design_param,left.collar.fc_angle.v,95,98,0.7268967852142431
2,26,mutant,design_param,sleeve.sleeveless.v,True,False,0.7268967852142431
3,1,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
3,2,mutant,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
3,3,offspring,design_param,meta.upper.v,FittedShirt,Shirt,0.7708342075080626
3,3,offspring,design_param,meta.wb.v,StraightWB,FittedWB,0.7708342075080626
3,4,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
3,5,offspring,design_param,left.collar.bc_angle.v,95,100,0.7708342075080626
3,5,offspring,design_param,left.collar.width.v,0.2,0.6582381436331826,0.7708342075080626
3,6,offspring,,left.collar.bc_angle.v,95,100,0.7708342075080626
