avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain
2.132739459795356,2.132739459795356,0.0,0.0,2.132739459795356,2.72582080624995,0.0,0,0.0,0.0
2.2457123240039603,2.5472453047750507,1.9474311085998992,2.31174156246406,2.17643132017683,2.72582080624995,0.0,1,-0.5546861234808699,-0.20004560654632492
2.440603144376225,2.596450629254653,2.4462439964135774,2.5083961620629154,2.2113217897737543,2.836281246717519,0.11046044046756887,2,-0.12902414442068216,-0.16107105602776622
2.41940804715233,2.7028472852979215,2.3574223255111657,2.2638446411619064,2.3535179366383234,2.836281246717519,0.0,3,-0.31648033887241545,-0.41005802322167495
2.4112885540908584,2.7206221507177037,2.355033465395887,2.4958339907330203,2.07366460951682,2.836281246717519,0.0,4,-0.31886919898769456,-0.22998681551692995
2.434032267909779,2.721539323162187,2.41640946120942,2.4276216290209303,2.1705586582465815,2.836281246717519,0.0,5,-0.25749320317416174,-0.3463718388660771
2.381822501423825,2.754411711666141,1.9107242607265351,2.6227240337889794,2.2394299995136455,2.836281246717519,0.0,6,-0.8150965455234147,-0.20986552780743112
2.5494258955959888,2.7874613401045947,2.65312167908508,2.5537529821605784,2.2033675810337052,2.836281246717519,0.0,7,-0.17996903801979497,-0.27883657943583245
2.590248339789718,2.825605643353806,2.738627169481956,2.5968278493492445,2.1999326969738653,2.8576620354118143,0.021380788694295383,8,-0.09231943492966269,-0.23482024470305976
2.591720101308941,2.8348976002416206,2.6684917105911072,2.7356477076269696,2.1278433867760693,2.9197313330343015,0.06206929762248725,9,-0.1645990065137676,-0.09744300947790521
2.5474821313549776,2.850817852957033,2.5334341314772475,2.6637798135691524,2.1418967274164804,2.9197313330343015,0.0,10,-0.29965658562762787,-0.19388222184266213
2.612964649122638,2.8617049795118428,2.6694507199525814,2.768790637328151,2.151912259697975,2.927907198680241,0.008175865645939417,11,-0.16375781600898615,-0.07119991997824533
2.5760575161913914,2.871845542700099,2.562955704643545,2.8244576525160845,2.044971164905834,3.0092066514545777,0.0812994527743367,12,-0.35677562839075727,-0.10344954616415625
2.6045607331357483,2.921284047147307,2.593080802884491,2.8335477082697627,2.070330374241432,3.078137711273544,0.0689310598189663,13,-0.3283236905033901,-0.17565894318481517
2.656096406659537,2.9505297544453715,2.642790419453679,2.7847947406999656,2.2462707120391325,3.078137711273544,0.0,14,-0.2851167792265616,-0.14311245798027533
2.643842769112563,2.9518648563106775,2.7931136604050026,2.73330205167409,2.097090508060479,3.088079865212955,0.009942153939411114,15,-0.13479353827523788,-0.19495075507449583
2.670634521262929,2.9806605191612094,2.7031727627989834,2.8084161311072178,2.1902886719843067,3.0909031258811113,0.002823260668156191,16,-0.22508004394960265,-0.11983667564136798
2.706756769646896,3.013174473096252,2.6914353305929364,2.9121467615691095,2.2102705133292817,3.096770588661263,0.005867462780151822,17,-0.31777132086164095,-0.17593310364384526
2.655705576676057,3.075667447139626,2.542343168282268,2.8802828801718934,2.1245288111104395,3.1011902242032283,0.004419635541965228,18,-0.535794542991276,-0.21062024570921803
2.7328150921178485,3.090699482541334,2.756015913573245,2.8890507372860315,2.195494235070782,3.1011902242032283,0.0,19,-0.34517431062998294,-0.20771985137523136
2.717673729017642,3.092562770280106,2.67707354720353,2.916148510467684,2.184910088119247,3.1011902242032283,0.0,20,-0.41100631800942544,-0.18504171373554432
2.705448581421632,3.0935309775923225,2.6050785313417397,2.841050409902091,2.2821344068503793,3.1011902242032283,0.0,21,-0.4858245945393719,-0.2557201787591724
2.6761769399959534,3.0947882168483507,2.6114440921397195,2.923011038146055,2.0754644128496897,3.101749764317651,0.0005595401144224965,22,-0.4897461320635088,-0.178179186057173
2.7333070236859647,3.099014964200082,2.8185550067274394,2.9379255439639422,2.077732579852398,3.1017773856772624,2.762135961154044e-05,23,-0.28263521747578896,-0.163264680239286
