generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,10,offspring,design_params,left.shirt.width,1.1924732095892994,1.2095214938860503,2.2287273248724757
1,18,offspring,design_params,left.shirt.width,1.1924732095892994,1.2340845368095001,2.2624940569553686
1,22,mutant,design_params,left.shirt.flare,1.0,0.9901310767076761,1.5591971721024023
1,26,mutant,design_params,left.shirt.width,1.1924732095892994,1.2066829012545184,1.5591971721024023
1,28,mutant,design_params,left.shirt.flare,1.0,1.1565909086308057,1.5591971721024023
2,10,offspring,design_params,left.shirt.flare,1.0,1.0369968678738137,2.4314177975140696
2,14,offspring,design_params,left.shirt.flare,1.0,1.1436395523123761,2.508462676099935
2,15,offspring,design_params,left.shirt.flare,1.0,0.9468341912117108,2.40910401192212
2,20,mutant,design_params,left.shirt.width,1.1924732095892994,1.2299999934467754,2.422521826511393
2,28,mutant,design_params,left.shirt.flare,1.0,0.9611028317283049,2.422521826511393
2,29,mutant,design_params,left.shirt.flare,1.0,0.9897271758951879,2.422521826511393
3,25,mutant,design_params,left.shirt.flare,1.0,0.8779147069180175,2.6493673339015316
3,28,mutant,design_params,left.shirt.flare,1.0,1.1239857660535648,2.6493673339015316
3,29,mutant,design_params,left.shirt.flare,1.0,0.9993484245905124,2.6493673339015316
4,20,mutant,design_params,left.shirt.width,1.1924732095892994,1.2381624161695586,2.6493673339015316
5,20,mutant,design_params,left.shirt.flare,1.0,1.0770162162513117,2.6493673339015316
5,21,mutant,design_params,left.shirt.flare,1.0,1.077791369512608,2.6493673339015316
6,22,mutant,design_params,left.shirt.width,1.1924732095892994,1.217677751918791,1.6593976697739174
6,23,mutant,design_params,left.shirt.width,1.1924732095892994,1.1922980812869963,1.6593976697739174
6,25,mutant,design_params,left.shirt.flare,1.0,0.904863340763199,1.6593976697739174
7,12,offspring,design_params,left.shirt.flare,1.0,1.08806547058099,2.799814970340952
7,14,offspring,design_params,left.shirt.width,1.1924732095892994,1.2315444047836452,2.581332748077728
7,21,mutant,design_params,left.shirt.flare,1.0,1.1396834747762612,2.66072904668874
7,22,mutant,design_params,left.shirt.width,1.1924732095892994,1.1625832589556857,2.66072904668874
7,23,mutant,design_params,left.shirt.flare,1.0,0.9186400397061318,2.66072904668874
7,24,mutant,design_params,left.shirt.flare,1.0,0.8656438756033698,2.66072904668874
8,9,offspring,design_params,left.shirt.flare,1.0,1.08806547058099,2.799814970340952
9,16,offspring,design_params,left.shirt.width,1.1924732095892994,1.1924403885452084,2.66072904668874
