generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,7,offspring,design_param,left.collar.f_bezier_x.v,0.3,0.7894674231372242,0.62442591214304
1,12,offspring,design_param,collar.b_flip_curve.v,False,True,0.6378795355508089
1,12,offspring,design_param,collar.b_flip_curve.range.1,False,,0.6378795355508089
1,13,offspring,design_param,collar.width.v,0.2,-0.07251213646284649,0.6461261659205653
1,14,offspring,design_param,shirt.flare.v,1.0,1.2331823067466736,0.6089583810687462
1,16,offspring,design_param,shirt.width.v,1.05,1.0332269480427874,0.626728073163927
1,17,offspring,design_param,left.shirt.width.v,1.05,1.2962374977472537,0.6443483060634525
1,18,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.8948288465734329,0.7065187761577738
1,21,mutant,design_param,collar.fc_depth.v,0.4,0.4182412415529364,0.62857674025757
1,22,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.6991119462023391,0.7194225289014662
1,23,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.42477944438993714,0.7055423968177934
1,25,mutant,design_param,waistband.waist.v,1.0,1.4766104447282882,0.5949946547249664
1,26,mutant,design_param,meta.bottom.v,,SkirtLevels,0.7227847060785081
2,4,mutant,design_param,meta.bottom.v,,SkirtLevels,0.7227847060785081
2,8,offspring,design_param,collar.b_bezier_y.v,0.1,0.07268698401503279,0.6514414592985163
2,9,offspring,design_param,meta.wb.v,StraightWB,FittedWB,0.6484481368535394
2,9,offspring,design_param,meta.wb.range.0,StraightWB,FittedWB,0.6484481368535394
2,9,offspring,design_param,meta.wb.range.1,FittedWB,,0.6484481368535394
2,10,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,Bezier2NeckHalf,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.661907792157552
2,10,offspring,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.661907792157552
2,11,offspring,design_param,meta.bottom.v,,SkirtLevels,0.7161632642302908
2,11,offspring,design_param,meta.upper.range.0,FittedShirt,Shirt,0.7161632642302908
2,11,offspring,design_param,meta.upper.range.1,Shirt,,0.7161632642302908
2,11,offspring,design_param,meta.upper.v,FittedShirt,Shirt,0.7161632642302908
2,12,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.7488649653190643,0.6613185303914226
2,14,offspring,design_param,collar.fc_depth.v,0.4,1.2024778361573008,0.6215489719735978
2,17,offspring,design_param,meta.bottom.v,,SkirtLevels,0.6073032452128045
2,17,offspring,design_param,collar.f_flip_curve.range.1,False,,0.6073032452128045
2,17,offspring,design_param,collar.f_flip_curve.v,False,True,0.6073032452128045
2,18,mutant,design_param,left.collar.f_flip_curve.v,False,True,0.7307800752473163
2,18,mutant,design_param,left.collar.f_flip_curve.range.1,False,,0.7307800752473163
2,19,mutant,design_param,shirt.strapless.v,False,True,0.6827166179769083
2,19,mutant,design_param,shirt.strapless.range.1,False,,0.6827166179769083
2,20,mutant,design_param,left.sleeve.cuff.top_ruffle.v,1,1.6739696449274883,0.7284020020003845
2,21,mutant,design_param,shirt.length.v,1.2,1.0775915775187253,0.6654444363344398
2,22,mutant,design_param,collar.width.v,0.2,0.02405929279822916,0.6297470800192648
2,25,mutant,design_param,collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.6146076705275243
2,25,mutant,design_param,meta.bottom.v,,SkirtLevels,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.v,CircleNeckHalf,TrapezoidNeckHalf,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.6146076705275243
2,25,mutant,design_param,collar.f_collar.range.6,Bezier2NeckHalf,,0.6146076705275243
2,26,mutant,design_param,meta.bottom.v,,SkirtLevels,0.6702674981799828
3,2,mutant,design_param,left.collar.f_flip_curve.v,False,True,0.7307800752473163
3,2,mutant,design_param,left.collar.f_flip_curve.range.1,False,,0.7307800752473163
3,5,mutant,design_param,left.sleeve.cuff.top_ruffle.v,1,1.6739696449274883,0.7284020020003845
3,7,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.5064041575572801,0.7284020020003845
3,8,offspring,design_param,left.collar.f_bezier_x.v,0.3,0.7753117347971282,0.7284020020003845
3,8,offspring,design_param,left.sleeve.cuff.top_ruffle.v,1,1.6739696449274883,0.7284020020003845
3,9,offspring,design_param,left.collar.fc_angle.v,95,92,0.6484481368535394
3,9,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.6484481368535394
3,9,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.6484481368535394
3,11,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.6514414592985163
3,11,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.6514414592985163
3,11,offspring,design_param,collar.bc_angle.v,95,88,0.6514414592985163
3,12,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.4093214822443038,0.7284020020003845
3,13,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.6484481368535394
3,13,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.6484481368535394
3,15,offspring,design_param,left.sleeve.cuff.top_ruffle.v,1,1.6739696449274883,0.6654444363344398
3,16,offspring,design_param,collar.f_bezier_y.v,0.55,0.7686663912830808,0.6653128106103353
3,18,mutant,design_param,waistband.waist.v,1.0,1.0168468000873268,0.6695686872602064
3,19,mutant,design_param,left.collar.f_bezier_y.v,0.55,0.6404299829433596,0.7307800752473163
3,19,mutant,design_param,left.collar.f_flip_curve.v,False,True,0.7307800752473163
3,19,mutant,design_param,left.collar.f_flip_curve.range.1,False,,0.7307800752473163
3,22,mutant,design_param,collar.component.style.v,,SimpleLapel,0.7449391015191679
3,23,mutant,design_param,left.sleeve.cuff.top_ruffle.v,1,1.6739696449274883,0.661907792157552
3,24,mutant,design_param,meta.bottom.v,,SkirtCircle,0.7307800752473163
3,25,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.6421607191155568,0.7307800752473163
4,1,mutant,design_param,collar.component.style.v,,SimpleLapel,0.7449391015191679
4,3,mutant,design_param,left.collar.f_flip_curve.v,False,True,0.7307800752473163
4,3,mutant,design_param,left.collar.f_flip_curve.range.1,False,,0.7307800752473163
