avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_swap
0.696940682006112,0.7383481897582804,0.7078718828138908,0.6791356444249872,0.6830285213473299,0.7683797658549383,0.0,1,-0.03345568427110316,-0.0684896282279154,-0.047769365707748666,-0.040708419342034625,-0.03162579162400652,-0.023203136725636696
0.7161103658173169,0.7538879979139659,0.7185067069395472,0.713228622180228,0.680274343780098,0.7783514931226796,0.009971727267741315,2,-0.03596442633862672,-0.04499629804666018,-0.01858614952381521,-0.03558103309395834,-0.033872616856282255,-0.047074361101746565
0.7175771081421359,0.7646012026979778,0.7237601062169409,0.7220908639691962,0.6277659979788356,0.7783514931226796,0.0,3,-0.04118421281082283,-0.04609096494509405,-0.040855502586407355,-0.05790150495872527,-0.033477930878204006,-0.03920584777143118
0.7270697889209307,0.7684870397531685,0.7205992290777389,0.7328701056203949,0.6883335106636036,0.7783514931226796,0.0,4,-0.04756131953711838,-0.03887570143507011,-0.05351697146282972,-0.04289600588574889,-0.044192872041203174,-0.0601349659291624
0.7235499994928667,0.772131936894896,0.7261629702655931,0.7157111568088153,0.6958715497361376,0.7837527933336558,0.005401300210976179,5,-0.045996761321024385,-0.05831113762902214,-0.04702474157582144,-0.05695680088429414,-0.036373879969125736,-0.0455285905613083
0.73776822313282,0.7741392819602293,0.7288486585476942,0.7497355331395243,0.6892061826190974,0.7837527933336558,0.0,6,-0.046277523373496554,-0.02659256704024886,-0.043872550212899486,-0.0492429901368147,-0.04519816528250765,-0.04550983375682257
0.7472619329989104,0.7817320546256521,0.7332699017349298,0.7681972430263211,0.6850186963184453,0.7857977013293589,0.0020449079957031158,7,-0.047656706730188625,-0.015355375984979347,-0.03389288499157486,-0.059178129796134876,-0.041352519966447336,-0.047027411007521606
0.7491161396787311,0.783957284133226,0.7354177010632923,0.7700555734694985,0.685311014522922,0.7857977013293589,0.0,8,-0.048386214970256115,-0.014208446863082721,-0.006538713873208035,-0.06168269295343353,-0.042375786875963065,-0.05144081441460462
0.748240730081055,0.783957284133226,0.7342100507926204,0.7698518654259362,0.6822023518030973,0.7857977013293589,0.0,9,-0.04969611064071318,-0.014258786806967249,-0.0169684659194545,-0.07078874365941706,-0.039421700226012324,-0.03759385443852216
0.7461586877658627,0.7841617749327963,0.7326401561665153,0.7609314348132482,0.7031387388067756,0.7857977013293589,0.0,10,-0.05147049606638843,-0.023792689818366373,-0.03450936238663016,-0.06272536765723473,-0.05701522141935309,-0.02702476759577277
