parameter,piece_id,old_path,new_path
levels-skirt.level,skirt_back,"[[0.0, 49.60587369083106], [10.000000000000004, 0.0], [10.000000000000004, 0.0], [67.54213560018817, 0.0], [67.54213560018817, 0.0], [77.54213560018817, 49.60587369083106], [77.54213560018817, 49.60587369083106], [0.0, 49.60587369083106]]","[[0.0, 49.60587369083106], [10.000000000000004, 0.0], [10.000000000000004, 0.0], [67.54213560018817, 0.0], [67.54213560018817, 0.0], [77.54213560018817, 49.60587369083106], [77.54213560018817, 49.60587369083106], [0.0, 49.60587369083106]]"
levels-skirt.level,skirt_front,"[[0.0, 49.60587369083106], [10.000000000000004, 0.0], [10.0, 0.0], [73.69366175493406, 0.0], [73.69366175493406, 0.0], [83.69366175493406, 49.60587369083106], [83.69366175493406, 49.60587369083106], [0.0, 49.60587369083106]]","[[0.0, 49.60587369083106], [10.000000000000004, 0.0], [10.0, 0.0], [73.69366175493406, 0.0], [73.69366175493406, 0.0], [83.69366175493406, 49.60587369083106], [83.69366175493406, 49.60587369083106], [0.0, 49.60587369083106]]"
