avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain
0.6950518623565481,0.6950518623565481,0.0,0.0,0.6950518623565481,0.7740733424836632,0.0,0,0.0,0.0
0.7632655345929719,0.7590056788482312,0.0,0.0,0.7717852460824531,0.8090714354003691,0.03499809291670586,1,0.0,0.0
0.7461669603278861,0.7700194039022324,0.0,0.7537371220468528,0.6959386859395379,0.8090714354003691,0.0,2,0.0,-0.02033622043681038
0.7465653541414077,0.7700194039022324,0.0,0.0,0.6996572546197583,0.8090714354003691,0.0,3,0.0,0.0
0.7429744958521475,0.7700194039022324,0.0,0.0,0.6888846797519775,0.8090714354003691,0.0,4,0.0,0.0
0.7565306395087203,0.7700194039022324,0.0,0.0,0.7295531107216963,0.8090714354003691,0.0,5,0.0,0.0
0.7437741132455346,0.7700194039022324,0.0,0.7740733424836632,0.6811837888527625,0.8090714354003691,0.0,6,0.0,0.0
0.7529400608741984,0.7734087739750342,0.0,0.7740733424836632,0.7049582074693719,0.8090714354003691,0.0,7,0.0,0.0
0.7710843699763995,0.7766772578492595,0.0,0.7740733424836632,0.7579059458925036,0.8090714354003691,0.0,8,0.0,0.0
0.734508018481879,0.7799063579697808,0.0,0.0,0.6437113395060753,0.8090714354003691,0.0,9,0.0,0.0
0.7637225731528703,0.7799063579697808,0.0,0.7740733424836632,0.7279047470754514,0.8090714354003691,0.0,10,0.0,-0.03499809291670586
