generation,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain,mean_random_gain
1,0.41346222329370635,0.4740326795153026,0.4313404503702117,0.5813306929109004,0.0,0.14640345728330512,0.20697391350490135,0.16428168435981044
2,0.43093833593827213,0.4763916557181134,0.4259223745227133,0.5813306929109004,0.0,0.14677129754505425,0.19222461732489554,0.14175533612949542
3,0.4368649476198619,0.5048289709647797,0.40422258121713545,0.5993168518214957,0.017986158910595296,0.14785731108210726,0.2158213344270251,0.11521494467938082
4,0.43703834978800316,0.4591828243490452,0.4201580530000974,0.5993168518214957,0.0,0.1429458890844828,0.16509036364552487,0.12606559229657704
