avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain
2.206568099926229,2.206568099926229,0.0,0.0,2.206568099926229,2.7782586808477836,0.0,0,0.0,0.0
2.3150579008189225,2.5539154005901312,2.42892536758152,2.1333204593906756,2.1440703757133646,2.7782586808477836,0.0,1,-0.020298534966924197,-0.3622985793202947
2.423973665917873,2.6806650945720656,2.3656378530455724,2.433529718834446,2.21606199721941,2.779878656311213,0.0016199754634294017,2,-0.2674721568725158,-0.3158250296257227
2.4729033392526096,2.706603923410645,2.573260696400913,2.351549400638313,2.2601993365605715,2.8155393746344504,0.03566071832323736,3,-0.1671659824117076,-0.42832925567290037
2.4913496479594195,2.755083975113237,2.62488410841333,2.480183201277911,2.1052473070332,2.9817871593473635,0.16624778471291313,4,-0.19065526622112,-0.33535617335653933
2.517902071300867,2.7979477442116374,2.537166900267862,2.662612312445633,2.0738813282783326,2.9817871593473635,0.0,5,-0.20640751906861063,-0.12961793151922354
2.493675760475893,2.816434205211876,2.5538415448624794,2.4355893026668722,2.168837989162344,2.9817871593473635,0.0,6,-0.2260371114487337,-0.3862313683937749
2.498976008472503,2.8254402223610233,2.5175674299415056,2.5941016698433157,2.0587947117441696,2.9817871593473635,0.0,7,-0.26231122636970716,-0.22771900121733096
2.551260399697181,2.8344673284559487,2.5287617094594474,2.7091148012255792,2.132697759647751,3.0977486879661624,0.11596152861879894,8,-0.25111694685176594,-0.1610349160348863
2.571979220682616,2.8862682722582482,2.5717243406411607,2.4601428115918957,2.3697814582391565,3.0977486879661624,0.0,9,-0.2500963304194859,-0.3616778594687511
2.474257731611314,2.8924593787315422,2.4135457718360405,2.4828735932472688,2.108152182630404,3.0977486879661624,0.0,10,-0.4082748992246062,-0.3872761240131969
2.547934397182207,2.915275025893498,2.554988514612094,2.518926495379135,2.202547552844099,3.0977486879661624,0.0,11,-0.32405096572344017,-0.46286066396822817
2.6274383060214364,2.9194025596772892,2.886337967853219,2.6105315721315145,2.093481124423723,3.114073613935006,0.016324925968843385,12,-0.21141072011294343,-0.38183807820138604
2.646806172653045,3.014086087803097,2.6400559479306684,2.7575951969011743,2.175487457977243,3.114073613935006,0.0,13,-0.4576927400354939,-0.35647841703383165
2.7291440849729898,3.07117542031669,2.792638411445221,2.718896058386888,2.3338664497431583,3.114073613935006,0.0,14,-0.30511027652094147,-0.382142592578412
2.7702480733312993,3.097858497540056,2.7931540851920906,2.928270967404016,2.261708743189035,3.114073613935006,0.0,15,-0.30788456577320983,-0.1858026465309896
2.649759793172308,3.108428166138192,2.8000955824597673,2.5682888830801818,2.1222265410110888,3.199692996722123,0.085619382787117,16,-0.31397803147523834,-0.545784730854824
2.6616482490678024,3.1215585859076422,2.7811391879479683,2.682567329775215,2.061327892640386,3.199692996722123,0.0,17,-0.3329344259870372,-0.43150628415979114
2.7451176898030143,3.1236333022570832,2.7405008034788234,2.8440117532758977,2.2723249002002532,3.199692996722123,0.0,18,-0.37357281045618207,-0.27006186065910753
2.647834351615711,3.1246919957698966,2.6579061935094317,2.6788412582823415,2.129897958901172,3.199692996722123,0.0,19,-0.4561674204255741,-0.5208517384397809
2.6401107277763507,3.1246919957698966,2.7589575287409738,2.755278794526673,1.9215145920678558,3.199692996722123,0.0,20,-0.3551160851940317,-0.35879481940833285
2.7110777778389212,3.125030383449034,2.6969020698729356,2.737141796039084,2.285236861994634,3.199692996722123,0.0,21,-0.4171715440620697,-0.38690931832958037
2.744649062952995,3.127025883535766,2.821428811004945,2.697150071101972,2.3329914861692957,3.199692996722123,0.0,22,-0.3026223033637191,-0.4203074196244033
2.782443411543513,3.1304690124636894,2.8423537519570004,2.869805571612424,2.2871453101409385,3.199692996722123,0.0,23,-0.2762186499562627,-0.25424554275624056
2.7036824604051413,3.1324628921655986,2.7648951898730147,2.776670926236048,2.140700833345899,3.199692996722123,0.0,24,-0.3597653591901291,-0.3473801881326165
2.7938982865344224,3.132645722573942,2.7497343707787323,2.903626054541162,2.3895869982438525,3.199692996722123,0.0,25,-0.374316743589932,-0.2204250598275029
2.7200178502456263,3.1345046044068257,2.743605387153548,2.866187866016835,2.1357735434053007,3.199692996722123,0.0,26,-0.3810551619095958,-0.25847268304630877
