pattern,algorithm,split,run,usage_bb,concave_hull,rest_length
rand_1HF52EAFZ4_specification,NFP,True,1,0.50855640971041,0.6173316571011124,32.20399999999999
rand_1HF52EAFZ4_specification,NFP,True,2,0.5513359313621738,0.621164466930437,11.594999999999999
rand_1HQAX4I58N_specification,BL,False,0,0.29965920942102287,0.6148555239304032,28.0
rand_1HQAX4I58N_specification,BL,False,1,0.24613129527391975,0.3583547477320187,2.0
rand_1HQAX4I58N_specification,BL,False,2,0.3103900036274082,0.6282406223675544,32.0
rand_1HQAX4I58N_specification,NFP,False,0,0.4564550840279466,0.58707880376172,2.6310000000000002
rand_1HQAX4I58N_specification,NFP,False,1,0.500199220426891,0.5679833736562082,7.882999999999981
rand_1HQAX4I58N_specification,NFP,False,2,0.5495265882137421,0.6806404260730821,11.805000000000007
rand_1HQAX4I58N_specification,BL,True,0,0.33636003106237633,0.6650474108361353,20.0
rand_1HQAX4I58N_specification,BL,True,1,0.41174663421398017,0.6668488166664992,42.0
rand_1HQAX4I58N_specification,BL,True,2,0.3103196812138648,0.6471176548690184,10.0
rand_1HQAX4I58N_specification,NFP,True,0,0.6133390296976655,0.6758234505643095,12.379999999999995
rand_1HQAX4I58N_specification,NFP,True,1,0.5421955311882828,0.656019127425654,11.866000000000014
rand_1HQAX4I58N_specification,NFP,True,2,0.6365604252928031,0.7212457707871601,37.99799999999999
rand_1HVSA5XZI5_specification,BL,False,0,0.3950654998457057,0.7476630199139478,10.0
rand_1HVSA5XZI5_specification,BL,False,1,0.0,0.0,0.0
rand_1HVSA5XZI5_specification,BL,False,2,0.4487011218002907,0.7381191657177624,10.0
rand_1HVSA5XZI5_specification,NFP,False,0,0.6637858010034199,0.8098589304295096,6.832999999999998
rand_1HVSA5XZI5_specification,NFP,False,1,0.6954792070650944,0.797304646093871,8.199000000000012
rand_1HVSA5XZI5_specification,NFP,False,2,0.6684495362342597,0.7703283539120961,11.561999999999983
rand_1HVSA5XZI5_specification,BL,True,0,0.0,0.0,0.0
rand_1HVSA5XZI5_specification,BL,True,1,0.0,0.0,0.0
rand_1HVSA5XZI5_specification,BL,True,2,0.0,0.0,0.0
rand_1HVSA5XZI5_specification,NFP,True,0,0.5861053157501389,0.7822251827906457,7.439999999999998
rand_1HVSA5XZI5_specification,NFP,True,1,0.4417064914285715,0.7477245084743709,14.0
rand_1HVSA5XZI5_specification,NFP,True,2,0.5204057554914979,0.7026894815560446,7.439999999999998
rand_1HVSYIRHH1_specification,BL,False,0,0.5837728549842804,0.790361498748575,88.0
rand_1HVSYIRHH1_specification,BL,False,1,0.616624592996281,0.7995344366049691,88.0
rand_1HVSYIRHH1_specification,BL,False,2,0.4647679787149705,0.7721109878298908,72.0
rand_1HVSYIRHH1_specification,NFP,False,0,0.5929045813196044,0.6788152320706449,22.433999999999997
rand_1HVSYIRHH1_specification,NFP,False,1,0.5692166414214695,0.6764375573357366,20.33099999999999
rand_1HVSYIRHH1_specification,NFP,False,2,0.6397206018105297,0.7604026146594953,14.836999999999989
rand_1HVSYIRHH1_specification,BL,True,0,0.35129467245996543,0.6952079931145633,42.0
rand_1HVSYIRHH1_specification,BL,True,1,0.43846387061100545,0.7360531171839909,62.0
rand_1HVSYIRHH1_specification,BL,True,2,0.3142500194109972,0.7229856118935161,30.0
rand_1HVSYIRHH1_specification,NFP,True,0,0.507080352802599,0.7141980031120018,33.00800000000001
rand_1HVSYIRHH1_specification,NFP,True,1,0.6855236644184279,0.8215592767992035,68.83099999999999
rand_1HVSYIRHH1_specification,NFP,True,2,0.5856783733525055,0.7263887853852153,44.40199999999999
rand_1HX9UGCJ83_specification,BL,False,0,0.491211003901281,0.8517759356889287,56.0
rand_1HX9UGCJ83_specification,BL,False,1,0.6496898743637016,0.8810616838747812,94.0
rand_1HX9UGCJ83_specification,BL,False,2,0.5388326903713403,0.6665868480308078,56.0
rand_1HX9UGCJ83_specification,NFP,False,0,0.5113263052500825,0.6637649883925351,36.768
rand_1HX9UGCJ83_specification,NFP,False,1,0.4707526116393017,0.6738594742205354,12.034999999999997
rand_1HX9UGCJ83_specification,NFP,False,2,0.5130194906030957,0.6829467386421629,66.30199999999999
rand_1HX9UGCJ83_specification,BL,True,0,0.38979591055183493,0.7934431694396034,54.0
rand_1HX9UGCJ83_specification,BL,True,1,0.35541311414532545,0.5481172188238288,54.0
rand_1HX9UGCJ83_specification,BL,True,2,0.31613904130954545,0.6568702449946383,42.0
rand_1HX9UGCJ83_specification,NFP,True,0,0.5639424652030665,0.7246642824849571,57.16300000000001
rand_1HX9UGCJ83_specification,NFP,True,1,0.6979928706936707,0.7706570121208239,77.483
rand_1HX9UGCJ83_specification,NFP,True,2,0.5874715615095658,0.6972540018218504,64.037
rand_1HYC1IS9KL_specification,BL,False,0,0.5501713303966907,0.7242691882273048,104.0
rand_1HYC1IS9KL_specification,BL,False,1,0.4638593334556793,0.7434110183853313,82.0
rand_1HYC1IS9KL_specification,BL,False,2,0.3560667062367738,0.6627137287625303,82.0
rand_1HYC1IS9KL_specification,NFP,False,0,0.42616564009621405,0.7167307241095219,17.909999999999997
rand_1HYC1IS9KL_specification,NFP,False,1,0.4207623762537592,0.7901971439431992,25.76599999999999
rand_1HYC1IS9KL_specification,NFP,False,2,0.5327780865416679,0.761329619762737,20.905
rand_1HYC1IS9KL_specification,BL,True,0,0.5316474504744159,0.6707575348772534,104.0
rand_1HYC1IS9KL_specification,BL,True,1,0.5373674650304614,0.6953672292682307,104.0
rand_1HYC1IS9KL_specification,BL,True,2,0.43936108386591344,0.6986077704288621,104.0
rand_1HYC1IS9KL_specification,NFP,True,0,0.598623453215747,0.7265278163924113,72.578
rand_1HYC1IS9KL_specification,NFP,True,1,0.5472115261834734,0.6520577879533342,50.117999999999995
rand_1HYC1IS9KL_specification,NFP,True,2,0.6049823005423973,0.7542203197410591,58.78
rand_1IPAPWY5UN_specification,BL,False,0,0.38261677091931967,0.6646900467455016,96.0
rand_1IPAPWY5UN_specification,BL,False,1,0.33352461277704637,0.6359676409466181,92.0
rand_1IPAPWY5UN_specification,BL,False,2,0.44463874131246245,0.6352061417807958,92.0
rand_1IPAPWY5UN_specification,NFP,False,0,0.45332607270900604,0.6309141916679102,66.002
rand_1IPAPWY5UN_specification,NFP,False,1,0.4714843282411093,0.5516266158798322,70.363
rand_1IPAPWY5UN_specification,NFP,False,2,0.3566981062093634,0.5521229855437232,54.203
rand_1IPAPWY5UN_specification,BL,True,0,0.25919578850192343,0.5961688780962341,92.0
rand_1IPAPWY5UN_specification,BL,True,1,0.3122121188390756,0.6191000340261111,96.0
rand_1IPAPWY5UN_specification,BL,True,2,0.2917468423300281,0.6404518458188141,96.0
rand_1IPAPWY5UN_specification,NFP,True,0,0.5420001195728851,0.6980607638543496,85.133
rand_1IPAPWY5UN_specification,NFP,True,1,0.5962001030140962,0.6726234825198679,77.549
rand_1IPAPWY5UN_specification,NFP,True,2,0.6483851469054507,0.7478180862740345,77.392
rand_1IUGN6FAZ3_specification,BL,False,0,0.39026628498790017,0.6957230072555076,68.0
rand_1IUGN6FAZ3_specification,BL,False,1,0.451939853438023,0.6665813525753346,78.0
rand_1IUGN6FAZ3_specification,BL,False,2,0.3090849796544421,0.6964548595302824,42.0
rand_1IUGN6FAZ3_specification,NFP,False,0,0.49549443838342333,0.7063275284185401,6.414999999999992
rand_1IUGN6FAZ3_specification,NFP,False,1,0.5681906939579366,0.7207763057761162,14.090000000000003
rand_1IUGN6FAZ3_specification,NFP,False,2,0.5550572828775366,0.6970310681308214,25.613
rand_1IUGN6FAZ3_specification,BL,True,0,0.2990255755824324,0.6852676313660012,30.0
rand_1IUGN6FAZ3_specification,BL,True,1,0.44876446789161184,0.7088579039933459,66.0
rand_1IUGN6FAZ3_specification,BL,True,2,0.3635345585329178,0.6904277867128001,46.0
rand_1IUGN6FAZ3_specification,NFP,True,0,0.6533156101007271,0.7775943050306448,35.911
rand_1IUGN6FAZ3_specification,NFP,True,1,0.6143294682271268,0.7235740333212499,38.208
rand_1IUGN6FAZ3_specification,NFP,True,2,0.6646483226173538,0.783963337187712,36.75399999999999
rand_1JGSONFALQ_specification,BL,False,0,0.3401497898555772,0.7749383030017976,30.0
rand_1JGSONFALQ_specification,BL,False,1,0.4813887045146319,0.7199775589188486,56.0
rand_1JGSONFALQ_specification,BL,False,2,0.4459037384625806,0.7101420736755699,56.0
rand_1JGSONFALQ_specification,NFP,False,0,0.5573594311867263,0.670075304757192,14.691000000000003
rand_1JGSONFALQ_specification,NFP,False,1,0.4598711820834186,0.6566899468428941,21.206999999999994
rand_1JGSONFALQ_specification,NFP,False,2,0.5785420596936487,0.7571062494293331,14.534999999999997
rand_1JGSONFALQ_specification,BL,True,0,0.0,0.0,0.0
rand_1JGSONFALQ_specification,BL,True,1,0.4050503836753149,0.6693925809598323,34.0
rand_1JGSONFALQ_specification,BL,True,2,0.0,0.0,0.0
rand_1JGSONFALQ_specification,NFP,True,0,0.6037797858243729,0.7358820700351452,5.397999999999996
rand_1JGSONFALQ_specification,NFP,True,1,0.6352703470217075,0.7804410211446788,29.232
rand_1JGSONFALQ_specification,NFP,True,2,0.546147615366659,0.6754876271473838,22.783
rand_1KMN65OI4O_specification,BL,False,0,0.35823658188817764,0.5963866216839807,70.0
rand_1KMN65OI4O_specification,BL,False,1,0.25629902867899684,0.5701975243671106,54.0
rand_1KMN65OI4O_specification,BL,False,2,0.47097265193952836,0.6148520254596683,88.0
rand_1KMN65OI4O_specification,NFP,False,0,0.5522781042252257,0.6316540262783861,29.203000000000003
rand_1KMN65OI4O_specification,NFP,False,1,0.5381483095979309,0.6525620080618223,53.672
rand_1KMN65OI4O_specification,NFP,False,2,0.5216433732171543,0.6343299308109928,42.141999999999996
rand_1KMN65OI4O_specification,BL,True,0,0.0,0.0,0.0
rand_1KMN65OI4O_specification,BL,True,1,0.0,0.0,0.0
rand_1KMN65OI4O_specification,BL,True,2,0.0,0.0,0.0
rand_1KMN65OI4O_specification,NFP,True,0,0.5887071865767033,0.668165947752345,62.777
rand_1KMN65OI4O_specification,NFP,True,1,0.5622584213741844,0.618860175368317,68.581
rand_1KMN65OI4O_specification,NFP,True,2,0.5922409232399721,0.6638756649015652,62.562
rand_1LBQ0YSHNA_specification,BL,False,0,0.5051868504129248,0.7751059736383038,54.0
rand_1LBQ0YSHNA_specification,BL,False,1,0.3608234083094485,0.7370885973174507,56.0
rand_1LBQ0YSHNA_specification,BL,False,2,0.41674774526585623,0.727911591843637,54.0
rand_1LBQ0YSHNA_specification,NFP,False,0,0.5910540353160858,0.7742918121298223,63.56999999999999
rand_1LBQ0YSHNA_specification,NFP,False,1,0.4467459392557599,0.7247126077412219,12.343999999999994
rand_1LBQ0YSHNA_specification,NFP,False,2,0.5900705963622275,0.7626209002050454,69.281
rand_1LBQ0YSHNA_specification,BL,True,0,0.3536449658176371,0.5813780856014746,52.0
rand_1LBQ0YSHNA_specification,BL,True,1,0.32418030774386025,0.743900148221681,46.0
rand_1LBQ0YSHNA_specification,BL,True,2,0.35133750139848546,0.6065958206133589,48.0
rand_1LBQ0YSHNA_specification,NFP,True,0,0.5409080687933592,0.6817920302402739,76.593
rand_1LBQ0YSHNA_specification,NFP,True,1,0.5166888209915891,0.6545389046545493,61.735
rand_1LBQ0YSHNA_specification,NFP,True,2,0.5686797766508198,0.6588182453605553,60.667
rand_1LEED0NHXS_specification,BL,False,0,0.0,0.0,0.0
rand_1LEED0NHXS_specification,BL,False,1,0.0,0.0,0.0
rand_1LEED0NHXS_specification,BL,False,2,0.36288699727797635,0.7180424312745635,10.0
rand_1LEED0NHXS_specification,NFP,False,0,0.45702625046738904,0.6350422356245877,4.2479999999999905
rand_1LEED0NHXS_specification,NFP,False,1,0.6008996966949294,0.7264352973261607,15.982
rand_1LEED0NHXS_specification,NFP,False,2,0.5573272547701908,0.6924883523563544,24.301000000000002
rand_1LEED0NHXS_specification,BL,True,0,0.0,0.0,0.0
rand_1LEED0NHXS_specification,BL,True,1,0.0,0.0,0.0
rand_1LEED0NHXS_specification,BL,True,2,0.0,0.0,0.0
rand_1LEED0NHXS_specification,NFP,True,0,0.5893888664029808,0.6836850340758436,36.647999999999996
rand_1LEED0NHXS_specification,NFP,True,1,0.5944351360329636,0.7072590412860742,17.232
rand_1LEED0NHXS_specification,NFP,True,2,0.6053204332795699,0.6807807894841309,23.564999999999998
rand_1LVXR8X01T_specification,BL,False,0,0.0,0.0,0.0
rand_1LVXR8X01T_specification,BL,False,1,0.0,0.0,0.0
rand_1LVXR8X01T_specification,BL,False,2,0.0,0.0,0.0
rand_1LVXR8X01T_specification,NFP,False,0,0.5247975969961067,0.6871514087702578,1.0930000000000177
rand_1LVXR8X01T_specification,NFP,False,1,0.5894370682706002,0.7440700930247326,29.015
rand_1LVXR8X01T_specification,NFP,False,2,0.529976287673592,0.7162455372171486,3.7050000000000125
rand_1LVXR8X01T_specification,BL,True,0,0.0,0.0,0.0
rand_1LVXR8X01T_specification,BL,True,1,0.0,0.0,0.0
rand_1LVXR8X01T_specification,BL,True,2,0.0,0.0,0.0
rand_1LVXR8X01T_specification,NFP,True,0,0.6824803486879529,0.7515538363253076,20.185000000000002
rand_1LVXR8X01T_specification,NFP,True,1,0.6305013173963435,0.7206185298657531,2.5759999999999934
rand_1LVXR8X01T_specification,NFP,True,2,0.6574019791072373,0.7307150339816284,16.569999999999993
rand_1M2JK33RS6_specification,BL,False,0,0.8283700798838756,0.9098610895026835,84.0
rand_1M2JK33RS6_specification,BL,False,1,0.8283700798838756,0.9081048351533061,84.0
rand_1M2JK33RS6_specification,BL,False,2,0.8283700798838756,0.9081048351533061,84.0
rand_1M2JK33RS6_specification,NFP,False,0,0.5592106352026213,0.806624230411607,40.455
rand_1M2JK33RS6_specification,NFP,False,1,0.5592106352026213,0.806624230411607,40.455
rand_1M2JK33RS6_specification,NFP,False,2,0.5610932525752681,0.8018034859946278,40.78899999999999
rand_1M2JK33RS6_specification,BL,True,0,0.7405201656727365,0.8323915302987279,88.0
rand_1M2JK33RS6_specification,BL,True,1,0.7135101663007563,0.8257417506911293,88.0
rand_1M2JK33RS6_specification,BL,True,2,0.615639654493782,0.7656281745152591,88.0
rand_1M2JK33RS6_specification,NFP,True,0,0.5704436477264035,0.6926565859334728,56.67099999999999
rand_1M2JK33RS6_specification,NFP,True,1,0.4881481791768924,0.6666959631598545,57.931
rand_1M2JK33RS6_specification,NFP,True,2,0.4881481791768924,0.6666959631598545,57.931
rand_1MDU61713G_specification,BL,False,0,0.5499646450988049,0.8768296589226326,86.0
rand_1MDU61713G_specification,BL,False,1,0.555454001258155,0.6905123458202364,86.0
rand_1MDU61713G_specification,BL,False,2,0.6804845990349644,0.7049256580842127,86.0
rand_1MDU61713G_specification,NFP,False,0,0.6813258218050963,0.8626387735183298,4.1059999999999945
rand_1MDU61713G_specification,NFP,False,1,0.5759994797753828,0.7793422851087594,46.09100000000001
rand_1MDU61713G_specification,NFP,False,2,0.54787967217669,0.6731945985502825,40.34700000000001
rand_1MDU61713G_specification,BL,True,0,0.5702087837192718,0.6707183575471563,84.0
rand_1MDU61713G_specification,BL,True,1,0.4845774780176138,0.833513128753712,84.0
rand_1MDU61713G_specification,BL,True,2,0.4329953370616982,0.7425360108896285,84.0
rand_1MDU61713G_specification,NFP,True,0,0.555338518511689,0.7453841098848903,36.641000000000005
rand_1MDU61713G_specification,NFP,True,1,0.6718204220711258,0.8949179413324446,62.968
rand_1MDU61713G_specification,NFP,True,2,0.4978668251401944,0.6947839948765786,55.485
rand_1MEK9KSFTO_specification,BL,False,0,0.6042521860575252,0.6958794231217862,96.0
rand_1MEK9KSFTO_specification,BL,False,1,0.5016779458953176,0.6757346269375477,96.0
rand_1MEK9KSFTO_specification,BL,False,2,0.547710444024323,0.7224589843032102,100.0
rand_1MEK9KSFTO_specification,NFP,False,0,0.5731552826359502,0.7683719860128407,86.959
rand_1MEK9KSFTO_specification,NFP,False,1,0.5646451026641373,0.7371167525730522,77.65299999999999
rand_1MEK9KSFTO_specification,NFP,False,2,0.6286360245856443,0.7033818129336235,72.333
rand_1MEK9KSFTO_specification,BL,True,0,0.3566433610739971,0.728121770662005,96.0
rand_1MEK9KSFTO_specification,BL,True,1,0.38289369755362096,0.5964604664216333,96.0
rand_1MEK9KSFTO_specification,BL,True,2,0.4411733148276289,0.7440668875923132,96.0
rand_1MEK9KSFTO_specification,NFP,True,0,0.5843959927205634,0.7494485564713187,89.705
rand_1MEK9KSFTO_specification,NFP,True,1,0.5439716485258532,0.700036427162767,91.938
rand_1MEK9KSFTO_specification,NFP,True,2,0.5395493624091535,0.6872814863232881,95.28999999999999
rand_1MNU6T6EX1_specification,BL,False,0,0.5471304044412598,0.7094201777511,86.0
rand_1MNU6T6EX1_specification,BL,False,1,0.5485192292874215,0.6967553859995183,88.0
rand_1MNU6T6EX1_specification,BL,False,2,0.5786181389372524,0.6858206726844734,86.0
rand_1MNU6T6EX1_specification,NFP,False,0,0.48715612980577905,0.6868023259413836,9.912000000000006
rand_1MNU6T6EX1_specification,NFP,False,1,0.5976556950202362,0.774969293545069,10.602000000000004
rand_1MNU6T6EX1_specification,NFP,False,2,0.5362703178963868,0.6598797451983714,3.419000000000011
rand_1MNU6T6EX1_specification,BL,True,0,0.0,0.0,0.0
rand_1MNU6T6EX1_specification,BL,True,1,0.0,0.0,0.0
rand_1MNU6T6EX1_specification,BL,True,2,0.2739649596754725,0.6577632040353855,24.0
rand_1MNU6T6EX1_specification,NFP,True,0,0.5771553755959273,0.6598901973437334,7.9410000000000025
rand_1MNU6T6EX1_specification,NFP,True,1,0.5434321526928608,0.5829756322641327,20.120999999999995
rand_1MNU6T6EX1_specification,NFP,True,2,0.5817907661509258,0.6822918908728716,24.44399999999999
rand_1MQJR75Q15_specification,BL,False,0,0.0,0.0,0.0
rand_1MQJR75Q15_specification,BL,False,1,0.0,0.0,0.0
rand_1MQJR75Q15_specification,BL,False,2,0.0,0.0,0.0
rand_1MQJR75Q15_specification,NFP,False,0,0.0,0.0,0.0
rand_1MQJR75Q15_specification,NFP,False,1,0.0,0.0,0.0
rand_1MQJR75Q15_specification,NFP,False,2,0.0,0.0,0.0
rand_1MQJR75Q15_specification,BL,True,0,0.0,0.0,0.0
rand_1MQJR75Q15_specification,BL,True,1,0.0,0.0,0.0
rand_1MQJR75Q15_specification,BL,True,2,0.0,0.0,0.0
rand_1MQJR75Q15_specification,NFP,True,0,0.6287686654543705,0.7296972999379964,18.27199999999999
rand_1MQJR75Q15_specification,NFP,True,1,0.633021258554076,0.7319717577861486,26.19999999999999
rand_1MQJR75Q15_specification,NFP,True,2,0.5897387991137899,0.6835739281572465,16.433999999999997
rand_1NCR15V3Q7_specification,BL,False,0,0.699803241108271,0.8115645676503928,100.0
rand_1NCR15V3Q7_specification,BL,False,1,0.4880598194708542,0.7692995393763362,66.0
rand_1NCR15V3Q7_specification,BL,False,2,0.4880598194708542,0.7692995393763362,66.0
rand_1NCR15V3Q7_specification,NFP,False,0,0.7353905609968494,0.8451123540974652,67.57
rand_1NCR15V3Q7_specification,NFP,False,1,0.7353905609968494,0.8451123540974652,67.57
rand_1NCR15V3Q7_specification,NFP,False,2,0.7353905609968494,0.8451123540974652,67.57
rand_1NCR15V3Q7_specification,BL,True,0,0.6849654827154695,0.776588399256184,98.0
rand_1NCR15V3Q7_specification,BL,True,1,0.6978676566985402,0.8206758263900206,98.0
rand_1NCR15V3Q7_specification,BL,True,2,0.6764862457278493,0.7705458567725257,98.0
rand_1NCR15V3Q7_specification,NFP,True,0,0.44202821313201224,0.7448132217642988,57.953
rand_1NCR15V3Q7_specification,NFP,True,1,0.5196021562277976,0.656761600094037,62.774
rand_1NCR15V3Q7_specification,NFP,True,2,0.4927253901852555,0.711286134903419,35.629000000000005
rand_1NKG6I69HH_specification,BL,False,0,0.5369756237618164,0.6586779740076176,88.0
rand_1NKG6I69HH_specification,BL,False,1,0.4848598397767785,0.665732428850246,92.0
rand_1NKG6I69HH_specification,BL,False,2,0.3409712553853244,0.6923806727887379,68.0
rand_1NKG6I69HH_specification,NFP,False,0,0.5756030858546957,0.6716931326407486,37.635999999999996
rand_1NKG6I69HH_specification,NFP,False,1,0.4904747027758852,0.6221230315877788,20.685999999999993
rand_1NKG6I69HH_specification,NFP,False,2,0.42636390226811965,0.6197845879531163,5.155000000000001
rand_1NKG6I69HH_specification,BL,True,0,0.3631780119482027,0.6603601254682369,62.0
rand_1NKG6I69HH_specification,BL,True,1,0.3089610729895543,0.7040018467164054,48.0
rand_1NKG6I69HH_specification,BL,True,2,0.36035243556395063,0.6873293704854497,60.0
rand_1NKG6I69HH_specification,NFP,True,0,0.6312816103991504,0.7490066998925805,45.287000000000006
rand_1NKG6I69HH_specification,NFP,True,1,0.5680799154116337,0.625464015599479,43.104
rand_1NKG6I69HH_specification,NFP,True,2,0.5830756247518843,0.6503594605813342,56.047
rand_1NU9QBCEPW_specification,BL,False,0,0.35930857069445277,0.6790750878259173,38.0
rand_1NU9QBCEPW_specification,BL,False,1,0.3134781666172588,0.6991572219304324,38.0
rand_1NU9QBCEPW_specification,BL,False,2,0.3515065973610712,0.667471412135479,40.0
rand_1NU9QBCEPW_specification,NFP,False,0,0.5570099301899841,0.6795529057369291,9.876000000000005
rand_1NU9QBCEPW_specification,NFP,False,1,0.6414409810175126,0.7217733932601128,1.3319999999999936
rand_1NU9QBCEPW_specification,NFP,False,2,0.6007637325281849,0.6984708528827115,4.557999999999993
rand_1NU9QBCEPW_specification,BL,True,0,0.0,0.0,0.0
rand_1NU9QBCEPW_specification,BL,True,1,0.0,0.0,0.0
rand_1NU9QBCEPW_specification,BL,True,2,0.3453004881405254,0.6616718720118682,28.0
rand_1NU9QBCEPW_specification,NFP,True,0,0.5248602028526517,0.6837222676594052,16.817999999999998
rand_1NU9QBCEPW_specification,NFP,True,1,0.6183672116332652,0.7387555080150009,21.822999999999993
rand_1NU9QBCEPW_specification,NFP,True,2,0.5731404666625554,0.6658837098226362,11.055999999999983
rand_1NYTRRWAKM_specification,BL,False,0,0.0,0.0,0.0
rand_1NYTRRWAKM_specification,BL,False,1,0.41306740482023296,0.6634123064080637,40.0
rand_1NYTRRWAKM_specification,BL,False,2,0.3678758173050645,0.5747431562996842,28.0
rand_1NYTRRWAKM_specification,NFP,False,0,0.4871676790033806,0.6032457222123148,0.7810000000000059
rand_1NYTRRWAKM_specification,NFP,False,1,0.48175639154178695,0.6755226342734427,8.742999999999995
rand_1NYTRRWAKM_specification,NFP,False,2,0.4899797840857361,0.6211838879114306,9.985000000000014
rand_1NYTRRWAKM_specification,BL,True,0,0.0,0.0,0.0
rand_1NYTRRWAKM_specification,BL,True,1,0.0,0.0,0.0
rand_1NYTRRWAKM_specification,BL,True,2,0.0,0.0,0.0
rand_1NYTRRWAKM_specification,NFP,True,0,0.48475061647496737,0.6519830684560036,4.601999999999975
rand_1NYTRRWAKM_specification,NFP,True,1,0.5435219106453509,0.7109956777160534,6.533999999999992
rand_1NYTRRWAKM_specification,NFP,True,2,0.5774176463174954,0.6562508063924429,39.393
rand_1O0EBQ9N4C_specification,BL,False,0,0.5321443196767283,0.8200374171360543,80.0
rand_1O0EBQ9N4C_specification,BL,False,1,0.4976214100193608,0.807145403089711,46.0
rand_1O0EBQ9N4C_specification,BL,False,2,0.5437541290433631,0.8055523917744196,80.0
rand_1O0EBQ9N4C_specification,NFP,False,0,0.6950903101605366,0.8309411779481627,46.657
rand_1O0EBQ9N4C_specification,NFP,False,1,0.7104103499562273,0.8243867565050854,46.657
rand_1O0EBQ9N4C_specification,NFP,False,2,0.7104103499562273,0.8243867565050854,46.657
rand_1O0EBQ9N4C_specification,BL,True,0,0.6144509371794314,0.7694143125814835,90.0
rand_1O0EBQ9N4C_specification,BL,True,1,0.6134798250715264,0.7327152563418566,78.0
rand_1O0EBQ9N4C_specification,BL,True,2,0.5743446208590387,0.7473567268156166,78.0
rand_1O0EBQ9N4C_specification,NFP,True,0,0.5441906254605132,0.7688977007906942,15.460999999999984
rand_1O0EBQ9N4C_specification,NFP,True,1,0.5270321709372489,0.7594089753369462,4.187999999999988
rand_1O0EBQ9N4C_specification,NFP,True,2,0.45403995988795287,0.7207575938842193,23.411
rand_1PNPWQMOVD_specification,BL,False,0,0.9433116717809453,0.9543229733090438,88.0
rand_1PNPWQMOVD_specification,BL,False,1,0.944843987642764,0.9564150379576635,88.0
rand_1PNPWQMOVD_specification,BL,False,2,0.9433116717809453,0.9548628539661748,88.0
rand_1PNPWQMOVD_specification,NFP,False,0,0.5203638028093613,0.7958689833302766,37.718999999999994
rand_1PNPWQMOVD_specification,NFP,False,1,0.5203638028093613,0.7958689833302766,37.718999999999994
rand_1PNPWQMOVD_specification,NFP,False,2,0.5203638028093613,0.7958689833302766,37.718999999999994
rand_1PNPWQMOVD_specification,BL,True,0,0.7744205936266769,0.8920447314291255,86.0
rand_1PNPWQMOVD_specification,BL,True,1,0.7795033328684093,0.859393552207185,86.0
rand_1PNPWQMOVD_specification,BL,True,2,0.661316269644372,0.8122113299437763,86.0
rand_1PNPWQMOVD_specification,NFP,True,0,0.43879280785482494,0.7805153344175116,56.837999999999994
rand_1PNPWQMOVD_specification,NFP,True,1,0.482700299450363,0.6332451710049247,60.42400000000001
rand_1PNPWQMOVD_specification,NFP,True,2,0.6710229062681244,0.8350344419686768,82.381
rand_1PPVP6035I_specification,BL,False,0,0.48405390408598836,0.6879889851118554,84.0
rand_1PPVP6035I_specification,BL,False,1,0.3710127119031019,0.7022773569812196,64.0
rand_1PPVP6035I_specification,BL,False,2,0.39173538710579214,0.7072691258655475,64.0
rand_1PPVP6035I_specification,NFP,False,0,0.5155680241855811,0.6863013148510521,32.369
rand_1PPVP6035I_specification,NFP,False,1,0.5746726129452135,0.7207304017582432,48.047
rand_1PPVP6035I_specification,NFP,False,2,0.609082079510789,0.7499607600063056,25.299999999999983
rand_1PPVP6035I_specification,BL,True,0,0.3293953100022169,0.6970775575348639,60.0
rand_1PPVP6035I_specification,BL,True,1,0.29917938101315594,0.6800490621212911,52.0
rand_1PPVP6035I_specification,BL,True,2,0.3215083916336194,0.6710332411650131,58.0
rand_1PPVP6035I_specification,NFP,True,0,0.6408445808422489,0.7533894640911034,50.80799999999999
rand_1PPVP6035I_specification,NFP,True,1,0.5982674498485995,0.696602616796916,57.416
rand_1PPVP6035I_specification,NFP,True,2,0.6103340571113209,0.7011072418664606,51.147000000000006
rand_1PSXI9D50T_specification,BL,False,0,0.38157852093551076,0.7060377575554644,90.0
rand_1PSXI9D50T_specification,BL,False,1,0.38687742479857024,0.6485807050674318,40.0
rand_1PSXI9D50T_specification,BL,False,2,0.4768231228353926,0.6987218128551733,40.0
rand_1PSXI9D50T_specification,NFP,False,0,0.6802058177974581,0.7442076129010226,31.581000000000003
rand_1PSXI9D50T_specification,NFP,False,1,0.3676479349115748,0.6508913079945498,6.271999999999991
rand_1PSXI9D50T_specification,NFP,False,2,0.6802058177974581,0.7382183637687726,31.581000000000003
rand_1PSXI9D50T_specification,BL,True,0,0.40280972558358086,0.642149367892429,86.0
rand_1PSXI9D50T_specification,BL,True,1,0.4060144263687994,0.7122716072620877,86.0
rand_1PSXI9D50T_specification,BL,True,2,0.3137063880622452,0.6367408512410091,74.0
rand_1PSXI9D50T_specification,NFP,True,0,0.5218017139256265,0.6741343274805117,32.01299999999999
rand_1PSXI9D50T_specification,NFP,True,1,0.6201592071154994,0.6745702803157766,17.828000000000003
rand_1PSXI9D50T_specification,NFP,True,2,0.40664945821699044,0.5848905675781904,14.834999999999994
rand_1Q0BXPCP7B_specification,BL,False,0,0.7097909980734961,0.7971010369533365,52.0
