population_size,elite_size,mutation_rate,pmx,generations,allow_dups,best_fitness,avg_child_fitness,success_ratio,survival_rate,delta_best,crossover_gain,mutation_gain,elapsed_sec
20,5,0.2,True,15,False,0.605275272878439,0.47601860216169645,0.06666666666666667,1.0,0.0,-0.017911079993389364,0.03694858753261723,112.310702085495
20,5,0.2,False,10,True,0.6642357611167602,0.5132916901461703,0.2,0.6,0.035101397224919784,-0.011153161407889401,-0.0207850620034582,90.54452466964722
20,5,0.2,False,10,False,0.6414301414554779,0.4878790150977435,0.26666666666666666,1.0,0.0,-0.002064411911340769,0.0,83.66484308242798
20,5,0.2,False,15,True,0.6109748540397792,0.48538635799724994,0.13333333333333333,1.0,0.0,-0.05597103843053441,0.0731688740869022,120.61254239082336
20,5,0.2,False,15,False,0.644368560584088,0.4809822899216608,0.0,1.0,0.0,-0.05473847156074506,0.055985811419999976,121.00794124603271
20,5,0.3,True,10,True,0.6443134511601223,0.49366959785664716,0.26666666666666666,0.8,0.0,-0.02270745138142969,-0.0020125909269327336,88.46925115585327
20,5,0.3,True,10,False,0.6408797006948178,0.4968578782569943,0.3333333333333333,0.8,0.0,-0.009621175704414316,-0.07369726960637529,80.10165810585022
20,5,0.3,True,15,True,0.6412841945549126,0.54138996660069,0.06666666666666667,0.6,0.0,-0.01838097871034134,-0.013525569727359923,129.7633180618286
20,5,0.3,True,15,False,0.6354175071503801,0.5079343390437343,0.13333333333333333,1.0,0.0,-0.037520503785263046,-0.0027581934880284154,148.12504720687866
20,5,0.3,False,10,True,0.6552735913067745,0.5077189322606319,0.2,0.8,0.0,-0.009890866937189203,0.023572617416250496,97.59640884399414
20,5,0.3,False,10,False,0.6346575676783631,0.5151205361798881,0.26666666666666666,0.6,0.0,-0.004856094733467423,-0.07369673775047855,83.08893513679504
20,5,0.3,False,15,True,0.6225688521035373,0.49228240993177796,0.06666666666666667,0.8,0.0,-0.05278486068956697,-0.02514867378861603,131.03664588928223
20,5,0.3,False,15,False,0.6490894411235326,0.5073967095918303,0.13333333333333333,0.8,0.031116731943129583,-0.014095514476786374,1.1102230246251565e-16,135.57517218589783
