avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.716485222994434,0.716485222994434,0.0,0.0,0.716485222994434,0.8297393518431707,0.0,0,0.0,0.0,
0.7353117806179639,0.7773237135462719,0.7584485974800549,0.7007476295806548,0.7201340683243084,0.8297393518431707,0.0,1,0.0,-0.08017059745876592,0.0
0.750838899445457,0.7874387727899506,0.7900964955479403,0.721463110200467,0.6773695214289782,0.8297393518431707,0.0,2,0.0,-0.07473217401116294,0.0
0.7604933150777016,0.8098470411603094,0.8050353411281795,0.7263629128063317,0.6646813938465314,0.8297393518431707,0.0,3,0.0,-0.09967083742959042,0.0
0.770105404961895,0.8297393518431707,0.8297393518431707,0.7228495213069381,0.6609592051753453,0.8297393518431707,0.0,4,0.0,-0.10688983053623248,0.0
0.7761925860582726,0.8297393518431707,0.8297393518431707,0.7240102350838163,0.7171881610316099,0.8297393518431707,0.0,5,0.0,-0.10572911675935427,0.0
0.7722295431108666,0.8297393518431707,0.8297393518431707,0.7235795981179497,0.6792802794210157,0.8297393518431707,0.0,6,0.0,-0.10615975372522103,0.0
0.7697251922784739,0.8297393518431707,0.8297393518431707,0.7215140694396606,0.662498885810246,0.8297393518431707,0.0,7,0.0,-0.1082252824035102,0.0
0.7760769877539312,0.8297393518431707,0.8297393518431707,0.7231186517381376,0.7195985113709108,0.8297393518431707,0.0,8,0.0,-0.1066207001050331,0.0
0.7660316181611918,0.8297393518431707,0.8297393518431707,0.7030146173903566,0.699560952834641,0.8297393518431707,0.0,9,0.0,-0.12672473445281415,0.0
0.7636542219101338,0.8297393518431707,0.8297393518431707,0.6935426553244483,0.7136748385876918,0.8297393518431707,0.0,10,0.0,-0.13619669651872257,0.0
