avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_swap
0.6452530225720295,0.6797822890587029,0.6397859626027669,0.6445255308794445,0.6329043943910804,0.6980352382327824,0.0,1,-0.037153554703451094,-0.03914454895168203,-0.05037276566303828,-0.04918361019072082,-0.04410696133414238,0.002002525004788369
0.6553573234071699,0.691964498248055,0.6423368247148854,0.6584484427869833,0.63429062719343,0.7087922616079906,0.01075702337520823,2,-0.048651789237273244,-0.03673263492180448,,,-0.048651789237273244,
0.6648277355313619,0.7039870734559555,0.6679443030960218,0.6658979237819641,0.6404792180349286,0.7284039291927012,0.019611667584710668,3,-0.03604277035993362,-0.04052250690936285,,-0.08970952286974687,-0.030697858237099362,-0.014554306227861247
0.665141437079596,0.7117738750421136,0.6718329567790282,0.6619302666966509,0.6481129693974566,0.7284039291927012,0.0,4,-0.03556465929227885,-0.053128511734237625,,,-0.03853335807558611,-0.031111611117317972
0.659329497531661,0.7130976116724176,0.6705541296986045,0.6554466047614548,0.63848180268843,0.7284039291927012,0.0,5,-0.04278687928829041,-0.06508534900650081,-0.021691611623142704,,-0.03559716832744231,-0.060524224081712374
0.6670506593207165,0.7136542159178761,0.6856290658773544,0.663971736160449,0.6436964472246195,0.7284039291927012,0.0,6,-0.02739873617855946,-0.055409376567349684,,-0.08817424507639993,-0.0008479957258429316,-0.02356172218235575
0.676881303336814,0.7139674228488573,0.6767966931100694,0.6772484970326286,0.6572789676067211,0.7292222229022343,0.0008182937095330134,7,-0.037170729738787746,-0.04273413679283026,,-0.010883920427299132,-0.0437424320666599,
0.656784558966204,0.7213493347626858,0.6689957250724757,0.6485195539546159,0.6431916030495923,0.7292222229022343,0.0,8,-0.05596273627617108,-0.07837985297193355,,-0.0327064519882998,-0.05136036462248639,-0.09302613552509642
0.6861722923557154,0.7272774429869807,0.6740815989038029,0.6946681873917181,0.6461773786580309,0.7292222229022343,0.0,9,-0.05045189544601727,-0.033981229913842996,,-0.008020570939268834,-0.08907202499228756,-0.058074285366973566
0.6730788951953762,0.7285675879346079,0.6651082338283049,0.6773706312551375,0.6364446713300123,0.7373091209280815,0.008086898025847278,10,-0.06362301284820956,-0.05146972124931468,,-0.0904799151434631,,-0.04571841131804055
