avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.716059506797374,0.716059506797374,0.0,0.0,0.716059506797374,0.7568370427771163,0.0,0,0.0,0.0,,,,,,
0.7251310080373793,0.7470963385041935,0.7290421359389697,0.7133986873595646,0.7344504486754624,0.7690240433163501,0.012187000539233828,1,-0.020557137423879268,-0.041070938139745605,-0.02112131463458483,,-0.07117585950313227,-0.03104565040555851,0.0,0.0
0.7364055115825148,0.7621221626496407,0.7420780012445811,0.7267167451157585,0.7267539677341484,0.7859403405952804,0.016916297278930292,2,-0.02004416140505978,-0.03946775104696043,,-0.04336672522066959,,-0.028770809532802682,0.0,-0.02249468594032337
0.7545950179505799,0.7796648398767947,0.7728777072086475,0.7454613953148072,0.6929289295351855,0.7979684644084681,0.012028123813187741,3,-0.006468765188726032,-0.040160577801052276,-0.03244283386294877,-0.01473995948060658,,-0.0017380904861647266,0.0,0.0036073582001429627
0.7519851221160451,0.793809723615086,0.7616827209462862,0.7447171181837059,0.7004421410253968,0.7979684644084681,0.0,4,-0.03095231855448836,-0.052799003083572583,-0.05996032273300911,,-0.07068973191398098,-0.05836253789463963,0.0,-0.007327616428311701
0.7504658952953496,0.7979684644084681,0.7730387206469912,0.7325960995262036,0.684151207852247,0.7979684644084681,0.0,5,-0.024929743761476858,-0.06537236488226447,-0.0410560237331693,,-0.05680253426078041,-0.06709945571459086,0.0,
0.7444273984939589,0.7979684644084681,0.7578384928972989,0.7274832429742267,0.7050185770450165,0.7979684644084681,0.0,6,-0.04012997151116931,-0.07048522143424146,,-0.09026594435992363,,-0.06373554801552993,0.0,-0.008880425680928505
0.7513238570762596,0.7979684644084681,0.7674340010525263,0.7320717210220112,0.7172472180559787,0.7979684644084681,0.0,7,-0.03053446335594166,-0.06589674338645686,-0.06636164219167151,-0.06117213694373158,-0.06108997665088989,,0.0,-0.0450665201016639
0.7539565693624681,0.7979684644084681,0.7732867312766811,0.7382638985419367,0.6953947099417408,0.798486439382229,0.0005179749737608264,8,-0.024681733131787,-0.059704565866531334,0.0005179749737608264,-0.0617717753514776,-0.10264547030033855,-0.0648879449277524,0.0,-0.005621806624158676
0.7445562849221866,0.798141122733055,0.7558367376575511,0.7341822452972085,0.6873457946697731,0.798486439382229,0.0,9,-0.04234754965665075,-0.06417470034158028,-0.039194481072386544,-0.06656434646220344,-0.0801616136713349,-0.08570388474910014,0.0,-0.025944019354197212
0.7507154258937049,0.798313781057642,0.7695317539949249,0.7298698313472441,0.7112341365107299,0.798486439382229,0.0,10,-0.028738862481570315,-0.06861660803498477,-0.05538962558410404,,-0.03756660198910022,-0.027764799373859894,0.0,-0.06585769389561524
