avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.7150927765164716,0.7150927765164716,0.0,0.0,0.7150927765164716,0.7992560242666402,0.0,0,0.0,0.0,,,,,,,
0.728640375617156,0.7819340568444921,0.6831768072525156,0.7707010220491035,0.6787496163225122,0.7992560242666402,0.0,1,-0.09708455120051301,-0.018938258445600153,-0.06152022533269136,-0.07090259751448891,-0.09430415909337042,-0.14379407847525782,,-0.10895401637630331,-0.0827979559353954
0.7419138680145462,0.7909105763576855,0.712212881704067,0.7531130747193016,0.7114189392771296,0.8249862977947789,0.025730273528138725,2,-0.08163262482668024,-0.042566713771429975,-0.067764269780347,-0.015525903429181809,,-0.0820212807276327,-0.14415644957403362,-0.06544753197298064,
0.7653344662112633,0.8005458928710434,0.7636713776801922,0.7796884250421602,0.7174321692516575,0.8249862977947789,0.0,3,-0.03789687515156048,-0.022207086763045412,0.0,,,-0.10545240648256515,-0.01569520954624252,,-0.015525903429181809
0.7532966249624409,0.8047607663329719,0.7541800768639386,0.7407485216825778,0.7134971349702746,0.838878144981495,0.0138918471867161,4,-0.05055853607378273,-0.06403439804564483,,0.019811060357427412,-0.04708562863872756,-0.07068108813544416,-0.12171128277131082,-0.02665550803294231,-0.11105628957042668
0.7595648467490747,0.8089265919984078,0.7455829145772025,0.7628701089034282,0.7208797715172607,0.838878144981495,0.0,5,-0.06728373609744018,-0.06651123852714559,-0.05059752664047616,,,-0.07628576358124178,-0.06839160338555883,,-0.0994432986119893
0.7573456121550524,0.8228916969230007,0.7378104034427456,0.7471551627022135,0.7215251855522496,0.8403947069341978,0.0015165619527027774,6,-0.08230292404291184,-0.0847770586859236,-0.10171055421622349,,,0.031084752145090544,-0.08681503176478045,-0.06377707981611669,-0.1049323161818187
0.7672957769927573,0.833473062302079,0.7377039439491293,0.7775406965090313,0.7204654052107895,0.8403947069341978,0.0,7,-0.09453158982954825,-0.05994826375379194,-0.14215490636643824,,,-0.05913999540983931,,-0.06300164895895294,-0.18686720493185727
0.757624209194341,0.8391814573720355,0.7214313292572065,0.8039041679932414,0.6659798821548802,0.8403947069341978,0.0,8,-0.11835675289591005,-0.03542894557406427,-0.18098721457757005,,-0.16734359401682175,-0.09477035223529255,-0.17777220236720503,-0.05561142984826861,-0.13096530079754454
0.7562323259926532,0.8394847697625758,0.6937047554025171,0.7902637437582442,0.7014760350472751,0.8403947069341978,0.0,9,-0.1460833267505996,-0.04982765078541289,-0.07620203873823,,-0.1856091113041659,-0.12777348279331485,,-0.15450997210991008,-0.18608438963964005
0.7602891008486995,0.8399821091745334,0.7103124774964881,0.7815520963470741,0.709309720376702,0.8403947069341978,0.0,10,-0.12966963167804554,-0.058581669022729745,-0.07107745318321912,-0.09936622119821759,,,-0.14248209937166967,-0.1626653737291825,
0.7657080225351782,0.8403947069341979,0.7520919404423605,0.7698311396436838,0.7005143031204711,0.8403947069341978,0.0,11,-0.08830276649183735,-0.07056356729051413,,-0.1290373953173165,,-0.09792444800610726,-0.028312823951033666,-0.1250928179098781,
0.7570654647910628,0.8403947069341979,0.7323951427370791,0.7750613861474932,0.6804106233454805,0.8403947069341978,0.0,12,-0.10799956419711879,-0.06533332078670458,-0.09049360728878503,-0.09117747349482258,-0.1577394136561776,-0.11129861105165939,-0.084938471853101,-0.18717865659226574,-0.08774916362538443
0.7526797783903384,0.8403947069341979,0.7139556113470651,0.7580522535576961,0.698316541722394,0.840394706934198,2.220446049250313e-16,13,-0.12643909558713282,-0.08234245337650181,-0.11691895586359442,-0.1290373953173165,-0.084938471853101,,,-0.1904409187649188,
0.7885812788054116,0.8403947069341979,0.7747611225094029,0.8134875359515045,0.7256817498265404,0.840394706934198,0.0,14,-0.06563358442479497,-0.026907170982693508,,,-0.061934108033088964,-0.10473452863178806,-0.03136546636462275,-0.07630072394144245,
0.7596943556009859,0.8403947069341979,0.7082927348199203,0.7647447197096193,0.7253452609402051,0.840394706934198,0.0,15,-0.1321019721142776,-0.07564998722457866,,-0.099793086944861,,-0.06691222345201653,-0.1024089076377025,-0.17291162472347849,-0.084938471853101
