generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain,mut_gain_scramble,mut_gain_rotate,mut_gain_swap
1,0.6646816258348651,0.7031869030874572,0.6654268041131925,0.6554982672714907,0.6477851316552736,0.7272253015395832,0.0,-0.04321933471563257,-0.047604662012007706,0.0,-0.05249286698614963,-0.08054470910158962
