parameter,piece_id,old_path,new_path
collar.bc_angle,left_btorso,"[[0.0, 36.61123563557945], [0.0, 4.318649343922999], [2.4170297383048695e-15, 4.318649343922999], [3.462948112347274, 4.039848487579782], [6.836689769148801, 3.2106279020482233], [10.034316496651495, 1.8523485280357832], [12.973456588071247, 0.0], [12.97345658807125, 0.0], [17.2284, 1.6913299172644187], [17.2284, 1.6913299172644187], [17.005817984375, 8.82715215945192], [17.473255375, 14.349976729764421], [19.470677578125, 18.15384789382693], [23.83805, 20.13280991726444], [23.83805, 20.13280991726442], [23.83805, 24.746260631252213], [23.83805, 24.746260631252213], [23.126358333333332, 38.98012729791888], [23.126358333333332, 38.98012729791888], [21.077820955195655, 38.56116259333586], [19.02670169438722, 38.180674404940625], [16.973000550908033, 37.83866273273318], [14.91671752475809, 37.53512757671351], [14.91671752475809, 37.53512757671351], [15.282781625402974, 26.737691062513626], [15.282781625402974, 26.737691062513626], [13.149513068957253, 37.32862130824927], [13.149513068957253, 37.32862130824926], [12.015435814980771, 37.209914055651105], [10.880785606891424, 37.10193590853298], [9.745562444689215, 37.004686866894886], [8.609766328374143, 36.918166930736824], [8.609766328374143, 36.918166930736824], [8.486933461522588, 24.914750904903254], [8.486933461522588, 24.914750904903254], [6.8341734978893065, 36.80447204145764], [6.8341734978893065, 36.80447204145764], [5.127564970676094, 36.71993110195548], [3.4196665452901387, 36.659544721141735], [1.7104782217314407, 36.62331289901639], [0.0, 36.61123563557945]]","[[0.0, 36.61123563557945], [0.0, 4.318649343922999], [2.4170297383048695e-15, 4.318649343922999], [3.462948112347274, 4.039848487579782], [6.836689769148801, 3.2106279020482233], [10.034316496651495, 1.8523485280357832], [12.973456588071247, 0.0], [12.97345658807125, 0.0], [17.2284, 1.6913299172644187], [17.2284, 1.6913299172644187], [17.005817984375, 8.82715215945192], [17.473255375, 14.349976729764421], [19.470677578125, 18.15384789382693], [23.83805, 20.13280991726444], [23.83805, 20.13280991726442], [23.83805, 24.746260631252213], [23.83805, 24.746260631252213], [23.126358333333332, 38.98012729791888], [23.126358333333332, 38.98012729791888], [21.077820955195655, 38.56116259333586], [19.02670169438722, 38.180674404940625], [16.973000550908033, 37.83866273273318], [14.91671752475809, 37.53512757671351], [14.91671752475809, 37.53512757671351], [15.282781625402974, 26.737691062513626], [15.282781625402974, 26.737691062513626], [13.149513068957253, 37.32862130824927], [13.149513068957253, 37.32862130824926], [12.015435814980771, 37.209914055651105], [10.880785606891424, 37.10193590853298], [9.745562444689215, 37.004686866894886], [8.609766328374143, 36.918166930736824], [8.609766328374143, 36.918166930736824], [8.486933461522588, 24.914750904903254], [8.486933461522588, 24.914750904903254], [6.8341734978893065, 36.80447204145764], [6.8341734978893065, 36.80447204145764], [5.127564970676094, 36.71993110195548], [3.4196665452901387, 36.659544721141735], [1.7104782217314407, 36.62331289901639], [0.0, 36.61123563557945]]"
collar.bc_angle,right_btorso,"[[23.83805, 36.08937792905916], [22.127571778268557, 36.101455192496104], [20.41838345470986, 36.13768701462145], [18.710485029323905, 36.198073395435195], [17.003876502110693, 36.28261433493736], [17.003876502110693, 36.28261433493736], [15.351116538477411, 24.392893198382968], [15.351116538477411, 24.392893198382968], [15.228283671625856, 36.39630922421654], [15.228283671625856, 36.39630922421654], [14.092487555310784, 36.4828291603746], [12.957264393108575, 36.58007820201269], [11.82261418501923, 36.68805634913082], [10.688536931042746, 36.806763601728974], [10.688536931042746, 36.806763601728974], [8.555268374597025, 26.21583335599334], [8.555268374597025, 26.21583335599334], [8.92133247524191, 37.01326987019323], [8.92133247524191, 37.01326987019323], [6.865049449091966, 37.31680502621289], [4.811348305612778, 37.65881669842034], [2.760229044804344, 38.03930488681557], [0.7116916666666668, 38.45826959139859], [0.7116916666666668, 38.45826959139859], [0.0, 24.224402924731926], [0.0, 24.224402924731926], [0.0, 19.610952210744134], [0.0, 19.610952210744134], [4.367372421875, 17.63199018730663], [6.364794624999998, 13.828119023244131], [6.832232015624992, 8.305294452931633], [6.609649999999988, 1.1694722107441322], [6.6096499999999985, 1.1694722107441322], [9.55173594273557, 0.0], [9.551735942735574, 0.0], [12.907269940286659, 1.6399021631933266], [16.446933768225588, 2.831400169380558], [20.111101517266096, 3.5544231430534126], [23.838050000000003, 3.796791706639439], [23.83805, 3.796791706639439], [23.83805, 36.08937792905916]]","[[23.83805, 36.08937792905916], [22.127571778268557, 36.101455192496104], [20.41838345470986, 36.13768701462145], [18.710485029323905, 36.198073395435195], [17.003876502110693, 36.28261433493736], [17.003876502110693, 36.28261433493736], [15.351116538477411, 24.392893198382968], [15.351116538477411, 24.392893198382968], [15.228283671625856, 36.39630922421654], [15.228283671625856, 36.39630922421654], [14.092487555310784, 36.4828291603746], [12.957264393108575, 36.58007820201269], [11.82261418501923, 36.68805634913082], [10.688536931042746, 36.806763601728974], [10.688536931042746, 36.806763601728974], [8.555268374597025, 26.21583335599334], [8.555268374597025, 26.21583335599334], [8.92133247524191, 37.01326987019323], [8.92133247524191, 37.01326987019323], [6.865049449091966, 37.31680502621289], [4.811348305612778, 37.65881669842034], [2.760229044804344, 38.03930488681557], [0.7116916666666668, 38.45826959139859], [0.7116916666666668, 38.45826959139859], [0.0, 24.224402924731926], [0.0, 24.224402924731926], [0.0, 19.610952210744134], [0.0, 19.610952210744134], [4.367372421875, 17.63199018730663], [6.364794624999998, 13.828119023244131], [6.832232015624992, 8.305294452931633], [6.609649999999988, 1.1694722107441322], [6.6096499999999985, 1.1694722107441322], [9.55173594273557, 0.0], [9.551735942735574, 0.0], [12.907269940286659, 1.6399021631933266], [16.446933768225588, 2.831400169380558], [20.111101517266096, 3.5544231430534126], [23.838050000000003, 3.796791706639439], [23.83805, 3.796791706639439], [23.83805, 36.08937792905916]]"
