avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.6661736714947817,0.6661736714947817,0.0,0.0,0.6661736714947817,0.7494920810995593,0.0,0,0.0,0.0,,,,,,,
0.6738960913493108,0.7124375881266525,0.6609204102324198,0.6554966542779906,0.6667297127601806,0.7494920810995593,0.0,1,-0.047303866908632364,-0.06728634613693178,-0.016906563189840573,-0.10679831368793724,-0.11790079705142903,-0.01603075785218444,0.0,-0.02981188445395866,-0.025391496304852046
0.6830140423125155,0.7209167588298526,0.6771707281024537,0.6701785317796922,0.663790150538063,0.7494920810995593,0.0,2,-0.04981780099818789,-0.06462128113326113,-0.0009427686182482317,,-0.06373879107481012,-0.07966250064373492,,-0.03183670554709639,-0.08835520757147386
0.7014283325908329,0.730658173331636,0.7078608339752329,0.6968730272980921,0.670321295758371,0.7705631330902836,0.021071051990724232,3,-0.017172649726218937,-0.0381056215719647,0.0,-0.0033238832430992904,-0.09624623741582805,-0.06472260493759263,0.0,-0.0018584429164173466,
0.6919729517846658,0.748890686239047,0.6929725561108264,0.6960095165408545,0.6300190482479345,0.7705631330902836,0.0,4,-0.05487159435975021,-0.06007446400625479,0.0017502889040082643,,,0.0009811498392394702,,-0.09242747422815079,-0.09281058900801242
0.6986620840149117,0.7575990911513909,0.6809730507281376,0.6944359159860081,0.6616402781941101,0.7705631330902836,0.0,5,-0.07742317133970514,-0.06567639759581974,0.0,-0.06458695051423069,,-0.09001964925176675,-0.14555201104869564,-0.058811472673779064,-0.14520268215327903
0.7008616643111575,0.7603297675486983,0.6936442078802667,0.6883634451546541,0.6611092366610104,0.7705631330902836,0.0,6,-0.06616047299722927,-0.08015414286227375,0.0,-0.018804613218824207,,-0.1058542308633547,,-0.061023729170361085,0.008518495904027201
0.6958407313588107,0.7646763912503693,0.6931580174808056,0.6771400387260554,0.6483884779780126,0.7858483843403151,0.01528525125003155,7,-0.0722276457052344,-0.09294953186310825,0.0,,-0.03647593587489345,-0.11276502918888767,-0.1982644685470064,,
0.7022570696810713,0.7719747156940586,0.7263338298269684,0.664378927827947,0.6463408053753112,0.7858483843403151,0.0,8,-0.04257277792983259,-0.10737100772324007,0.0,0.003843845970030846,,-0.07386999376748853,-0.06349673058174887,-0.08096818280239348,
0.7057585767169825,0.773187362957803,0.6762702401235157,0.7161801426603448,0.6573965611262663,0.7858483843403151,0.0,9,-0.0960869403532755,-0.06018313288296302,-0.10242671075355869,-0.08625585418630906,,,,-0.16353643985117106,-0.08868556390508542
0.6980029191173912,0.7740853855342671,0.6861405424728397,0.6792249161485167,0.6525608323139419,0.7858483843403151,0.0,10,-0.08598091109937464,-0.09646981210772751,0.0,,-0.12091617268617216,-0.06414857954845854,-0.14106965487129075,-0.08177259970928175,
0.7147826254389174,0.7749155680152788,0.7033890909579008,0.7147051567687597,0.6661206860137305,0.8053758613076178,0.019527476967302726,11,-0.07122291005734871,-0.0645330508145866,-0.03494755513869352,-0.11338687201564879,,-0.10171137885950693,-0.17977099681627173,-0.07189910957803447,-0.0009775722945483678
0.7090871062259483,0.7815830345303937,0.6720096689493303,0.7405807408937106,0.6421749805303583,0.8053758613076178,0.0,12,-0.10629477862421519,-0.0485377301254023,-0.06255337865475308,-0.11610675900910256,,,-0.14891105037341157,-0.14670867218223368,-0.058295221997164026
0.7213872156419311,0.7853228206803047,0.7141652600769595,0.7231820079259252,0.6628787738845351,0.8053758613076178,0.0,13,-0.07386368375691647,-0.06696370587637179,0.0,-0.09413387497812858,,-0.08746447616411505,0.0,-0.11304670679233231,
0.7155670990941886,0.7907037857549024,0.7587121717867388,0.6416899333376072,0.6711625054975057,0.8053758613076181,2.220446049250313e-16,14,-0.03225437274570843,-0.1554596564718596,-0.0001756334420968675,,-0.020383381816105384,0.0,-3.3306690738754696e-16,-0.16115876042151467,-0.11991566963497102
0.7251879597409314,0.7955677491787858,0.7426405597912765,0.6771292023468776,0.6854143276467859,0.8219551008141426,0.016579239506524512,15,-0.05272217885825616,-0.11967793170801166,0.006724968565279339,0.0,-0.07540570706932026,-0.07233831195738272,,-0.08247808710699017,-0.16235818908033361
