avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.667460560409158,0.667460560409158,0.0,0.0,0.667460560409158,0.7846969178791044,0.0,0,0.0,0.0,
0.6744903160151486,0.7620252103110731,0.7520474498320981,0.5753481998279769,0.6633175907211379,0.8178960464096577,0.03319912853055329,1,0.0,-0.1971919473115373,0.0
0.7241502345783367,0.7763158258612646,0.7681678598572129,0.6778195889344256,0.6730887587514984,0.8178960464096577,0.0,2,0.0,-0.11312286621650892,0.0
0.7542518984841382,0.8012964821443811,0.8105184622917571,0.7029654046898347,0.6965090149180098,0.8178960464096577,0.0,3,0.0,-0.10663085958718461,0.0
0.7546653301223984,0.8178960464096577,0.8178960464096577,0.7107013245949495,0.6143677707958983,0.8178960464096577,0.0,4,0.0,-0.1071947218147082,0.0
0.77303213396503,0.8178960464096577,0.8178960464096577,0.7464328985331856,0.6551095134692688,0.8178960464096577,0.0,5,0.0,-0.07146314787647212,0.0
0.7645819397134491,0.8178960464096577,0.8178960464096577,0.7285671115640676,0.6420707188299327,0.8178960464096577,0.0,6,0.0,-0.08932893484559017,0.0
0.7510604479084955,0.8178960464096577,0.8178960464096577,0.6928355376258315,0.6497820965333418,0.8178960464096577,0.0,7,0.0,-0.12506050878382624,0.0
0.7735023855954738,0.8178960464096577,0.8178960464096577,0.7285671115640676,0.7312751776501795,0.8178960464096577,0.0,8,0.0,-0.08932893484559017,0.0
0.7626105511309793,0.8178960464096577,0.8178960464096577,0.7107013245949495,0.6938199808817062,0.8178960464096577,0.0,9,0.0,-0.1071947218147082,0.0
0.7677463803160779,0.8178960464096577,0.8178960464096577,0.7285671115640676,0.6737151248562204,0.8178960464096577,0.0,10,0.0,-0.08932893484559017,0.0
