Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.5052789378054708,0.3538339093989309,0.0,0.02201963839385851,0.17777777777777778,-0.02051385636393689,-0.0005521695076037281
2,0.5052789378054708,0.38539509173117464,0.0,0.0,0.28888888888888886,0.014764598257339697,0.02402658886759157
3,0.5290557153633434,0.38757168682676507,0.0,0.023776777557872553,0.35555555555555557,-0.0005838196909247177,-0.006090826661562568
4,0.5290557153633434,0.414368126593471,0.0,0.0,0.28888888888888886,0.01360381661237398,0.005210809662442251
5,0.554739222972686,0.42764827326959226,0.0,0.02568350760934257,0.28888888888888886,0.00655971661328212,-0.001467374243071784
6,0.554739222972686,0.41892373190383925,0.0,0.0,0.17777777777777778,-0.02360185906047045,-0.0008818266628755622
7,0.554739222972686,0.4440237621201021,0.0,0.0,0.17777777777777778,0.003448932299081985,-0.022409196176016572
8,0.554739222972686,0.4565302567808312,0.0,0.0,0.2,0.004716279357418413,-0.0004799792284836124
9,0.554739222972686,0.46114945301531757,0.0,0.0,0.17777777777777778,-0.0009628503088996519,-0.000858051581720809
10,0.5727682477192984,0.4649513909587792,0.0,0.018029024746612388,0.3333333333333333,-0.0026987151784259884,0.009360031373599406
11,0.5727682477192984,0.4654439880661706,0.0,0.0,0.15555555555555556,-0.0037903877139842963,-0.01581807043042112
12,0.5727682477192984,0.48204292447473623,0.0,0.0,0.17777777777777778,0.0021285591392239474,0.0013083521259627529
13,0.573117849607559,0.4863291022520421,0.0,0.0003496018882606089,0.15555555555555556,0.00033985637267978713,-0.01313068393635967
14,0.573117849607559,0.4872292488408334,0.0,0.0,0.3111111111111111,-0.003326695174935342,-0.005796272366465807
15,0.5823404691814686,0.5065247375850247,0.0,0.009222619573909685,0.17777777777777778,0.0048824167698858405,-0.013799215719635993
16,0.5823404691814686,0.510257836908286,0.0,0.0,0.2,-0.0030063058672927627,-0.008654277396927201
17,0.5959739847505218,0.5195910704954587,0.0,0.013633515569053123,0.13333333333333333,-0.001122308845528788,-0.023577618461290487
18,0.5959739847505218,0.5310417857009557,0.0,0.0,0.2,0.0018447974756526301,-0.0014897651830350792
19,0.5959739847505218,0.5377258647528085,0.0,0.0,0.26666666666666666,0.001357365261941549,0.0006987737101742941
20,0.5959739847505218,0.5416415113447861,0.0,0.0,0.2222222222222222,-0.0006757803967045567,-0.014273864230198089
21,0.5959739847505218,0.5473439480674417,0.0,0.0,0.24444444444444444,-8.882614514115082e-06,-0.002416660832926243
22,0.5959739847505218,0.542561765224873,0.0,0.0,0.15555555555555556,-0.0027122326373545183,-0.029483394471444695
23,0.6067363841880673,0.5420816873072932,0.0,0.010762399437545533,0.17777777777777778,-0.003940029732324707,-0.0012396831097163385
24,0.6067363841880673,0.5362488078082583,0.0,0.0,0.13333333333333333,-0.010297981032907775,-0.005023280853456269
25,0.6067363841880673,0.5471472606976582,0.0,0.0,0.15555555555555556,0.00010932436926049208,0.0010799260403865807
26,0.6067363841880673,0.5451407024607137,0.0,0.0,0.1111111111111111,-0.0056337751108352,-0.01849722514295349
27,0.6067363841880673,0.5422136626862941,0.0,0.0,0.08888888888888889,-0.004102009899463399,0.005753126730875924
28,0.6067363841880673,0.5425166973069996,0.0,0.0,0.13333333333333333,-0.003895305626984042,-0.01533766808856736
29,0.6067363841880673,0.546093675373785,0.0,0.0,0.2,-0.004419197443397527,0.0004955234339218267
30,0.6067363841880673,0.5458041893864927,0.0,0.0,0.13333333333333333,-0.0033433420677162437,-0.031238447741877524
31,0.6099670907486018,0.550730221527557,0.0,0.00323070656053448,0.2,-6.325504750840742e-05,9.054387451976065e-05
32,0.6115953804469745,0.55234747799092,0.0,0.001628289698372698,0.17777777777777778,-0.005610575848499119,0.0015734196253240017
33,0.6249414878308575,0.5580164839464923,0.0,0.013346107383882977,0.24444444444444444,-0.004716067931488369,-0.012708376963212961
34,0.6249414878308575,0.55766395029294,0.0,0.0,0.24444444444444444,-0.0007687595784976316,-0.0063358067161638125
