generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,9,offspring,design_param,left.collar.bc_angle.v,95,78,0.7835789400753329
1,10,offspring,design_param,left.collar.width.v,0.2,0.15716833565143906,0.7342667415980418
1,11,offspring,design_param,collar.component.style.v,,Turtle,0.7499103820644172
1,12,offspring,design_param,collar.width.v,0.2,0.12283452556866692,0.701749356740273
1,14,offspring,design_param,meta.wb.v,,StraightWB,0.7342667415980418
1,15,offspring,design_param,collar.bc_angle.v,95,99,0.7486039365135841
1,16,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
1,18,mutant,design_param,left.collar.f_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.v,CircleNeckHalf,VNeckHalf,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.range.6,Bezier2NeckHalf,,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7514752784768924
1,18,mutant,design_param,left.collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.7514752784768924
1,20,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.06462775003822353,0.7342667415980418
1,21,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.4708933896123079,0.7349247266616004
1,24,mutant,design_param,left.collar.bc_angle.v,95,102,0.7487931674267542
1,26,mutant,design_param,collar.component.style.v,,Hood2Panels,0.7835789400753329
2,1,offspring,design_param,left.collar.bc_angle.v,95,78,0.7835789400753329
2,2,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
2,4,mutant,design_param,collar.component.style.v,,Hood2Panels,0.7835789400753329
2,6,offspring,design_param,left.collar.b_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.v,CircleNeckHalf,CurvyNeckHalf,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.range.2,VNeckHalf,SquareNeckHalf,0.7835426785074022
2,6,offspring,design_param,left.collar.bc_angle.v,95,78,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.range.6,Bezier2NeckHalf,,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7835426785074022
2,6,offspring,design_param,left.collar.b_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7835426785074022
2,8,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.17634039554110242,0.7679659308117706
2,10,offspring,design_param,left.collar.bc_angle.v,95,78,0.7835426785074022
2,11,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.7835789400753329
2,11,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
2,11,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.7835789400753329
2,12,offspring,design_param,shirt.flare.v,1.0,1.3204245664955916,0.7542809417859652
2,12,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7542809417859652
2,13,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7298787810571158
2,13,offspring,design_param,collar.bc_angle.v,95,84,0.7298787810571158
2,14,offspring,design_param,meta.bottom.v,,PencilSkirt,0.7835789400753329
2,15,offspring,design_param,collar.component.style.v,,Hood2Panels,0.7542809417859652
2,16,offspring,design_param,collar.component.style.v,,Hood2Panels,0.7835789400753329
2,16,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.8617501469806792,0.7835789400753329
2,17,offspring,design_param,collar.component.style.v,,Hood2Panels,0.7835789400753329
2,17,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.44856924846683277,0.7835789400753329
2,18,mutant,design_param,left.collar.bc_angle.v,95,78,0.7835789400753329
2,18,mutant,design_param,left.collar.b_bezier_y.v,0.1,0.34252615521261587,0.7835789400753329
2,20,mutant,design_param,collar.fc_angle.v,95,106,0.7513239081080537
2,21,mutant,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
2,21,mutant,design_param,left.collar.bc_angle.v,95,77,0.7835789400753329
2,22,mutant,design_param,collar.width.v,0.2,0.01128699416128831,0.7409921744007167
2,22,mutant,design_param,left.collar.bc_angle.v,95,78,0.7409921744007167
2,25,mutant,design_param,left.collar.f_flip_curve.v,False,True,0.7835789400753329
2,25,mutant,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
2,25,mutant,design_param,left.collar.f_flip_curve.range.1,False,,0.7835789400753329
3,1,offspring,design_param,left.collar.bc_angle.v,95,78,0.7835789400753329
3,2,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
3,4,mutant,design_param,collar.component.style.v,,Hood2Panels,0.7835789400753329
3,5,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.7835789400753329
3,5,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
3,5,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.7835789400753329
3,6,offspring,design_param,meta.upper.range.1,Shirt,,0.7835789400753329
3,6,offspring,design_param,meta.upper.v,FittedShirt,Shirt,0.7835789400753329
3,6,offspring,design_param,meta.upper.range.0,FittedShirt,Shirt,0.7835789400753329
3,6,offspring,design_param,left.collar.bc_angle.v,95,78,0.7835789400753329
3,7,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7835789400753329
3,7,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7835789400753329
3,7,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7835789400753329
3,8,offspring,design_param,left.collar.b_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.v,CircleNeckHalf,CircleArcNeckHalf,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.range.0,CircleNeckHalf,CurvyNeckHalf,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.range.2,VNeckHalf,SquareNeckHalf,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.range.1,CurvyNeckHalf,VNeckHalf,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.range.6,Bezier2NeckHalf,,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.7835426785074022
3,8,offspring,design_param,left.collar.b_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.7835426785074022
3,9,offspring,design_param,left.collar.bc_angle.v,95,78,0.7513239081080537
3,9,offspring,design_param,collar.fc_angle.v,95,88,0.7513239081080537
3,11,offspring,design_param,left.collar.b_bezier_x.v,0.15,0.1998382316061056,0.7835789400753329
3,11,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.7835789400753329
3,11,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7835789400753329
3,11,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.7835789400753329
3,12,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.7298787810571158
3,12,offspring,design_param,meta.bottom.v,,SkirtCircle,0.7298787810571158
3,12,offspring,design_param,collar.b_bezier_y.v,0.1,0.7770586890504878,0.7298787810571158
3,12,offspring,design_param,left.collar.f_flip_curve.range.1,False,,0.7298787810571158
3,13,offspring,design_param,left.collar.bc_angle.v,95,78,0.7298787810571158
3,14,offspring,design_param,left.collar.f_flip_curve.v,False,True,0.7835789400753329
