avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_inversion,mut_gain_scramble,mut_gain_split
0.6649731529518722,0.6649731529518722,0.0,0.0,0.6649731529518722,0.7306480314697116,0.0,0,0.0,0.0,,,
0.6894535715008283,0.7252733619140843,0.6945419627349589,0.6619431502019284,0.7125905021675244,0.7306480314697116,0.0,1,-0.03252295569766783,-0.06870488126778318,,-0.03252295569766783,
0.6955536036285384,0.7306480314697116,0.6679740880490672,0.7032935722996483,0.6771434200001643,0.7306480314697116,0.0,2,-0.06267394342064436,-0.027354459170063294,-0.049849132705598764,,-0.06908634877816716
