generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain,mut_gain_rotate,mut_gain_insertion
1,0.6486521200753055,0.6830710231980806,0.6431379265823689,0.678749808608895,0.6329364047259329,0.7054607386361212,0.0,-0.041737022291198196,-0.004959731651977739,-0.0012977218524396668,-0.010452746351284847
