avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.1673690774294659,0.1673690774294659,0.0,0.0,0.1673690774294659,0.7762435808622212,0.0,0,0.0,0.0,,,,,,
0.5062794283193817,0.6694763097178635,0.6037172379172453,0.6789124389693197,0.07301172667309759,0.7941113316556809,0.017867750793459702,1,-0.15342311273506587,-0.07019305350073343,0.0,0.009558088073476986,-0.3755079389000616,0.012364219495246465,-0.4121268666331064,
0.5547069064270393,0.7800463005232229,0.684212896546106,0.603656174676621,0.15091225396220748,0.8075170699036532,0.01340573824797231,2,-0.09676454437956747,-0.18196066123333385,0.0,0.0,,0.03127348904143201,-0.31802976393378807,-0.044829641035742496
