generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,8,offspring,design_param,meta.bottom.v,,AsymmSkirtCircle,0.65492821929015
4,6,offspring,design_param,meta.upper.v,,Shirt,0.7007406039186364
4,7,mutant,design_param,meta.wb.v,,FittedWB,0.7007406039186364
5,5,offspring,design_param,meta.upper.v,,Shirt,0.7007406039186364
5,6,offspring,design_param,meta.upper.v,,Shirt,0.641625751490805
5,6,offspring,design_param,godet-skirt.base.range.1,PencilSkirt,,0.641625751490805
5,6,offspring,design_param,godet-skirt.base.v,PencilSkirt,Skirt2,0.641625751490805
5,8,mutant,design_param,meta.upper.v,,Shirt,0.7007406039186364
5,8,mutant,design_param,left.sleeve.length.v,0.3,0.5281064400209524,0.7007406039186364
10,7,mutant,design_param,meta.bottom.v,,SkirtCircle,0.7227305680834162
