Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.6210621042729089,0.47339631544813515,0.6666666666666666,0.0,0.29411764705882354,-0.01083219861019326,0.034843316305544436
2,0.6210621042729089,0.4791824722059013,0.6666666666666666,0.0,0.11764705882352941,-0.008974285761514584,-0.042975527819727743
3,0.6210621042729089,0.4816153068594235,0.6666666666666666,0.0,0.35294117647058826,-0.008040228682438902,-0.01975206064585608
4,0.6210621042729089,0.48154432044974615,1.0,0.0,0.11764705882352941,-0.016486450537093997,-0.0011381125783245793
5,0.6210621042729089,0.47369272167239607,1.0,0.0,0.23529411764705882,-0.01740132359441862,-0.019872221463831368
6,0.6210621042729089,0.5007709401880118,0.6666666666666666,0.0,0.5294117647058824,0.023340333996791987,0.0
7,0.6210621042729089,0.4828376184101175,1.0,0.0,0.11764705882352941,-0.03832391168197661,-0.035988798153805346
8,0.6357653601736151,0.4894320168510188,0.6666666666666666,0.014703255900706202,0.17647058823529413,-0.0009347467176369884,0.0024600421689618124
9,0.6357653601736151,0.4839894180693559,1.0,0.0,0.17647058823529413,-0.0028803104793621156,-0.16667594552492443
10,0.6357653601736151,0.49091687107697823,1.0,0.0,0.23529411764705882,-0.011630922579865735,-0.0008146956177398912
11,0.6357653601736151,0.482662969293503,1.0,0.0,0.058823529411764705,-0.03128218036906556,-0.019273554293348316
12,0.6357653601736151,0.49485610895777893,0.6666666666666666,0.0,0.058823529411764705,-0.013594276122719007,-0.0008146956177398357
13,0.6357653601736151,0.504083819414909,1.0,0.0,0.17647058823529413,-0.014639892581137086,-0.009045420901058651
14,0.6357653601736151,0.48651636331904685,1.0,0.0,0.11764705882352941,-0.027050839612392262,-0.008107184415175772
15,0.6357653601736151,0.4903393465979078,1.0,0.0,0.35294117647058826,0.002085453544181891,0.012524871819803801
