parameter,piece_id,old_path,new_path
flare-skirt.length,skirt_back,"[[4.7529793204678406, 54.67162954064889], [2.673550600933856, 44.394277808535044], [1.1882444743445544, 35.966203141055615], [0.2970609406999358, 29.3874055382106], [0.0, 24.657885], [0.0, 24.657885], [0.13299962494306072, 18.47718814875131], [0.5319983037459011, 12.307308365001745], [1.1969960364085241, 6.148245648751306], [2.1279928229309277, 0.0], [2.1279928229309277, 0.0], [10.299518077285981, 0.0], [10.299518077285981, 0.0], [11.728507371553249, 18.968045516238057], [11.728507371553249, 18.968045516238057], [13.157496665820517, 0.0], [13.157496665820517, 0.0], [17.716046605358557, 0.0], [17.716046605358557, 0.0], [19.145035899625825, 21.086966681003922], [19.145035899625825, 21.086966681003922], [20.574025193893092, 0.0], [20.574025193893092, 0.0], [34.24967517337137, 0.0], [34.24967517337137, 0.0], [35.67866446763864, 21.086966681003922], [35.67866446763864, 21.086966681003922], [37.10765376190591, 0.0], [37.10765376190591, 0.0], [41.66620363029078, 0.0], [41.66620363029078, 0.0], [43.09519292455805, 18.968045516238057], [43.09519292455805, 18.968045516238057], [44.52418221882532, 0.0], [44.52418221882532, 0.0], [52.695707177069075, 0.0], [52.695707177069075, 0.0], [53.62670396288412, 6.1482456268456716], [54.291701695310955, 12.307308335794225], [54.69070037434959, 18.477188126845668], [54.8237, 24.657885], [54.8237, 24.657885], [54.5266390709304, 29.387405247000228], [53.63545554116256, 35.96620275277512], [52.15014941069647, 44.39427751732467], [50.07072067953216, 54.67162954064889], [50.07072067953216, 54.67162954064889], [49.570720472204094, 54.67162954064889], [49.570720472204094, 54.67162954064889], [44.406002802321055, 22.526245869110646], [44.406002802321055, 22.526245869110646], [39.241285132438016, 54.67162954064889], [39.241285132438016, 54.67162954064889], [38.24128499896285, 54.67162954064889], [38.24128499896285, 54.67162954064889], [33.07656732907981, 22.526245869110646], [33.07656732907981, 22.526245869110646], [27.91184965919677, 54.67162954064889], [27.91184965919677, 54.67162954064889], [26.911849600745015, 54.67162954064889], [26.911849600745015, 54.67162954064889], [21.747131930861972, 22.526245869110646], [21.747131930861972, 22.526245869110646], [16.582414260978936, 54.67162954064889], [16.582414260978936, 54.67162954064889], [15.582414275353564, 54.67162954064889], [15.582414275353564, 54.67162954064889], [10.417696605470521, 22.526245869110646], [10.417696605470521, 22.526245869110646], [5.252978935587485, 54.67162954064889], [5.252978935587485, 54.67162954064889], [4.7529793204678406, 54.67162954064889]]","[[4.7529793204678406, 54.67162954064889], [2.673550600933856, 44.394277808535044], [1.1882444743445544, 35.966203141055615], [0.2970609406999358, 29.3874055382106], [0.0, 24.657885], [0.0, 24.657885], [0.13299962494306072, 18.47718814875131], [0.5319983037459011, 12.307308365001745], [1.1969960364085241, 6.148245648751306], [2.1279928229309277, 0.0], [2.1279928229309277, 0.0], [10.299518077285981, 0.0], [10.299518077285981, 0.0], [11.728507371553249, 18.968045516238057], [11.728507371553249, 18.968045516238057], [13.157496665820517, 0.0], [13.157496665820517, 0.0], [17.716046605358557, 0.0], [17.716046605358557, 0.0], [19.145035899625825, 21.086966681003922], [19.145035899625825, 21.086966681003922], [20.574025193893092, 0.0], [20.574025193893092, 0.0], [34.24967517337137, 0.0], [34.24967517337137, 0.0], [35.67866446763864, 21.086966681003922], [35.67866446763864, 21.086966681003922], [37.10765376190591, 0.0], [37.10765376190591, 0.0], [41.66620363029078, 0.0], [41.66620363029078, 0.0], [43.09519292455805, 18.968045516238057], [43.09519292455805, 18.968045516238057], [44.52418221882532, 0.0], [44.52418221882532, 0.0], [52.695707177069075, 0.0], [52.695707177069075, 0.0], [53.62670396288412, 6.1482456268456716], [54.291701695310955, 12.307308335794225], [54.69070037434959, 18.477188126845668], [54.8237, 24.657885], [54.8237, 24.657885], [54.5266390709304, 29.387405247000228], [53.63545554116256, 35.96620275277512], [52.15014941069647, 44.39427751732467], [50.07072067953216, 54.67162954064889], [50.07072067953216, 54.67162954064889], [49.570720472204094, 54.67162954064889], [49.570720472204094, 54.67162954064889], [44.406002802321055, 22.526245869110646], [44.406002802321055, 22.526245869110646], [39.241285132438016, 54.67162954064889], [39.241285132438016, 54.67162954064889], [38.24128499896285, 54.67162954064889], [38.24128499896285, 54.67162954064889], [33.07656732907981, 22.526245869110646], [33.07656732907981, 22.526245869110646], [27.91184965919677, 54.67162954064889], [27.91184965919677, 54.67162954064889], [26.911849600745015, 54.67162954064889], [26.911849600745015, 54.67162954064889], [21.747131930861972, 22.526245869110646], [21.747131930861972, 22.526245869110646], [16.582414260978936, 54.67162954064889], [16.582414260978936, 54.67162954064889], [15.582414275353564, 54.67162954064889], [15.582414275353564, 54.67162954064889], [10.417696605470521, 22.526245869110646], [10.417696605470521, 22.526245869110646], [5.252978935587485, 54.67162954064889], [5.252978935587485, 54.67162954064889], [4.7529793204678406, 54.67162954064889]]"
flare-skirt.length,skirt_front,"[[4.7529793204678406, 53.497444540648885], [2.673550600933856, 43.22009280853504], [1.1882444743445544, 34.792018141055614], [0.2970609406999358, 28.2132205382106], [0.0, 23.4837], [0.0, 23.4837], [0.10801627957033322, 17.60172872891077], [0.43204670609377693, 11.7271216385477], [0.9720912795703329, 5.859878728910772], [1.7281499999999994, 0.0], [1.7281499999999994, 0.0], [46.92614999999999, 0.0], [46.92614999999999, 0.0], [47.68220872000643, 5.859878719130151], [48.22225329334191, 11.727121625506868], [48.54628372000643, 17.601728719130158], [48.65429999999999, 23.4837], [48.65429999999999, 23.4837], [48.35723907093038, 28.213220247000226], [47.46605554116255, 34.792017752775116], [45.98074941069647, 43.22009251732467], [43.90132067953215, 53.497444540648885], [43.90132067953215, 53.497444540648885], [43.40132104259572, 53.497444540648885], [43.40132104259572, 53.497444540648885], [39.00777837271268, 21.237612197502443], [39.00777837271268, 21.237612197502443], [34.614235702829646, 53.497444540648885], [34.614235702829646, 53.497444540648885], [33.61423573813962, 53.497444540648885], [33.61423573813962, 53.497444540648885], [29.22069306825658, 21.237612197502443], [29.22069306825658, 21.237612197502443], [24.827150398373544, 53.497444540648885], [24.827150398373544, 53.497444540648885], [23.82715032457979, 53.497444540648885], [23.82715032457979, 53.497444540648885], [19.43360765469675, 21.237612197502443], [19.43360765469675, 21.237612197502443], [15.040064984813714, 53.497444540648885], [15.040064984813714, 53.497444540648885], [14.040064860746863, 53.497444540648885], [14.040064860746863, 53.497444540648885], [9.646522190863825, 21.237612197502443], [9.646522190863825, 21.237612197502443], [5.252979520980787, 53.497444540648885], [5.252979520980787, 53.497444540648885], [4.7529793204678406, 53.497444540648885]]","[[4.7529793204678406, 53.497444540648885], [2.673550600933856, 43.22009280853504], [1.1882444743445544, 34.792018141055614], [0.2970609406999358, 28.2132205382106], [0.0, 23.4837], [0.0, 23.4837], [0.10801627957033322, 17.60172872891077], [0.43204670609377693, 11.7271216385477], [0.9720912795703329, 5.859878728910772], [1.7281499999999994, 0.0], [1.7281499999999994, 0.0], [46.92614999999999, 0.0], [46.92614999999999, 0.0], [47.68220872000643, 5.859878719130151], [48.22225329334191, 11.727121625506868], [48.54628372000643, 17.601728719130158], [48.65429999999999, 23.4837], [48.65429999999999, 23.4837], [48.35723907093038, 28.213220247000226], [47.46605554116255, 34.792017752775116], [45.98074941069647, 43.22009251732467], [43.90132067953215, 53.497444540648885], [43.90132067953215, 53.497444540648885], [43.40132104259572, 53.497444540648885], [43.40132104259572, 53.497444540648885], [39.00777837271268, 21.237612197502443], [39.00777837271268, 21.237612197502443], [34.614235702829646, 53.497444540648885], [34.614235702829646, 53.497444540648885], [33.61423573813962, 53.497444540648885], [33.61423573813962, 53.497444540648885], [29.22069306825658, 21.237612197502443], [29.22069306825658, 21.237612197502443], [24.827150398373544, 53.497444540648885], [24.827150398373544, 53.497444540648885], [23.82715032457979, 53.497444540648885], [23.82715032457979, 53.497444540648885], [19.43360765469675, 21.237612197502443], [19.43360765469675, 21.237612197502443], [15.040064984813714, 53.497444540648885], [15.040064984813714, 53.497444540648885], [14.040064860746863, 53.497444540648885], [14.040064860746863, 53.497444540648885], [9.646522190863825, 21.237612197502443], [9.646522190863825, 21.237612197502443], [5.252979520980787, 53.497444540648885], [5.252979520980787, 53.497444540648885], [4.7529793204678406, 53.497444540648885]]"
