avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_design_param
0.6949373366855984,0.6949373366855984,0.0,0.0,0.6949373366855984,0.7859822687501656,0.0,0,0.0,0.0,
0.7560006170894344,0.7579860224769193,0.7706793104422995,0.7605590386463889,0.6897600400280547,0.7859822687501656,0.0,1,0.0,-0.0068753644888835215,0.0
0.7774908199073831,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.7010677803223424,0.7859822687501656,0.0,2,0.0,0.0,0.0
0.7764766544564893,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.6909261258134043,0.7859822687501656,0.0,3,0.0,0.0,0.0
0.781797372141007,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.7441333026585816,0.7859822687501656,0.0,4,0.0,0.0,0.0
0.7775614758675553,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.7017743399240652,0.7859822687501656,0.0,5,0.0,0.0,0.0
0.7786369144912297,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.712528726160809,0.7859822687501656,0.0,6,0.0,0.0,0.0
0.7760068589665078,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.6862281709135903,0.7859822687501656,0.0,7,0.0,0.0,0.0
0.7767280366411232,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.6934399476597445,0.7859822687501656,0.0,8,0.0,0.0,0.0
0.7759169077574414,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.6853286588229248,0.7859822687501656,0.0,9,0.0,0.0,0.0
0.7718290567427584,0.7859822687501657,0.7859822687501657,0.7859822687501657,0.6444501486760942,0.7859822687501656,0.0,10,0.0,0.0,0.0
