generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain
1,0.6856047409393129,0.7139888762216505,0.6824509481301644,0.0,0.0,0.7446652310470472,0.0,-0.038766559012305225,0.0
2,0.6970034919305028,0.7322299911591513,0.6930894364606529,0.0,0.0,0.7446652310470472,0.0,-0.04357830814599144,0.0
3,0.7009775172588213,0.740204664602681,0.696618945331726,0.0,0.0,0.763800744616586,0.019135513569538798,-0.04567251518542799,0.0
4,0.7031430024698291,0.7450781832023892,0.6984835379439892,0.0,0.0,0.763800744616586,0.0,-0.05140981734630796,0.0
5,0.713945442869491,0.7485230345469956,0.7101034882386571,0.0,0.0,0.763800744616586,0.0,-0.0416292657606216,0.0
6,0.7198669690892173,0.7525195045453458,0.7162389095940919,0.0,0.0,0.7688540030195732,0.005053258402987204,-0.04079518148206286,0.0
7,0.7474785436345525,0.7643060704568847,0.745608818432071,0.0,0.0,0.7688540030195732,0.0,-0.019258725180701763,0.0
8,0.7508795623592698,0.7658220479777809,0.7492192861794352,0.0,0.0,0.7688540030195732,0.0,-0.018174886634830717,0.0
9,0.7513006981989228,0.7688540030195732,0.7493503309966283,0.0,0.0,0.7766025325014753,0.007748529481902078,-0.019503672022944063,0.0
10,0.752218164751707,0.7696288559677634,0.7502836435054787,0.0,0.0,0.7766025325014753,0.0,-0.020808823586643373,0.0
11,0.7651890360491111,0.7766025325014753,0.7639208697766265,0.0,0.0,0.7766025325014753,0.0,-0.012681662724849217,0.0
12,0.7551116329595512,0.7766025325014753,0.7527237552326712,0.0,0.0,0.7766025325014753,0.0,-0.023878777268804767,0.0
13,0.7555950562234028,0.7766025325014753,0.7532608921925065,0.0,0.0,0.7766025325014753,0.0,-0.023341640308969295,0.0
14,0.7609733167374106,0.7766025325014753,0.7592367372080705,0.0,0.0,0.7766025325014753,0.0,-0.01736579529340532,0.0
15,0.7619835143644703,0.7766025325014753,0.7603591790159148,0.0,0.0,0.7766025325014753,0.0,-0.016243353485561166,0.0
16,0.7573290961414533,0.7766025325014753,0.755187603212562,0.0,0.0,0.7766025325014753,0.0,-0.02141492928891353,0.0
17,0.7627235291380587,0.7766025325014753,0.7611814176532353,0.0,0.0,0.7766025325014753,0.0,-0.015421114848240446,0.0
18,0.7621104294797219,0.7766025325014753,0.7605001958106385,0.0,0.0,0.7766025325014753,0.0,-0.016102336690837167,0.0
19,0.758636328267102,0.7766025325014753,0.756640083352172,0.0,0.0,0.7766025325014753,0.0,-0.019962449149304028,0.0
20,0.7689557337694869,0.7766025325014753,0.7681060894659331,0.0,0.0,0.7766025325014753,0.0,-0.008496443035542749,0.0
21,0.7619244080856079,0.7766025325014753,0.7602935053727342,0.0,0.0,0.7852808954262671,0.00867836292479185,-0.016309027128741445,0.0
22,0.758457361716708,0.7783411144998269,0.7562480558519169,0.0,0.0,0.7852808954262671,0.0,-0.023637818332357667,0.0
23,0.7680667906940595,0.7848484319867242,0.7662021638837633,0.0,0.0,0.7891677397800063,0.003886844353739205,-0.01907873154250434,0.0
24,0.7647726781306544,0.7872243176031365,0.7622780515226008,0.0,0.0,0.7891677397800063,0.0,-0.02611231938665791,0.0
25,0.7675403728118536,0.7891677397800062,0.765137332037614,0.0,0.0,0.7891677397800063,0.0,-0.02403040774239203,0.0
26,0.7681927556517933,0.7891677397800062,0.765862201859769,0.0,0.0,0.7891677397800063,0.0,-0.023305537920237027,0.0
27,0.7620025077455772,0.7891677397800062,0.7589841486306401,0.0,0.0,0.7891677397800063,0.0,-0.030183591149366133,0.0
28,0.7673465786964127,0.7891677397800062,0.7649220052426795,0.0,0.0,0.7891677397800063,0.0,-0.024245734537326265,0.0
29,0.7613964392154555,0.7891677397800062,0.7583107391527274,0.0,0.0,0.7891677397800063,0.0,-0.030857000627278842,0.0
30,0.7651972473690529,0.7891677397800062,0.7625338593233912,0.0,0.0,0.7935640902381905,0.004396350458184206,-0.02663388045661494,0.0
31,0.760463487972632,0.7896073748258245,0.7572252783222774,0.0,0.0,0.7935640902381905,0.0,-0.03267518653409315,0.0
32,0.7582141522034455,0.7909262799632799,0.7545794713412415,0.0,0.0,0.7935640902381905,0.0,-0.03712838203682688,0.0
33,0.7797291372836898,0.7935640902381904,0.7781919202887451,0.0,0.0,0.7935640902381905,0.0,-0.015372169949446289,0.0
34,0.7757715974501638,0.7935640902381904,0.7737946538070495,0.0,0.0,0.7935640902381905,0.0,-0.01976943643114166,0.0
35,0.7719760154019606,0.7935640902381904,0.769577340420157,0.0,0.0,0.7935640902381905,0.0,-0.02398674981803417,0.0
36,0.7747628427383707,0.7935640902381904,0.7726738152383904,0.0,0.0,0.7935640902381905,0.0,-0.020890274999800913,0.0
