generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,6,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6627332985383557,0.7066202103965943
1,9,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.48191014851363184,0.6170317481136646
1,10,offspring,design_param,shirt.flare.v,1.0,1.4018537650049439,0.6219961288909475
1,15,offspring,design_param,collar.f_bezier_x.v,0.3,0.05480551874376405,0.6168080555357929
1,18,mutant,design_param,left.collar.f_bezier_x.v,0.3,0.8684041879023005,0.684223344536444
1,21,mutant,design_param,left.collar.f_collar.v,CircleNeckHalf,CurvyNeckHalf,0.6894852948385404
1,26,mutant,design_param,meta.bottom.v,,Pants,0.684223344536444
2,4,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6627332985383557,0.7066202103965943
2,6,offspring,design_param,meta.upper.v,FittedShirt,,0.6785981798122145
2,11,offspring,design_param,left.shirt.flare.v,1.0,0.7649187154707631,0.6439290629101563
2,12,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6627332985383557,0.6926347730034527
2,12,offspring,design_param,collar.f_collar.v,CircleNeckHalf,Bezier2NeckHalf,0.6926347730034527
2,13,offspring,design_param,left.collar.fc_angle.v,95,94,0.7343419380213189
2,14,offspring,design_param,shirt.width.v,1.05,1.1628663486962387,0.6219961288909475
2,15,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6627332985383557,0.7122766733915487
2,15,offspring,design_param,collar.width.v,0.2,0.8702658075374625,0.7122766733915487
2,18,mutant,design_param,left.collar.width.v,0.2,0.5945048475713931,0.7343419380213189
2,19,mutant,design_param,collar.f_collar.v,CircleNeckHalf,CircleArcNeckHalf,0.7076527726339887
2,20,mutant,design_param,left.collar.bc_angle.v,95,103,0.7343419380213189
2,23,mutant,design_param,collar.fc_angle.v,95,101,0.6791404193466455
2,26,mutant,design_param,shirt.length.v,1.2,3.2718017649641946,0.6084690884818349
3,8,offspring,design_param,collar.width.v,0.2,0.873002729858334,0.6731391959735956
3,11,offspring,design_param,left.collar.bc_angle.v,95,109,0.7343419380213189
3,12,offspring,design_param,left.collar.f_bezier_x.v,0.3,0.9347980281493862,0.7343419380213189
3,14,offspring,design_param,left.collar.width.v,0.2,0.008036954321568146,0.7343419380213189
3,15,offspring,design_param,meta.bottom.v,,GodetSkirt,0.6170317481136646
3,17,mutant,design_param,collar.f_collar.v,CircleNeckHalf,SquareNeckHalf,0.6012990153407582
3,19,mutant,design_param,collar.width.v,0.2,-0.17561612573059893,0.7103202840526656
3,20,mutant,design_param,left.collar.bc_angle.v,95,104,0.7343419380213189
4,7,offspring,design_param,collar.f_bezier_x.v,0.3,0.2509804104641007,0.7254636529320422
4,11,offspring,design_param,collar.f_bezier_x.v,0.3,0.1409614507896193,0.6791404193466455
4,13,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6426725996579001,0.6170317481136646
4,15,offspring,design_param,left.collar.fc_angle.v,95,71,0.7343419380213189
4,18,mutant,design_param,collar.f_collar.v,CircleNeckHalf,CircleArcNeckHalf,0.7584309834653968
4,19,mutant,design_param,left.shirt.width.v,1.05,1.2403217563915803,0.6439290629101563
4,21,mutant,design_param,collar.fc_angle.v,95,86,0.7582182829276124
4,22,mutant,design_param,left.shirt.flare.v,1.0,1.5486952442732014,0.6301696479037635
4,23,mutant,design_param,collar.fc_angle.v,95,84,0.6791404193466455
5,3,mutant,design_param,collar.f_collar.v,CircleNeckHalf,CircleArcNeckHalf,0.7584309834653968
5,4,mutant,design_param,collar.fc_angle.v,95,86,0.7582182829276124
