avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_swap
0.2570704675308139,0.7393279985964536,0.20265853843263487,0.2551856307452865,0.0,0.7625208057983583,0.0,1,-0.5360795875023231,-0.4900211602670136,-0.34824330630396116,-0.6821038581190509,-0.41588990385527486,-0.5805675855836596
0.2741904802081492,0.7493295285341712,0.3134878323704693,0.14901588469122645,0.14256040530053676,0.7728207994331668,0.01029999363480849,2,-0.4346287698829636,-0.6042636286307579,-0.26323322150877543,-0.4419591023325973,-0.47638691457652615,-0.37343175430784226
0.4019329829066614,0.7581002730351989,0.42585338720603694,0.35385926855916305,0.14237893297061618,0.7728207994331668,0.0,3,-0.33367602449949235,-0.40734393310405786,-0.006823123150074569,-0.5656012398225456,-0.286627087085525,-0.23700618826521394
0.48069130856108244,0.7647789298230154,0.4632277385407465,0.49382949708963214,0.21390521326629558,0.7728207994331668,0.0,4,-0.30295134863962964,-0.2732654991800462,0.0,-0.40316685743836783,-0.3098722766067961,-0.22806221747992544
0.5770120913399329,0.772820799433167,0.5392220073796381,0.6919431946462059,0.0726393058627825,0.7728207994331668,0.0,5,-0.23359879205352865,-0.08087760478696053,-0.18245317143697737,-0.2830498143698819,-0.22818311980510778,-0.1855583792051469
0.5496802190356501,0.772820799433167,0.4499427462419748,0.7310526014888576,0.0,0.7739545419883852,0.0011337425552183644,6,-0.3228780531911918,-0.0417681979443089,-0.1457988289310749,-0.4445699302693175,-0.20916297390026664,-0.5213991332481226
0.6135369686458233,0.7729341736886888,0.5740458686114975,0.7116980235199051,0.21945994424393028,0.7739545419883852,0.0,7,-0.19888830507719102,-0.06134952442430517,-0.2656232423566193,-0.2650053896463026,-0.22850791800660192,-0.09008248412131063
0.665168479040818,0.7737277934773417,0.6510616268724758,0.7468258109470979,0.28640724565253955,0.7739545419883852,0.0,8,-0.12260947947710484,-0.02712873104128712,-0.20765525958845263,-0.15065436671483845,-0.0725136135720871,-0.13643336518344137
0.5621618496017673,0.7739545419883853,0.5182181789800514,0.6754750791413383,0.0728909215437292,0.7746730909717277,0.0007185489833424485,9,-0.25573636300833374,-0.09847946284704666,-0.3869772709941926,-0.186439806754565,-0.28902084841332243,-0.22633561781660905
0.5946403137243472,0.7740263968867196,0.5428727226537687,0.7324565894403657,0.07105949198020979,0.7763288070547115,0.0016557160829838713,10,-0.23109978305919995,-0.041659626069271274,-0.21086684048548696,-0.18019626426386023,-0.20941811130916102,-0.4016998486007046
0.5989514479073638,0.7743356782916865,0.5237006321678914,0.7442947886023805,0.14319711770086058,0.7763288070547115,0.0,11,-0.25083107972835306,-0.030427491445514043,-0.3276596605696781,-0.37346763261647575,-0.21943614289730348,-0.035474788401712996
0.5840242055902677,0.7747168145949876,0.5391808067502659,0.6902527257878088,0.14779111115539031,0.7763288070547115,0.0,12,-0.23559536447137983,-0.08509904797583463,-0.28975102877671116,-0.3837223374686145,-0.0755467716427058,-0.26499634736875777
