generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,7,offspring,design_param,pencil-skirt.back_slit.v,0,0.17689032707616423,0.6334820086687635
1,8,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6652665074843522,0.7133752851583802
1,9,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.9188411302469829,0.6308384924488978
1,12,offspring,design_param,collar.width.v,0.2,-0.28719269350816906,0.6795592195276691
1,14,offspring,design_param,levels-skirt.base_length_frac.v,0.5,0.342226466808217,0.5489523718974081
1,15,offspring,design_param,flare-skirt.skirt-many-panels.panel_curve.v,0,0.15,0.6430648367914524
1,16,offspring,design_param,skirt.rise.v,1,0.9003965743511742,0.54302784195336
1,17,offspring,design_param,flare-skirt.cut.width.v,0.1,0.052007944136033296,0.5573708761242707
1,18,mutant,design_param,left.collar.bc_angle.v,95,100,0.7123488081312324
1,19,mutant,design_param,left.collar.fc_angle.v,95,79,0.7313211272999158
1,20,mutant,design_param,levels-skirt.level.v,Skirt2,SkirtCircle,0.6873534405150409
1,22,mutant,design_param,levels-skirt.num_levels.v,1,5,0.683954058208347
2,1,mutant,design_param,left.collar.fc_angle.v,95,79,0.7313211272999158
2,5,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6652665074843522,0.7133752851583802
2,6,offspring,,left.collar.f_bezier_y.v,0.55,0.6652665074843522,0.6795821416458461
2,9,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.26563466573206146,0.6253354028501003
2,10,offspring,design_param,flare-skirt.cut.place.v,-0.5,0.08470801567047004,0.6259276911767682
2,10,offspring,design_param,left.collar.fc_angle.v,95,79,0.6259276911767682
2,11,offspring,design_param,pencil-skirt.rise.v,1,0.7706129627420806,0.5767376956357644
2,11,offspring,design_param,left.collar.fc_angle.v,95,79,0.5767376956357644
2,12,offspring,design_param,collar.fc_angle.v,95,77,0.6544517673591813
2,12,offspring,design_param,left.collar.f_bezier_y.v,0.55,0.6652665074843522,0.6544517673591813
2,13,offspring,design_param,levels-skirt.level_ruffle.v,1.0,1.2353939990023701,0.5587069670753114
2,14,offspring,design_param,levels-skirt.level.v,Skirt2,AsymmSkirtCircle,0.5677156246912114
2,15,offspring,design_param,levels-skirt.num_levels.v,1,4,0.5587069670753114
2,16,offspring,design_param,godet-skirt.insert_w.v,15,26,0.6459037114070648
2,17,offspring,design_param,skirt.length.v,0.2,-0.16951026322628812,0.5587069670753114
2,18,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.7313211272999158
2,19,mutant,design_param,left.collar.fc_angle.v,95,79,0.7090000108849517
2,20,mutant,design_param,flare-skirt.cut.depth.v,0.5,0.21395967559447754,0.683954058208347
2,21,mutant,design_param,meta.wb.v,FittedWB,,0.7313211272999158
2,23,mutant,design_param,pencil-skirt.length.v,0.4,0.7728618438651058,0.683954058208347
2,23,mutant,design_param,left.collar.fc_angle.v,95,79,0.683954058208347
2,24,mutant,design_param,left.sleeve.smoothing_coeff.v,0.25,0.1857451571091281,0.7191383678227102
3,1,mutant,design_param,left.collar.fc_angle.v,95,79,0.7313211272999158
3,3,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.7313211272999158
3,4,mutant,design_param,meta.wb.v,FittedWB,,0.7313211272999158
3,6,offspring,,meta.wb.v,FittedWB,,0.6009460250068869
3,8,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.7514155889294858
3,8,offspring,design_param,left.collar.fc_angle.v,95,79,0.7514155889294858
3,10,offspring,design_param,flare-skirt.skirt-many-panels.panel_curve.v,0,0.15,0.6459037114070648
3,11,offspring,design_param,godet-skirt.insert_w.v,15,39,0.6573000639490918
3,12,offspring,design_param,left.collar.fc_angle.v,95,79,0.6459037114070648
3,12,offspring,design_param,flare-skirt.skirt-many-panels.n_panels.v,4,15,0.6459037114070648
3,16,offspring,design_param,left.sleeve.length.v,0.3,1.0412611115617783,0.6459037114070648
3,17,offspring,design_param,left.shirt.flare.v,1.0,1.2049777380578706,0.6255089869960697
3,19,mutant,design_param,meta.wb.v,FittedWB,,0.6948770647490918
3,20,mutant,design_param,levels-skirt.level_ruffle.v,1.0,1.1384729484840306,0.6379235248623867
3,21,mutant,design_param,meta.wb.v,FittedWB,,0.7264929682448581
3,23,mutant,design_param,waistband.width.v,0.2,0.22611698395955082,0.7313211272999158
3,23,mutant,design_param,meta.wb.v,FittedWB,,0.7313211272999158
3,24,mutant,design_param,levels-skirt.length.v,0.5,0.8608667102374787,0.6379235248623867
3,25,mutant,design_param,skirt.length.v,0.2,0.667879144381996,0.683954058208347
3,25,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.683954058208347
4,0,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.7514155889294858
4,0,offspring,design_param,left.collar.fc_angle.v,95,79,0.7514155889294858
4,2,mutant,design_param,left.collar.fc_angle.v,95,79,0.7313211272999158
4,4,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.7313211272999158
4,5,mutant,design_param,meta.wb.v,FittedWB,,0.7313211272999158
4,6,offspring,design_param,meta.wb.v,FittedWB,,0.6531242796351301
4,6,offspring,design_param,left.shirt.flare.v,1.0,1.2963324722068312,0.6531242796351301
4,7,offspring,design_param,shirt.width.v,1.05,1.186864039894501,0.6642411600176975
4,7,offspring,design_param,left.collar.fc_angle.v,95,79,0.6642411600176975
4,8,offspring,design_param,left.collar.fc_angle.v,95,79,0.6459037114070648
4,8,offspring,design_param,left.sleeve.length.v,0.3,1.1225986972432336,0.6459037114070648
4,9,offspring,design_param,left.sleeve.standing_shoulder_len.v,5.0,9.294385964417323,0.6459037114070648
4,9,offspring,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.6459037114070648
4,10,offspring,design_param,meta.wb.v,FittedWB,,0.6459037114070648
4,11,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.6998859303881123
4,11,offspring,design_param,left.collar.fc_angle.v,95,79,0.6998859303881123
4,11,offspring,design_param,collar.f_bezier_y.v,0.55,0.5261322409193184,0.6998859303881123
4,12,offspring,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.5587069670753114
4,12,offspring,design_param,flare-skirt.asymm.front_length.v,0.5,0.17788285778491764,0.5587069670753114
4,13,offspring,design_param,pencil-skirt.flare.v,1.0,1.1136164076834059,0.7015924209383618
4,14,offspring,design_param,godet-skirt.base.v,PencilSkirt,Skirt2,0.5767376956357644
4,14,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.5767376956357644
4,14,offspring,design_param,left.collar.fc_angle.v,95,79,0.5767376956357644
4,15,offspring,design_param,levels-skirt.rise.v,1,0.5089547210048877,0.5767376956357644
4,17,offspring,design_param,left.collar.fc_angle.v,95,79,0.7514155889294858
4,17,offspring,design_param,left.sleeve.cuff.type.v,,CuffSkirt,0.7514155889294858
4,18,mutant,design_param,meta.wb.v,FittedWB,,0.7313211272999158
4,19,mutant,design_param,left.sleeve.cuff.top_ruffle.v,1,1.9591825471820927,0.7313211272999158
4,20,mutant,design_param,left.collar.width.v,0.2,0.25489516767115306,0.7475251303947581
4,20,mutant,design_param,collar.fc_angle.v,95,94,0.7475251303947581
4,20,mutant,design_param,left.collar.fc_angle.v,95,79,0.7475251303947581
4,22,mutant,design_param,left.collar.fc_angle.v,95,79,0.7313211272999158
4,22,mutant,design_param,left.collar.f_bezier_x.v,0.3,0.8905408560326239,0.7313211272999158
4,23,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.6555499520075869
4,24,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.683954058208347
4,25,mutant,design_param,meta.wb.v,FittedWB,,0.6839540582083469
4,25,mutant,design_param,flare-skirt.rise.v,1,0.8859108626088588,0.6839540582083469
4,26,mutant,design_param,left.sleeve.length.v,0.3,0.19503678104051775,0.7090000108849517
4,26,mutant,design_param,left.shirt.flare.v,1.0,0.7612024877710615,0.7090000108849517
5,0,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.7514155889294858
5,0,offspring,design_param,left.collar.fc_angle.v,95,79,0.7514155889294858
5,1,offspring,design_param,left.collar.fc_angle.v,95,79,0.7514155889294858
5,1,offspring,design_param,left.sleeve.cuff.type.v,,CuffSkirt,0.7514155889294858
5,2,mutant,design_param,left.collar.width.v,0.2,0.25489516767115306,0.7475251303947581
5,2,mutant,design_param,collar.fc_angle.v,95,94,0.7475251303947581
5,2,mutant,design_param,left.collar.fc_angle.v,95,79,0.7475251303947581
5,4,mutant,design_param,left.collar.fc_angle.v,95,79,0.7313211272999158
5,6,offspring,,left.collar.width.v,0.2,0.25489516767115306,0.6475117403764168
5,6,offspring,,left.collar.fc_angle.v,95,79,0.6475117403764168
5,7,offspring,,left.collar.fc_angle.v,95,79,0.6645472769096483
5,8,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.6649467490275509
5,8,offspring,design_param,collar.fc_angle.v,95,94,0.6649467490275509
5,8,offspring,design_param,left.collar.f_collar.v,CircleNeckHalf,CurvyNeckHalf,0.6649467490275509
5,8,offspring,design_param,left.collar.fc_angle.v,95,79,0.6649467490275509
5,9,offspring,design_param,left.collar.fc_angle.v,95,79,0.6592759116737558
5,10,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.6459037114070648
5,10,offspring,design_param,left.collar.fc_angle.v,95,79,0.6459037114070648
5,10,offspring,design_param,meta.wb.v,FittedWB,StraightWB,0.6459037114070648
5,11,offspring,design_param,left.collar.width.v,0.2,0.25489516767115306,0.7244839602677567
5,11,offspring,design_param,left.collar.fc_angle.v,95,79,0.7244839602677567
5,11,offspring,design_param,waistband.waist.v,1.32,1.6176829075478383,0.7244839602677567
5,14,offspring,design_param,left.collar.fc_angle.v,95,79,0.6459037114070648
5,14,offspring,design_param,left.sleeve.cuff.type.v,,CuffSkirt,0.6459037114070648
5,14,offspring,design_param,godet-skirt.insert_depth.v,20,10,0.6459037114070648
5,15,offspring,design_param,flare-skirt.cut.width.v,0.1,0.26827668449637226,0.5767376956357644
