avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_split
0.7278915787554678,0.7425818612393144,0.7433477887780586,0.7097971212848768,0.7237542860636197,0.7579065774703028,0.0,1,0.00229121780353346,-0.03888590101359425,0.00229121780353346
0.7405475313481213,0.7559321911557302,0.7402393003534379,0.7324215848957136,0.7588995813288775,0.7624700833452805,0.00456350587497778,2,-0.015199294223649115,-0.025484992574589152,-0.015199294223649115
0.7306189145711628,0.7605318592054615,0.7400184647188914,0.7257999679093219,0.682383555993313,0.7639849070115879,0.0015148236663073966,3,-0.020028838451615252,-0.03667011543595873,-0.020028838451615252
