avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.6876756873196228,0.6876756873196228,0.0,0.0,0.6876756873196228,0.7575381127490797,0.0,0,0.0,0.0,,,,,,
0.6943097103722767,0.7426297199526772,0.694355961664685,0.6864677096426897,0.6771726985405913,0.7575381127490797,0.0,1,-0.04590948440192729,-0.06232009117112054,-0.023250372318548984,-0.016966294302737283,-0.059304726171926614,-0.046981252121530176,-0.060265492087712175,-0.033066299861583694
0.7057566220940698,0.7478565505006037,0.703353727537009,0.6991923761063257,0.6995252558667541,0.7575381127490797,0.0,2,-0.04379638990287101,-0.053569941909951055,-0.045194147166406094,-0.02746341497767693,-0.04534060754706426,-0.05254623683736814,-0.05155712024154438,-0.012210974246636475
0.7041202712533422,0.7533846872327038,0.7137920533852372,0.6875285041776485,0.6825357950491773,0.7843137254901961,0.026775612741116395,3,-0.03857074057974287,-0.06857154573934024,-0.04513459782222857,-0.04506050403508055,,-0.024475526490233622,-0.04425702869789315,-0.0020497394806296976
0.697017096663938,0.7589786416790514,0.6986237721033549,0.6830287788133632,0.684582121293459,0.7949944792050055,0.010680753714809477,4,-0.06251369451163327,-0.07817064571608745,-0.031159915060989613,-0.1237697086727872,-0.049242818587545534,-0.0508208804883487,-0.08517815843018808,-0.014624828737536677
0.6988523383040214,0.763774710825849,0.690323173901643,0.6953712453034095,0.6819709953941515,0.7949944792050055,0.0,5,-0.0721731903523585,-0.07703472042921224,-0.03299561584501511,-0.056564575313112014,-0.054248584886854245,-0.06318623504528327,-0.0937760759055557,
0.7018806843473198,0.7646397788602368,0.7120189870255753,0.6840089430118176,0.6700553444633862,0.7949944792050055,0.0,6,-0.04904396107347118,-0.08876926286750322,-0.008913630628071934,-0.040104714229038496,-0.04002185264875944,-0.021249650367234488,-0.0782047799598253,-0.027355671287653816
0.7056099187597202,0.766556848771059,0.7037905681426598,0.700225821245786,0.673476781272357,0.7949944792050055,0.0,7,-0.06255694571094217,-0.07662221586744777,-0.030247463451242018,-0.05189073755215512,-0.051450499831283025,-0.05404408846622143,-0.07583101562134549,-0.05877215138835912
0.703666778615372,0.7687640343126037,0.7094468308890998,0.6856573312644333,0.6874871032269846,0.7949944792050055,0.0,8,-0.06102619263095334,-0.08825277103034385,-0.026035186317829768,-0.008802193664615321,-0.05789977525725287,-0.040102184371783325,-0.07529704069113806,-0.09333467406067938
0.7036880053162753,0.7793307045876221,0.7045420659043693,0.6890030864969681,0.6833687389697807,0.7949944792050055,0.0,9,-0.07291573551260051,-0.0956176106420302,-0.06501148395464762,-0.07193572581482788,-0.09492207394339752,-0.058858209580099435,-0.08670566248089098,-0.05439709115944621
0.7029280873759863,0.7818011664768536,0.7037056972224318,0.685760427047529,0.6896152102031661,0.7949944792050055,0.0,10,-0.07696840614260325,-0.1006026107357996,-0.06644629630125143,-0.07168784996257793,-0.10497583396625462,-0.052913482497903855,-0.09722806014126431,-0.0006069405135840089
0.697882725323237,0.7857579290183868,0.6941482434914303,0.6829357397711153,0.6847333911638018,0.7949944792050055,0.0,11,-0.09235830272417084,-0.10529873440300164,-0.0857801347809537,-0.054553150581642194,-0.10715593412230379,-0.10138108479975282,-0.10718031022668677,-0.035489031364242564
0.7027326529076238,0.7860656784229259,0.6890648862096842,0.7012068243783779,0.6801740083010642,0.7949944792050055,0.0,12,-0.09750624716180648,-0.08837135772718493,-0.04643707159636867,-0.1193853563639341,-0.11872163581555557,-0.07016853912865241,-0.10791121359619904,-0.0875545128605229
0.7071145490203947,0.7865328572465604,0.696997587167645,0.6966493898927208,0.7100247247159255,0.7949944792050055,0.0,13,-0.08923790421036608,-0.09266977662845288,-0.031500445394506194,-0.044967163962847,-0.07651305072171147,-0.08510460946314694,-0.11114195444161228,-0.06653251299792014
0.7004982198882105,0.7866782974007459,0.6953262626616381,0.6858211094758755,0.6937144129313073,0.7949944792050055,0.0,14,-0.0918136385690002,-0.10175487553349025,-0.05315245148952685,-0.04631093495221379,-0.09017869463920225,-0.07130743970880832,-0.1142049406547562,-0.17602662048866768
