generation,avg_child_fitness,avg_elite,avg_off,avg_mut,avg_rand,best_fit,delta_best,mean_offspring_gain,mean_mutant_gain,mut_gain_insertion,mut_gain_rotate,mut_gain_scramble,mut_gain_swap
1,0.6423438433657644,0.6771716773326469,0.6435954567805805,0.6462673235170513,0.6192133460622313,0.7192877526603708,0.0,-0.037978997940454555,-0.030643841735113298,-0.00803862431117186,-0.038517032432037135,-0.06814651950032036,0.0
2,0.6541588238518156,0.6926388351507762,0.6565156685438732,0.640868231859287,0.634493580122425,0.7304413718662534,0.011153619205882537,-0.04734070676281365,-0.04840786949466602,-0.06757506474440522,-0.038417195057943165,-0.045349029223660575,
3,0.6731169963760508,0.7177029551172561,0.6777170012006497,0.6647893787456084,0.6411878113468736,0.7461094437647765,0.01566807189852315,-0.046328223726827544,-0.05291773150272905,-0.06673951530467737,-0.04370320896809684
