generation,chromosome,chromosome_origin,last_mutation,parameter,old_value,new_value,fitness
1,10,offspring,design_param,left.collar.f_bezier_y.v,0.898,0.7173237539081608,0.6227503651940048
1,12,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7135029637410859
1,12,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7135029637410859
1,12,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7135029637410859
1,15,offspring,design_param,collar.f_collar.range.3,SquareNeckHalf,TrapezoidNeckHalf,0.6617242392451821
1,15,offspring,design_param,collar.f_collar.v,VNeckHalf,Bezier2NeckHalf,0.6617242392451821
1,15,offspring,design_param,collar.f_collar.range.2,VNeckHalf,SquareNeckHalf,0.6617242392451821
1,15,offspring,design_param,collar.f_collar.range.4,TrapezoidNeckHalf,CircleArcNeckHalf,0.6617242392451821
1,15,offspring,design_param,collar.f_collar.range.6,Bezier2NeckHalf,,0.6617242392451821
1,15,offspring,design_param,collar.f_collar.range.5,CircleArcNeckHalf,Bezier2NeckHalf,0.6617242392451821
1,16,offspring,design_param,left.sleeve.sleeveless.range.0,True,False,0.7214797274565741
1,16,offspring,design_param,left.sleeve.sleeveless.range.1,False,,0.7214797274565741
1,16,offspring,design_param,left.sleeve.sleeveless.v,True,False,0.7214797274565741
1,17,offspring,design_param,collar.f_bezier_x.v,0.3,0.48144920054070994,0.576691095043981
1,18,mutant,design_param,shirt.width.v,1.15,1.2374301467578834,0.6152244282453814
1,20,mutant,design_param,collar.bc_angle.v,108,83,0.7819486626192756
1,21,mutant,design_param,left.collar.width.v,-0.0755,0.5706914513341258,0.7163127501877335
1,23,mutant,design_param,meta.bottom.v,,SkirtCircle,0.7324356953532151
1,24,mutant,design_param,left.collar.b_bezier_x.v,0.679,0.20647764749257835,0.7324356953532151
1,25,mutant,design_param,collar.f_bezier_x.v,0.3,0.5742064883740179,0.6679816146126545
1,26,mutant,design_param,collar.bc_angle.v,108,83,0.6719234853910526
2,1,mutant,design_param,collar.bc_angle.v,108,83,0.7819486626192756
2,8,offspring,design_param,left.collar.bc_angle.v,108,92,0.7358106156159974
2,10,offspring,design_param,collar.bc_angle.v,108,83,0.6908221566470746
