avg_child_fitness,avg_elite,avg_mut,avg_off,avg_rand,best_fit,delta_best,generation,mean_mutant_gain,mean_offspring_gain,mut_gain_insertion,mut_gain_inversion,mut_gain_rotate,mut_gain_scramble,mut_gain_split,mut_gain_swap
0.17390915007709146,0.17390915007709146,0.0,0.0,0.17390915007709146,0.7813268983522342,0.0,0,0.0,0.0,,,,,,
0.6180137962459802,0.7656447566897682,0.5699082585079248,0.6595415111748714,0.4966941270388488,0.7954000368627117,0.014073138510477423,1,-0.1891561229540345,-0.11833123316466908,-0.009176466962729835,0.008514747209082602,0.004325034286882468,-0.012791258418815232,-0.7568709230526897,-0.006500537069282997
0.679051414409244,0.7898836666988237,0.7711490153129005,0.6686873911750694,0.24128485144173742,0.8103618085689183,0.014961771706206606,2,-0.018321989389058647,-0.12609365269234565,-0.017869344283163557,-0.015240902307774603,-0.05778880076088433,-0.005268679617549565,-0.05926745439570158,-0.007169551767632842
0.6245915868655468,0.80166938909588,0.6179091341990764,0.7431524856908204,0.0,0.8103618085689183,0.0,3,-0.18436602170677108,-0.06350416064046173,-0.019338527555248453,-0.04185660627327762,-0.8103618085689183,-0.09066882588056113,-0.2282900273552594,-0.025003142880395512
0.6536327786524602,0.80166938909588,0.6886363574340333,0.6841343252451968,0.2435756667118025,0.8103618085689183,0.0,4,-0.11085992679358729,-0.12159603052667652,-0.03016531829885505,-0.03158415410423826,-0.023243847232205406,-0.039774743419858316,-0.33966250012654037,-0.03840155352139082
0.6391768291004364,0.8036467991008512,0.5754920100248633,0.7000511413645469,0.48594888634587013,0.8253535337798015,0.014991725210883211,5,-0.22873342213179437,-0.10805328178154801,,-0.027951420189287535,-0.3941127340958028,,-0.8058470377232717,-0.05826896029655837
0.5687901406038159,0.8160228209635833,0.5135410446417258,0.7044286016269181,0.0,0.8253535337798015,0.0,6,-0.30339920142724575,-0.11550809330381177,-0.04499209454566366,-0.41267676688990074,-0.8253535337798015,-0.04028559182576183,-0.44598722192965884,
0.6753405630190887,0.8210200627005443,0.7193192994153595,0.6997985020719953,0.2559143615409231,0.8253535337798015,0.0,7,-0.10170076328518463,-0.12555503170780627,-0.03148808091540134,-0.032658994909998906,-0.43071652512859354,-0.037539063131751225,,-0.037388212258593845
0.5967357806111323,0.8225362219556592,0.583372768053049,0.7028326279858669,0.0,0.8253535337798015,0.0,8,-0.23845912594657478,-0.12252090579393447,-0.02945996503390036,-0.003032251668207475,-0.012137836795490409,-0.0469351212379423,-0.4741165183964235,-0.2901486704564852
0.6201414352378811,0.8235652541159744,0.6393906504694848,0.7050716240962243,0.0,0.8253535337798015,0.0,9,-0.18372753373053272,-0.12028190968357722,,-0.2860724901279997,-0.028016228995710768,-0.040202016946518954,-0.3653093596634625,-0.06176055861021901
0.5647498137181999,0.8253535337798015,0.5666379121771278,0.6388982386734215,0.0,0.8253535337798015,0.0,10,-0.25871562160267364,-0.1864552951063799,-0.44969026900726544,-0.06731796315101962,-0.07571461473176488,-0.25800800232176,-0.45582739104720077,-0.051169588802307375
0.6617634798017528,0.8253535337798015,0.6442273261332372,0.7403754757556883,0.25387005668202406,0.8253535337798015,0.0,11,-0.18112620764656417,-0.0849780580241134,-0.006168757511323175,-0.0746201616066543,-0.30942673067789933,-0.04635306899184832,-0.05678969926428179,-0.44698815638030676
0.6669694200783933,0.8253535337798015,0.6990454067907644,0.6364597121448026,0.502320191261864,0.8253535337798015,0.0,12,-0.126308126989037,-0.1888938216349989,,-0.03439262591429704,,-0.04806084765976478,-0.3047440549755751,-0.027917836386085065
0.6515016383321057,0.8253535337798015,0.6426808508034059,0.7159181809629477,0.25526672247584276,0.8253535337798015,0.0,13,-0.18267268297639563,-0.10943535281685364,-0.0561334322337278,,-0.25355460671868874,-0.026745927026733063,-0.48993026387706745,-0.029455984933554613
0.5857391115398537,0.8253535337798015,0.6301847659878991,0.6278246294167849,0.0,0.8253535337798015,0.0,14,-0.19516876779190243,-0.19752890436301665,,-0.04122663025770376,-0.5574798380000822,,-0.15680684533791495,-0.0636884959319793
0.6706327299331597,0.8253535337798015,0.6357867992196843,0.7703838626433074,0.2562911180998304,0.8253535337798015,0.0,15,-0.18956673456011705,-0.05496967113649407,-0.033280958688172047,-0.05744346035529546,-0.4383562694108522,-0.03264573938949,-0.28345134162486324,-0.04173464530599713
