Generation,BestFitness,AvgChildFitness,SurvivalRate,DeltaBest,SuccessRatio,CrossoverGain,MutationGain
1,0.600052585185577,0.497083145307518,0.3333333333333333,0.023050706568481627,0.47058823529411764,0.012488657375149585,0.0
2,0.600052585185577,0.4821817688033014,0.6666666666666666,0.0,0.17647058823529413,-0.021143992789685838,5.551115123125783e-17
3,0.600052585185577,0.4788481318975582,1.0,0.0,0.23529411764705882,-0.00804912157400594,-0.09463889382138407
4,0.600052585185577,0.4856930855035175,1.0,0.0,0.35294117647058826,-0.01800449039497454,0.0007306657360759972
5,0.600052585185577,0.4817832638099632,1.0,0.0,0.17647058823529413,-0.03095513726556413,0.04239660488112146
6,0.600052585185577,0.48087992038200356,0.6666666666666666,0.0,0.11764705882352941,-0.017640386789690113,0.0
7,0.600052585185577,0.4753942794631866,1.0,0.0,0.17647058823529413,-0.021751769047789225,0.0
8,0.600052585185577,0.4844844528811535,1.0,0.0,0.11764705882352941,-0.017401917862182353,1.1102230246251565e-16
9,0.600052585185577,0.4797190803980355,1.0,0.0,0.058823529411764705,-0.023850385342192956,-6.548562424679716e-05
10,0.600052585185577,0.4736286716350981,1.0,0.0,0.11764705882352941,-0.023175466364545528,6.570320232818228e-05
11,0.605275272878439,0.4835973451061097,0.6666666666666666,0.005222687692861938,0.4117647058823529,-0.009092431089828072,-0.0009419931997249331
12,0.605275272878439,0.5012421473470763,0.6666666666666666,0.0,0.29411764705882354,0.004879452265343476,0.0
13,0.605275272878439,0.4767580683225817,1.0,0.0,0.0,-0.03437124555193122,-0.00039760330353599826
14,0.605275272878439,0.5031359677005307,1.0,0.0,0.5882352941176471,0.02206604149995731,-0.004296603663344352
15,0.629623197823201,0.49867683026637843,0.6666666666666666,0.02434792494476201,0.17647058823529413,-0.020111947310846146,-0.03930655212378226
